thisN,thisTrialN,thisRepN,key_resp.keys,key_resp.rt,key_resp.duration,trials_prac.thisRepN,trials_prac.thisTrialN,trials_prac.thisN,trials_prac.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,intro.started,intro1.started,key_resp_2.started,intro.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,intro_2.started,key_resp_4.started,key_resp_4.keys,key_resp_4.rt,key_resp_4.duration,prac_frame.started,prac_image2.stopped,prac_key_resp.started,trials_prac.prac_key_resp.keys,trials_prac.prac_key_resp.rt,trials_prac.prac_key_resp.duration,start.started,start_trail.started,key_resp_3.started,start.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.duration,trail.started,frame.started,image1.stopped,image2.stopped,key_resp.started,trail.stopped,trials.key_resp.keys,trials.key_resp.rt,trials.key_resp.duration,reward_result,selected_image,buffer_trail,high_prob_image,low_prob_image,choice_history,image1_prob,image2_prob,participant,session,date,expName,psychopyVersion,frameRate,expStart
,,,,,,,,,,,,,,,,0.0037235,0.008735,0.008735,1.1912631,space,1.1702001,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,1,2024-11-22_10h25.24.242,实验程序1.0,2024.2.4,59.90689271,2024-11-22 10h25.34.543200 +0800
,,,,,,,,,,,,,,,,,,,,,,,1.2008001,1.2008001,space,1.3057608,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,1,2024-11-22_10h25.24.242,实验程序1.0,2024.2.4,59.90689271,2024-11-22 10h25.34.543200 +0800
9,0,9,,,,9,0,9,0,,,,,24.4262842,,,,,,,,,,,,,,24.4262842,25.3017009,24.9680909,f,0.306505,None,26.7681959,26.7756073,26.7756073,28.2017996,space,1.4101686,None,,,,,,,,,,,,,,,,,,50,1,2024-11-22_10h25.24.242,实验程序1.0,2024.2.4,59.90689271,2024-11-22 10h25.34.543200 +0800
0,0,0,f,0.4527967,None,,,,,0,0,0,0,28.2997114,,,,,,,,,,,,,,,,,,,,,,,,,,,28.2908046,28.2997114,30.4014453,30.4014453,29.9177359,33.0337395,f,0.4527967,None,0,image2,6,image1,image2,['low'],0.7,0.3,50,1,2024-11-22_10h25.24.242,实验程序1.0,2024.2.4,59.90689271,2024-11-22 10h25.34.543200 +0800
0,0,0,f,0.5201562,None,,,,,0,0,0,0,33.0789959,,,,,,,,,,,,,,,,,,,,,,,,,,,33.0718657,33.0789959,35.5515416,35.5515416,35.0015684,37.2746618,f,0.5201562,None,0,image1,5,image1,image2,"['low', 'high']",0.7,0.3,50,1,2024-11-22_10h25.24.242,实验程序1.0,2024.2.4,59.90689271,2024-11-22 10h25.34.543200 +0800
1,0,1,f,0.6049114,None,,,,,1,0,1,0,37.3223821,,,,,,,,,,,,,,,,,,,,,,,,,,,37.3152506,37.3223821,,38.5349607,37.901611,41.4958681,f,0.6049114,None,0,image1,4,image1,image2,"['low', 'high', 'high']",0.7,0.3,50,1,2024-11-22_10h25.24.242,实验程序1.0,2024.2.4,59.90689271,2024-11-22 10h25.34.543200 +0800
2,0,2,j,0.3864738,None,,,,,2,0,2,0,41.5459029,,,,,,,,,,,,,,,,,,,,,,,,,,,41.5386553,41.5459029,,42.5681363,42.1515035,45.1737231,j,0.3864738,None,0,image2,3,image1,image2,"['low', 'high', 'high', 'low']",0.7,0.3,50,1,2024-11-22_10h25.24.242,实验程序1.0,2024.2.4,59.90689271,2024-11-22 10h25.34.543200 +0800
3,0,3,j,0.4843799,None,,,,,3,0,3,0,45.2750888,,,,,,,,,,,,,,,,,,,,,,,,,,,45.2680317,45.2750888,,46.4348203,45.9181576,48.0488003,j,0.4843799,None,10,image1,2,image1,image2,"['low', 'high', 'high', 'low', 'high']",0.7,0.3,50,1,2024-11-22_10h25.24.242,实验程序1.0,2024.2.4,59.90689271,2024-11-22 10h25.34.543200 +0800
4,0,4,f,0.2955328,None,,,,,4,0,4,0,48.094345,,,,,,,,,,,,,,,,,,,,,,,,,,,48.0873311,48.094345,49.5348582,49.5348582,49.2182339,51.068043,f,0.2955328,None,10,image1,1,image1,image2,"['low', 'high', 'high', 'low', 'high', 'high']",0.7,0.3,50,1,2024-11-22_10h25.24.242,实验程序1.0,2024.2.4,59.90689271,2024-11-22 10h25.34.543200 +0800
5,0,5,j,0.475148,None,,,,,5,0,5,0,51.1178079,,,,,,,,,,,,,,,,,,,,,,,,,,,51.1107396,51.1178079,53.4515341,53.4515341,52.9515424,55.7720079,j,0.475148,None,10,image1,8,image2,image1,[],0.3,0.7,50,1,2024-11-22_10h25.24.242,实验程序1.0,2024.2.4,59.90689271,2024-11-22 10h25.34.543200 +0800
6,0,6,f,0.3308068,None,,,,,6,0,6,0,55.8244039,,,,,,,,,,,,,,,,,,,,,,,,,,,55.8172404,55.8244039,57.8849729,57.8849729,57.5348442,60.2925528,f,0.3308068,None,0,image1,7,image2,image1,['low'],0.3,0.7,50,1,2024-11-22_10h25.24.242,实验程序1.0,2024.2.4,59.90689271,2024-11-22 10h25.34.543200 +0800
7,0,7,j,0.3389582,None,,,,,7,0,7,0,60.3917769,,,,,,,,,,,,,,,,,,,,,,,,,,,60.3848551,60.3917769,62.5349754,62.5349754,62.1681733,64.1202115,j,0.3389582,None,10,image2,6,image2,image1,"['low', 'high']",0.3,0.7,50,1,2024-11-22_10h25.24.242,实验程序1.0,2024.2.4,59.90689271,2024-11-22 10h25.34.543200 +0800
8,0,8,f,0.4082881,None,,,,,8,0,8,0,64.1653657,,,,,,,,,,,,,,,,,,,,,,,,,,,64.1581406,64.1653657,,65.2681266,64.8349089,67.6631038,f,0.4082881,None,0,image2,5,image2,image1,"['low', 'high', 'high']",0.3,0.7,50,1,2024-11-22_10h25.24.242,实验程序1.0,2024.2.4,59.90689271,2024-11-22 10h25.34.543200 +0800
9,0,9,f,0.3689451,None,,,,,9,0,9,0,67.7144363,,,,,,,,,,,,,,,,,,,,,,,,,,,67.7070757,67.7144363,69.1849148,69.1849148,68.7849633,71.211633,f,0.3689451,None,0,image1,4,image2,image1,"['low', 'high', 'high', 'low']",0.3,0.7,50,1,2024-11-22_10h25.24.242,实验程序1.0,2024.2.4,59.90689271,2024-11-22 10h25.34.543200 +0800
10,0,10,j,0.4177634,None,,,,,10,0,10,0,71.2649922,,,,,,,,,,,,,,,,,,,,,,,,,,,71.2578475,71.2649922,72.6181865,72.6181865,72.1681383,75.5047945,j,0.4177634,None,0,image1,3,image2,image1,"['low', 'high', 'high', 'low', 'low']",0.3,0.7,50,1,2024-11-22_10h25.24.242,实验程序1.0,2024.2.4,59.90689271,2024-11-22 10h25.34.543200 +0800
11,0,11,j,0.4116602,None,,,,,11,0,11,0,75.5579948,,,,,,,,,,,,,,,,,,,,,,,,,,,75.550722,75.5579948,77.9849825,77.9849825,77.5516129,79.7699722,j,0.4116602,None,0,image2,2,image2,image1,"['low', 'high', 'high', 'low', 'low', 'high']",0.3,0.7,50,1,2024-11-22_10h25.24.242,实验程序1.0,2024.2.4,59.90689271,2024-11-22 10h25.34.543200 +0800
12,0,12,j,0.2772635,None,,,,,12,0,12,0,79.8684456,,,,,,,,,,,,,,,,,,,,,,,,,,,79.8608219,79.8684456,81.6016307,81.6016307,81.3016276,83.2578236,j,0.2772635,None,0,image1,1,image2,image1,"['high', 'high', 'low', 'low', 'high', 'low']",0.3,0.7,50,1,2024-11-22_10h25.24.242,实验程序1.0,2024.2.4,59.90689271,2024-11-22 10h25.34.543200 +0800
13,0,13,j,0.2746593,None,,,,,13,0,13,0,83.3113265,,,,,,,,,,,,,,,,,,,,,,,,,,,83.3040156,83.3113265,85.467949,85.467949,85.1683148,87.5626329,j,0.2746593,None,10,image1,0,image2,image1,"['high', 'low', 'low', 'high', 'low', 'low']",0.3,0.7,50,1,2024-11-22_10h25.24.242,实验程序1.0,2024.2.4,59.90689271,2024-11-22 10h25.34.543200 +0800
14,0,14,j,0.7350304,None,,,,,14,0,14,0,87.6120095,,,,,,,,,,,,,,,,,,,,,,,,,,,87.6047416,87.6120095,89.0349606,89.0349606,88.2681953,91.3144591,j,0.7350304,None,10,image2,-1,image2,image1,"['low', 'low', 'high', 'low', 'low', 'high']",0.3,0.7,50,1,2024-11-22_10h25.24.242,实验程序1.0,2024.2.4,59.90689271,2024-11-22 10h25.34.543200 +0800
15,0,15,j,0.6747949,None,,,,,15,0,15,0,91.3648464,,,,,,,,,,,,,,,,,,,,,,,,,,,91.3575935,91.3648464,94.0682311,94.0682311,93.3681992,95.6350621,j,0.6747949,None,0,image1,-2,image2,image1,"['low', 'high', 'low', 'low', 'high', 'low']",0.3,0.7,50,1,2024-11-22_10h25.24.242,实验程序1.0,2024.2.4,59.90689271,2024-11-22 10h25.34.543200 +0800
16,0,16,f,0.8055203,None,,,,,16,0,16,0,95.7286554,,,,,,,,,,,,,,,,,,,,,,,,,,,95.7217094,95.7286554,98.3350045,98.3350045,97.5016757,100.1656401,f,0.8055203,None,10,image1,-3,image2,image1,"['high', 'low', 'low', 'high', 'low', 'low']",0.3,0.7,50,1,2024-11-22_10h25.24.242,实验程序1.0,2024.2.4,59.90689271,2024-11-22 10h25.34.543200 +0800
17,0,17,f,0.5159302,None,,,,,17,0,17,0,100.2108743,,,,,,,,,,,,,,,,,,,,,,,,,,,100.2036113,100.2108743,102.4682156,102.4682156,101.9349852,104.0460618,f,0.5159302,None,10,image2,-4,image2,image1,"['low', 'low', 'high', 'low', 'low', 'high']",0.3,0.7,50,1,2024-11-22_10h25.24.242,实验程序1.0,2024.2.4,59.90689271,2024-11-22 10h25.34.543200 +0800
18,0,18,j,0.4666873,None,,,,,18,0,18,0,104.0963798,,,,,,,,,,,,,,,,,,,,,,,,,,,104.0891788,104.0963798,106.4515904,106.4515904,105.9681048,108.0936994,j,0.4666873,None,10,image1,-5,image2,image1,"['low', 'high', 'low', 'low', 'high', 'low']",0.3,0.7,50,1,2024-11-22_10h25.24.242,实验程序1.0,2024.2.4,59.90689271,2024-11-22 10h25.34.543200 +0800
19,0,19,f,0.511147,None,,,,,19,0,19,0,108.1433421,,,,,,,,,,,,,,,,,,,,,,,,,,,108.1360295,108.1433421,109.3849216,109.3849216,108.8516232,111.353159,f,0.511147,None,10,image2,-6,image2,image1,"['high', 'low', 'low', 'high', 'low', 'high']",0.3,0.7,50,1,2024-11-22_10h25.24.242,实验程序1.0,2024.2.4,59.90689271,2024-11-22 10h25.34.543200 +0800
20,0,20,j,0.5767858,None,,,,,20,0,20,0,111.4046761,,,,,,,,,,,,,,,,,,,,,,,,,,,111.397514,111.4046761,113.2182375,113.2182375,112.6182943,115.6808834,j,0.5767858,None,0,image1,-7,image2,image1,"['low', 'low', 'high', 'low', 'high', 'low']",0.3,0.7,50,1,2024-11-22_10h25.24.242,实验程序1.0,2024.2.4,59.90689271,2024-11-22 10h25.34.543200 +0800
21,0,21,f,0.5663008,None,,,,,21,0,21,0,115.7766818,,,,,,,,,,,,,,,,,,,,,,,,,,,115.76957,115.7766818,117.4515763,117.4515763,116.8682229,120.0230274,f,0.5663008,None,10,image2,-8,image2,image1,"['low', 'high', 'low', 'high', 'low', 'high']",0.3,0.7,50,1,2024-11-22_10h25.24.242,实验程序1.0,2024.2.4,59.90689271,2024-11-22 10h25.34.543200 +0800
22,0,22,f,0.6044556,None,,,,,22,0,22,0,120.0734821,,,,,,,,,,,,,,,,,,,,,,,,,,,120.0663609,120.0734821,121.9350455,121.9350455,121.3018899,124.8430764,f,0.6044556,None,0,image1,-9,image2,image1,"['high', 'low', 'high', 'low', 'high', 'low']",0.3,0.7,50,1,2024-11-22_10h25.24.242,实验程序1.0,2024.2.4,59.90689271,2024-11-22 10h25.34.543200 +0800
23,0,23,j,0.3959165,None,,,,,23,0,23,0,124.8958401,,,,,,,,,,,,,,,,,,,,,,,,,,,124.8886684,124.8958401,126.3516558,126.3516558,125.9350344,128.397758,j,0.3959165,None,0,image2,-10,image2,image1,"['low', 'high', 'low', 'high', 'low', 'high']",0.3,0.7,50,1,2024-11-22_10h25.24.242,实验程序1.0,2024.2.4,59.90689271,2024-11-22 10h25.34.543200 +0800
24,0,24,j,0.26121,None,,,,,24,0,24,0,128.4489995,,,,,,,,,,,,,,,,,,,,,,,,,,,128.4417335,128.4489995,130.7515772,130.7515772,130.468311,132.6468394,j,0.26121,None,10,image2,-11,image2,image1,"['high', 'low', 'high', 'low', 'high', 'high']",0.3,0.7,50,1,2024-11-22_10h25.24.242,实验程序1.0,2024.2.4,59.90689271,2024-11-22 10h25.34.543200 +0800
25,0,25,f,0.3320708,None,,,,,25,0,25,0,132.7499701,,,,,,,,,,,,,,,,,,,,,,,,,,,132.7425854,132.7499701,,133.8682244,133.5181593,136.0748156,f,0.3320708,None,10,image1,-12,image2,image1,"['low', 'high', 'low', 'high', 'high', 'low']",0.3,0.7,50,1,2024-11-22_10h25.24.242,实验程序1.0,2024.2.4,59.90689271,2024-11-22 10h25.34.543200 +0800
26,0,26,f,0.6764253,None,,,,,26,0,26,0,136.1272139,,,,,,,,,,,,,,,,,,,,,,,,,,,136.1199129,136.1272139,137.618272,137.618272,136.9182023,139.9926113,f,0.6764253,None,10,image2,-13,image2,image1,"['high', 'low', 'high', 'high', 'low', 'high']",0.3,0.7,50,1,2024-11-22_10h25.24.242,实验程序1.0,2024.2.4,59.90689271,2024-11-22 10h25.34.543200 +0800
27,0,27,j,0.3532277,None,,,,,27,0,27,0,140.0431939,,,,,,,,,,,,,,,,,,,,,,,,,,,140.0360556,140.0431939,141.568296,141.568296,141.1849693,144.2684419,j,0.3532277,None,10,image1,-14,image2,image1,"['low', 'high', 'high', 'low', 'high', 'low']",0.3,0.7,50,1,2024-11-22_10h25.24.242,实验程序1.0,2024.2.4,59.90689271,2024-11-22 10h25.34.543200 +0800
28,0,28,j,0.379744,None,,,,,28,0,28,0,144.319912,,,,,,,,,,,,,,,,,,,,,,,,,,,144.3127121,144.319912,145.9182612,145.9182612,145.5182608,148.6222592,j,0.379744,None,10,image2,-15,image2,image1,"['high', 'high', 'low', 'high', 'low', 'high']",0.3,0.7,50,1,2024-11-22_10h25.24.242,实验程序1.0,2024.2.4,59.90689271,2024-11-22 10h25.34.543200 +0800
29,0,29,f,0.4278571,None,,,,,29,0,29,0,148.6733622,,,,,,,,,,,,,,,,,,,,,,,,,,,148.66624,148.6733622,150.3851768,150.3851768,149.9349074,152.4156507,f,0.4278571,None,10,image1,-16,image2,image1,"['high', 'low', 'high', 'low', 'high', 'low']",0.3,0.7,50,1,2024-11-22_10h25.24.242,实验程序1.0,2024.2.4,59.90689271,2024-11-22 10h25.34.543200 +0800
30,0,30,j,0.4144119,None,,,,,30,0,30,0,152.5139057,,,,,,,,,,,,,,,,,,,,,,,,,,,152.5065414,152.5139057,154.3016388,154.3016388,153.8683797,156.1512976,j,0.4144119,None,10,image2,-17,image2,image1,"['low', 'high', 'low', 'high', 'low', 'high']",0.3,0.7,50,1,2024-11-22_10h25.24.242,实验程序1.0,2024.2.4,59.90689271,2024-11-22 10h25.34.543200 +0800
31,0,31,f,0.6792103,None,,,,,31,0,31,0,156.2031311,,,,,,,,,,,,,,,,,,,,,,,,,,,156.1959034,156.2031311,157.5351062,157.5351062,156.8350255,159.9353017,f,0.6792103,None,0,image1,-18,image2,image1,"['high', 'low', 'high', 'low', 'high', 'low']",0.3,0.7,50,1,2024-11-22_10h25.24.242,实验程序1.0,2024.2.4,59.90689271,2024-11-22 10h25.34.543200 +0800
32,0,32,f,0.3819766,None,,,,,32,0,32,0,159.9809841,,,,,,,,,,,,,,,,,,,,,,,,,,,159.9736892,159.9809841,,161.0682213,160.6682677,163.0973272,f,0.3819766,None,0,image2,-19,image2,image1,"['low', 'high', 'low', 'high', 'low', 'high']",0.3,0.7,50,1,2024-11-22_10h25.24.242,实验程序1.0,2024.2.4,59.90689271,2024-11-22 10h25.34.543200 +0800
33,0,33,f,0.5357853,None,,,,,33,0,33,0,163.1493207,,,,,,,,,,,,,,,,,,,,,,,,,,,163.1419868,163.1493207,165.1850594,165.1850594,164.6183309,167.9262807,f,0.5357853,None,0,image1,-20,image2,image1,"['high', 'low', 'high', 'low', 'high', 'low']",0.3,0.7,50,1,2024-11-22_10h25.24.242,实验程序1.0,2024.2.4,59.90689271,2024-11-22 10h25.34.543200 +0800
34,0,34,None,,,,,,,34,0,34,0,168.0293919,,,,,,,,,,,,,,,,,,,,,,,,,,,168.0221729,168.0293919,170.6343321,170.6343321,169.4016621,171.6362843,None,,,,,,,,,,,50,1,2024-11-22_10h25.24.242,实验程序1.0,2024.2.4,59.90689271,2024-11-22 10h25.34.543200 +0800
35,0,35,j,0.4121447,None,,,,,35,0,35,0,171.6869593,,,,,,,,,,,,,,,,,,,,,,,,,,,171.6797342,171.6869593,,172.7682989,172.335003,175.4592795,j,0.4121447,None,10,image1,-21,image2,image1,"['low', 'high', 'low', 'high', 'low', 'low']",0.3,0.7,50,1,2024-11-22_10h25.24.242,实验程序1.0,2024.2.4,59.90689271,2024-11-22 10h25.34.543200 +0800
36,0,36,f,0.4796732,None,,,,,36,0,36,0,175.5104927,,,,,,,,,,,,,,,,,,,,,,,,,,,175.5032872,175.5104927,177.735053,177.735053,177.2349654,180.2262715,f,0.4796732,None,0,image2,-22,image2,image1,"['high', 'low', 'high', 'low', 'low', 'high']",0.3,0.7,50,1,2024-11-22_10h25.24.242,实验程序1.0,2024.2.4,59.90689271,2024-11-22 10h25.34.543200 +0800
37,0,37,j,0.526694,None,,,,,37,0,37,0,180.2703891,,,,,,,,,,,,,,,,,,,,,,,,,,,180.263587,180.2703891,181.801735,181.801735,181.2516133,183.7843786,j,0.526694,None,0,image1,-23,image2,image1,"['low', 'high', 'low', 'low', 'high', 'low']",0.3,0.7,50,1,2024-11-22_10h25.24.242,实验程序1.0,2024.2.4,59.90689271,2024-11-22 10h25.34.543200 +0800
38,0,38,f,0.4609927,None,,,,,38,0,38,0,183.8300091,,,,,,,,,,,,,,,,,,,,,,,,,,,183.8226938,183.8300091,185.385072,185.385072,184.9016816,187.076483,f,0.4609927,None,0,image1,-24,image2,image1,"['high', 'low', 'low', 'high', 'low', 'low']",0.3,0.7,50,1,2024-11-22_10h25.24.242,实验程序1.0,2024.2.4,59.90689271,2024-11-22 10h25.34.543200 +0800
39,0,39,j,0.7734232,None,,,,,39,0,39,0,187.1279697,,,,,,,,,,,,,,,,,,,,,,,,,,,187.1210623,187.1279697,189.3016739,189.3016739,188.5017321,191.9684574,j,0.7734232,None,0,image1,-25,image2,image1,"['low', 'low', 'high', 'low', 'low', 'low']",0.3,0.7,50,1,2024-11-22_10h25.24.242,实验程序1.0,2024.2.4,59.90689271,2024-11-22 10h25.34.543200 +0800
40,0,40,j,0.5932286,None,,,,,40,0,40,0,192.0214897,,,,,,,,,,,,,,,,,,,,,,,,,,,192.0143274,192.0214897,193.6018758,193.6018758,192.9850739,196.5198184,j,0.5932286,None,10,image2,-26,image2,image1,"['low', 'high', 'low', 'low', 'low', 'high']",0.3,0.7,50,1,2024-11-22_10h25.24.242,实验程序1.0,2024.2.4,59.90689271,2024-11-22 10h25.34.543200 +0800
41,0,41,j,0.3933321,None,,,,,41,0,41,0,196.5707854,,,,,,,,,,,,,,,,,,,,,,,,,,,196.5636496,196.5707854,198.2017436,198.2017436,197.7850067,201.1160984,j,0.3933321,None,0,image2,-27,image2,image1,"['high', 'low', 'low', 'low', 'high', 'high']",0.3,0.7,50,1,2024-11-22_10h25.24.242,实验程序1.0,2024.2.4,59.90689271,2024-11-22 10h25.34.543200 +0800
42,0,42,j,0.4844468,None,,,,,42,0,42,0,201.1614219,,,,,,,,,,,,,,,,,,,,,,,,,,,201.1544412,201.1614219,202.618317,202.618317,202.1017464,205.1718313,j,0.4844468,None,0,image1,-28,image2,image1,"['low', 'low', 'low', 'high', 'high', 'low']",0.3,0.7,50,1,2024-11-22_10h25.24.242,实验程序1.0,2024.2.4,59.90689271,2024-11-22 10h25.34.543200 +0800
43,0,43,f,0.4682491,None,,,,,43,0,43,0,205.2737295,,,,,,,,,,,,,,,,,,,,,,,,,,,205.26664,205.2737295,206.6017668,206.6017668,206.1017482,209.5518481,f,0.4682491,None,10,image2,-29,image2,image1,"['low', 'low', 'high', 'high', 'low', 'high']",0.3,0.7,50,1,2024-11-22_10h25.24.242,实验程序1.0,2024.2.4,59.90689271,2024-11-22 10h25.34.543200 +0800
44,0,44,f,0.3304373,None,,,,,44,0,44,0,209.6065116,,,,,,,,,,,,,,,,,,,,,,,,,,,209.5993959,209.6065116,,210.501774,210.1517185,213.0119901,f,0.3304373,None,0,image2,-30,image2,image1,"['low', 'high', 'high', 'low', 'high', 'high']",0.3,0.7,50,1,2024-11-22_10h25.24.242,实验程序1.0,2024.2.4,59.90689271,2024-11-22 10h25.34.543200 +0800
45,0,45,f,0.189188,None,,,,,45,0,45,0,213.0643634,,,,,,,,,,,,,,,,,,,,,,,,,,,213.0570132,213.0643634,215.1184148,215.1184148,214.9018095,216.7380091,f,0.189188,None,10,image2,7,image1,image2,[],0.7,0.3,50,1,2024-11-22_10h25.24.242,实验程序1.0,2024.2.4,59.90689271,2024-11-22 10h25.34.543200 +0800
46,0,46,j,0.3708015,None,,,,,46,0,46,0,216.7965634,,,,,,,,,,,,,,,,,,,,,,,,,,,216.7894694,216.7965634,218.3683277,218.3683277,217.9683653,220.0312019,j,0.3708015,None,10,image1,6,image1,image2,['high'],0.7,0.3,50,1,2024-11-22_10h25.24.242,实验程序1.0,2024.2.4,59.90689271,2024-11-22 10h25.34.543200 +0800
47,0,47,f,0.2847926,None,,,,,47,0,47,0,220.1353906,,,,,,,,,,,,,,,,,,,,,,,,,,,220.1281806,220.1353906,221.6018044,221.6018044,221.2851802,224.3479744,f,0.2847926,None,0,image2,5,image1,image2,"['high', 'low']",0.7,0.3,50,1,2024-11-22_10h25.24.242,实验程序1.0,2024.2.4,59.90689271,2024-11-22 10h25.34.543200 +0800
48,0,48,f,0.5353208,None,,,,,48,0,48,0,224.3988835,,,,,,,,,,,,,,,,,,,,,,,,,,,224.3915439,224.3988835,226.4017413,226.4017413,225.8350467,227.9777289,f,0.5353208,None,10,image2,4,image1,image2,"['high', 'low', 'low']",0.7,0.3,50,1,2024-11-22_10h25.24.242,实验程序1.0,2024.2.4,59.90689271,2024-11-22 10h25.34.543200 +0800
49,0,49,j,0.2788569,None,,,,,49,0,49,0,228.0232496,,,,,,,,,,,,,,,,,,,,,,,,,,,228.0157864,228.0232496,230.3350866,230.3350866,230.0353415,233.178304,j,0.2788569,None,0,image2,3,image1,image2,"['high', 'low', 'low', 'low']",0.7,0.3,50,1,2024-11-22_10h25.24.242,实验程序1.0,2024.2.4,59.90689271,2024-11-22 10h25.34.543200 +0800
50,0,50,f,0.3991434,None,,,,,50,0,50,0,233.2325797,,,,,,,,,,,,,,,,,,,,,,,,,,,233.2253609,233.2325797,235.2683504,235.2683504,234.8516737,237.771797,f,0.3991434,None,0,image2,2,image1,image2,"['high', 'low', 'low', 'low', 'low']",0.7,0.3,50,1,2024-11-22_10h25.24.242,实验程序1.0,2024.2.4,59.90689271,2024-11-22 10h25.34.543200 +0800
51,0,51,j,0.5513682,None,,,,,51,0,51,0,237.8239818,,,,,,,,,,,,,,,,,,,,,,,,,,,237.8167948,237.8239818,240.4183845,240.4183845,239.835157,242.5533009,j,0.5513682,None,10,image2,1,image1,image2,"['high', 'low', 'low', 'low', 'low', 'low']",0.7,0.3,50,1,2024-11-22_10h25.24.242,实验程序1.0,2024.2.4,59.90689271,2024-11-22 10h25.34.543200 +0800
52,0,52,f,0.5373316,None,,,,,52,0,52,0,242.6580404,,,,,,,,,,,,,,,,,,,,,,,,,,,242.6508281,242.6580404,244.968481,244.968481,244.4017499,246.7117617,f,0.5373316,None,10,image1,0,image1,image2,"['low', 'low', 'low', 'low', 'low', 'high']",0.7,0.3,50,1,2024-11-22_10h25.24.242,实验程序1.0,2024.2.4,59.90689271,2024-11-22 10h25.34.543200 +0800
53,0,53,f,0.5172096,None,,,,,53,0,53,0,246.7642815,,,,,,,,,,,,,,,,,,,,,,,,,,,246.756833,246.7642815,248.2350015,248.2350015,247.701683,249.8224743,f,0.5172096,None,0,image2,-1,image1,image2,"['low', 'low', 'low', 'low', 'high', 'low']",0.7,0.3,50,1,2024-11-22_10h25.24.242,实验程序1.0,2024.2.4,59.90689271,2024-11-22 10h25.34.543200 +0800
54,0,54,f,0.3579007,None,,,,,54,0,54,0,249.8774645,,,,,,,,,,,,,,,,,,,,,,,,,,,249.8702464,249.8774645,251.851892,251.851892,251.4683589,254.6962854,f,0.3579007,None,0,image2,-2,image1,image2,"['low', 'low', 'low', 'high', 'low', 'low']",0.7,0.3,50,1,2024-11-22_10h25.24.242,实验程序1.0,2024.2.4,59.90689271,2024-11-22 10h25.34.543200 +0800
55,0,55,f,0.311206,None,,,,,55,0,55,0,254.7498032,,,,,,,,,,,,,,,,,,,,,,,,,,,254.7427113,254.7498032,256.7513819,256.7513819,256.4190367,258.9602356,f,0.311206,None,0,image2,-3,image1,image2,"['low', 'low', 'high', 'low', 'low', 'low']",0.7,0.3,50,1,2024-11-22_10h25.24.242,实验程序1.0,2024.2.4,59.90689271,2024-11-22 10h25.34.543200 +0800
56,0,56,j,0.4222983,None,,,,,56,0,56,0,259.0564803,,,,,,,,,,,,,,,,,,,,,,,,,,,259.0488441,259.0564803,261.301515,261.301515,260.8514605,264.0966676,j,0.4222983,None,10,image1,-4,image1,image2,"['low', 'high', 'low', 'low', 'low', 'high']",0.7,0.3,50,1,2024-11-22_10h25.24.242,实验程序1.0,2024.2.4,59.90689271,2024-11-22 10h25.34.543200 +0800
57,0,57,j,0.3159886,None,,,,,57,0,57,0,264.1411276,,,,,,,,,,,,,,,,,,,,,,,,,,,264.1339282,264.1411276,265.8531906,265.8531906,265.5183949,268.4564695,j,0.3159886,None,10,image1,-5,image1,image2,"['high', 'low', 'low', 'low', 'high', 'high']",0.7,0.3,50,1,2024-11-22_10h25.24.242,实验程序1.0,2024.2.4,59.90689271,2024-11-22 10h25.34.543200 +0800
58,0,58,f,0.9982738,None,,,,,58,0,58,0,268.5022557,,,,,,,,,,,,,,,,,,,,,,,,,,,268.4955048,268.5022557,271.0684944,271.0684944,270.0519168,273.5438321,f,0.9982738,None,10,image1,-6,image1,image2,"['low', 'low', 'low', 'high', 'high', 'high']",0.7,0.3,50,1,2024-11-22_10h25.24.242,实验程序1.0,2024.2.4,59.90689271,2024-11-22 10h25.34.543200 +0800
59,0,59,f,0.5463653,None,,,,,59,0,59,0,273.5894535,,,,,,,,,,,,,,,,,,,,,,,,,,,273.582254,273.5894535,275.3517961,275.3517961,274.7851695,277.1902625,f,0.5463653,None,0,image1,-7,image1,image2,"['low', 'low', 'high', 'high', 'high', 'high']",0.7,0.3,50,1,2024-11-22_10h25.24.242,实验程序1.0,2024.2.4,59.90689271,2024-11-22 10h25.34.543200 +0800
60,0,60,f,1.2151764,None,,,,,60,0,60,0,277.2368612,,,,,,,,,,,,,,,,,,,,,,,,,,,277.2295964,277.2368612,279.6850669,279.6850669,278.4518503,283.2192945,f,1.2151764,None,0,image1,,image1,image2,,,,50,1,2024-11-22_10h25.24.242,实验程序1.0,2024.2.4,59.90689271,2024-11-22 10h25.34.543200 +0800
61,0,61,f,0.4469135,None,,,,,61,0,61,0,283.3232123,,,,,,,,,,,,,,,,,,,,,,,,,,,283.3158886,283.3232123,285.7017406,285.7017406,285.2351136,287.3800812,f,0.4469135,None,0,image2,-8,image1,image2,"['high', 'high', 'high', 'high', 'low', 'low']",0.7,0.3,50,1,2024-11-22_10h25.24.242,实验程序1.0,2024.2.4,59.90689271,2024-11-22 10h25.34.543200 +0800
