thisN,thisTrialN,thisRepN,key_resp.keys,key_resp.rt,key_resp.duration,trials_prac.thisRepN,trials_prac.thisTrialN,trials_prac.thisN,trials_prac.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,intro.started,intro1.started,key_resp_2.started,intro.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,intro_2.started,key_resp_4.started,key_resp_4.keys,key_resp_4.rt,key_resp_4.duration,prac_frame.started,prac_image2.stopped,prac_key_resp.started,trials_prac.prac_key_resp.keys,trials_prac.prac_key_resp.rt,trials_prac.prac_key_resp.duration,prac_image1.stopped,start.started,start_trail.started,key_resp_3.started,start.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.duration,trail.started,frame.started,image1.stopped,image2.stopped,key_resp.started,trail.stopped,trials.key_resp.keys,trials.key_resp.rt,trials.key_resp.duration,reward_result,selected_image,buffer_trail,high_prob_image,low_prob_image,choice_history,image1_prob,image2_prob,participant,session,date,expName,psychopyVersion,frameRate,expStart,
6,0,6,f,0.5575587004423141,None,,,,,6,0,6,0,54.47246779873967,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.46256970055401,54.47246779873967,57.05535249970853,57.05535249970853,56.471992598846555,59.09937519952655,f,0.5575587004423141,None,0,image1,1,image1,image2,"['low', 'high', 'low', 'high', 'low', 'high']",0.7,0.3,008,001,2024-11-14_16h34.02.020,实验程序1.0,2024.2.4,59.992284500458055,2024-11-14 16h34.09.776528 +0800,
7,0,7,f,0.389088099822402,None,,,,,7,0,7,0,59.211032999679446,,,,,,,,,,,,,,,,,,,,,,,,,,,,59.20101070031524,59.211032999679446,61.27225919999182,61.27225919999182,60.85552999936044,63.63869250006974,f,0.389088099822402,None,10,image1,0,image1,image2,"['high', 'low', 'high', 'low', 'high', 'high']",0.7,0.3,008,001,2024-11-14_16h34.02.020,实验程序1.0,2024.2.4,59.992284500458055,2024-11-14 16h34.09.776528 +0800,
8,0,8,f,0.6026693992316723,None,,,,,8,0,8,0,63.68948880024254,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.680370200425386,63.68948880024254,65.13952369987965,65.13952369987965,64.50555310025811,66.84786439873278,f,0.6026693992316723,None,10,image2,-1,image1,image2,"['low', 'high', 'low', 'high', 'high', 'low']",0.7,0.3,008,001,2024-11-14_16h34.02.020,实验程序1.0,2024.2.4,59.992284500458055,2024-11-14 16h34.09.776528 +0800,
9,0,9,j,0.35264499858021736,None,,,,,9,0,9,0,66.90070329979062,,,,,,,,,,,,,,,,,,,,,,,,,,,,66.88998050056398,66.90070329979062,68.53957070037723,68.53957070037723,68.15575219877064,71.35649150051177,j,0.35264499858021736,None,0,image1,-2,image1,image2,"['high', 'low', 'high', 'high', 'low', 'high']",0.7,0.3,008,001,2024-11-14_16h34.02.020,实验程序1.0,2024.2.4,59.992284500458055,2024-11-14 16h34.09.776528 +0800,
10,0,10,j,0.33545210026204586,None,,,,,10,0,10,0,71.40767319872975,,,,,,,,,,,,,,,,,,,,,,,,,,,,71.39888899959624,71.40767319872975,,72.6055456995964,72.25566119886935,75.38728019967675,j,0.33545210026204586,None,10,image1,-3,image1,image2,"['low', 'high', 'high', 'low', 'high', 'high']",0.7,0.3,008,001,2024-11-14_16h34.02.020,实验程序1.0,2024.2.4,59.992284500458055,2024-11-14 16h34.09.776528 +0800,
11,0,11,j,0.4876195006072521,None,,,,,11,0,11,0,75.43854979984462,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.42975349910557,75.43854979984462,,76.50533260032535,75.98884920030832,78.07842749916017,j,0.4876195006072521,None,0,image2,-4,image1,image2,"['high', 'high', 'low', 'high', 'high', 'low']",0.7,0.3,008,001,2024-11-14_16h34.02.020,实验程序1.0,2024.2.4,59.992284500458055,2024-11-14 16h34.09.776528 +0800,
12,0,12,j,0.4040657002478838,None,,,,,12,0,12,0,78.18934470042586,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.1795800998807,78.18934470042586,80.12213470041752,80.12213470041752,79.68878290057182,81.86849940009415,j,0.4040657002478838,None,10,image1,-5,image1,image2,"['high', 'low', 'high', 'high', 'low', 'high']",0.7,0.3,008,001,2024-11-14_16h34.02.020,实验程序1.0,2024.2.4,59.992284500458055,2024-11-14 16h34.09.776528 +0800,
13,0,13,f,0.45774490013718605,None,,,,,13,0,13,0,81.92189379967749,,,,,,,,,,,,,,,,,,,,,,,,,,,,81.91238529980183,81.92189379967749,,83.03891849890351,82.55588939972222,84.62845310010016,f,0.45774490013718605,None,0,image1,-6,image1,image2,"['low', 'high', 'high', 'low', 'high', 'high']",0.7,0.3,008,001,2024-11-14_16h34.02.020,实验程序1.0,2024.2.4,59.992284500458055,2024-11-14 16h34.09.776528 +0800,
14,0,14,f,0.5261997990310192,None,,,,,14,0,14,0,84.6797940004617,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.67079509980977,84.6797940004617,86.98956039920449,86.98956039920449,86.4388075992465,89.17085739970207,f,0.5261997990310192,None,0,image2,-7,image1,image2,"['high', 'high', 'low', 'high', 'high', 'low']",0.7,0.3,008,001,2024-11-14_16h34.02.020,实验程序1.0,2024.2.4,59.992284500458055,2024-11-14 16h34.09.776528 +0800,
15,0,15,f,0.8155976999551058,None,,,,,15,0,15,0,89.22180189937353,,,,,,,,,,,,,,,,,,,,,,,,,,,,89.21252940036356,89.22180189937353,90.62268389947712,90.62268389947712,89.78865800052881,93.33123879879713,f,0.8155976999551058,None,0,image1,-8,image1,image2,"['high', 'low', 'high', 'high', 'low', 'high']",0.7,0.3,008,001,2024-11-14_16h34.02.020,实验程序1.0,2024.2.4,59.992284500458055,2024-11-14 16h34.09.776528 +0800,
16,0,16,j,0.377548199146986,None,,,,,16,0,16,0,93.441057799384,,,,,,,,,,,,,,,,,,,,,,,,,,,,93.43182669952512,93.441057799384,95.35554749891162,95.35554749891162,94.95535529963672,97.5135043989867,j,0.377548199146986,None,0,image1,-9,image1,image2,"['low', 'high', 'high', 'low', 'high', 'high']",0.7,0.3,008,001,2024-11-14_16h34.02.020,实验程序1.0,2024.2.4,59.992284500458055,2024-11-14 16h34.09.776528 +0800,
17,0,17,f,0.42058590054512024,None,,,,,17,0,17,0,97.56570279970765,,,,,,,,,,,,,,,,,,,,,,,,,,,,97.55710799992085,97.56570279970765,99.30612069927156,99.30612069927156,98.8556196987629,102.13395199924707,f,0.42058590054512024,None,10,image1,9,image2,image1,[],0.3,0.7,008,001,2024-11-14_16h34.02.020,实验程序1.0,2024.2.4,59.992284500458055,2024-11-14 16h34.09.776528 +0800,
18,0,18,j,0.4546638000756502,None,,,,,18,0,18,0,102.1869564987719,,,,,,,,,,,,,,,,,,,,,,,,,,,,102.17730380035937,102.1869564987719,104.47198390029371,104.47198390029371,103.9895670004189,106.91578359901905,j,0.4546638000756502,None,0,image1,8,image2,image1,['low'],0.3,0.7,008,001,2024-11-14_16h34.02.020,实验程序1.0,2024.2.4,59.992284500458055,2024-11-14 16h34.09.776528 +0800,
19,0,19,f,0.4540438000112772,None,,,,,19,0,19,0,106.96652429923415,,,,,,,,,,,,,,,,,,,,,,,,,,,,106.9574875999242,106.96652429923415,108.50646970048547,108.50646970048547,108.02214689925313,110.8870547004044,f,0.4540438000112772,None,0,image1,7,image2,image1,"['low', 'low']",0.3,0.7,008,001,2024-11-14_16h34.02.020,实验程序1.0,2024.2.4,59.992284500458055,2024-11-14 16h34.09.776528 +0800,
20,0,20,j,0.4166218005120754,None,,,,,20,0,20,0,110.93888789974153,,,,,,,,,,,,,,,,,,,,,,,,,,,,110.9289152994752,110.93888789974153,112.60541450046003,112.60541450046003,112.17207909934223,114.29606689885259,j,0.4166218005120754,None,10,image2,6,image2,image1,"['low', 'low', 'high']",0.3,0.7,008,001,2024-11-14_16h34.02.020,实验程序1.0,2024.2.4,59.992284500458055,2024-11-14 16h34.09.776528 +0800,
21,0,21,f,0.41398810036480427,None,,,,,21,0,21,0,114.40429710038006,,,,,,,,,,,,,,,,,,,,,,,,,,,,114.39488730020821,114.40429710038006,116.27208629995584,116.27208629995584,115.83975039981306,118.21584980003536,f,0.41398810036480427,None,10,image2,5,image2,image1,"['low', 'low', 'high', 'high']",0.3,0.7,008,001,2024-11-14_16h34.02.020,实验程序1.0,2024.2.4,59.992284500458055,2024-11-14 16h34.09.776528 +0800,
22,0,22,f,0.3900407999753952,None,,,,,22,0,22,0,118.26928889937699,,,,,,,,,,,,,,,,,,,,,,,,,,,,118.25838019885123,118.26928889937699,120.03876719996333,120.03876719996333,119.6222859993577,122.61453690007329,f,0.3900407999753952,None,10,image2,4,image2,image1,"['low', 'low', 'high', 'high', 'high']",0.3,0.7,008,001,2024-11-14_16h34.02.020,实验程序1.0,2024.2.4,59.992284500458055,2024-11-14 16h34.09.776528 +0800,
23,0,23,f,0.4389303997159004,None,,,,,23,0,23,0,122.66539669968188,,,,,,,,,,,,,,,,,,,,,,,,,,,,122.65654459968209,122.66539669968188,124.87285150028765,124.87285150028765,124.40552189946175,127.59585299901664,f,0.4389303997159004,None,0,image2,3,image2,image1,"['low', 'low', 'high', 'high', 'high', 'high']",0.3,0.7,008,001,2024-11-14_16h34.02.020,实验程序1.0,2024.2.4,59.992284500458055,2024-11-14 16h34.09.776528 +0800,
24,0,24,j,0.687687000259757,None,,,,,24,0,24,0,127.64717509970069,,,,,,,,,,,,,,,,,,,,,,,,,,,,127.63827290013433,127.64717509970069,129.3229083996266,129.3229083996266,128.6055602002889,130.9411705993116,j,0.687687000259757,None,10,image2,2,image2,image1,"['low', 'high', 'high', 'high', 'high', 'high']",0.3,0.7,008,001,2024-11-14_16h34.02.020,实验程序1.0,2024.2.4,59.992284500458055,2024-11-14 16h34.09.776528 +0800,
25,0,25,f,0.491084199398756,None,,,,,25,0,25,0,131.05116729997098,,,,,,,,,,,,,,,,,,,,,,,,,,,,131.04166239872575,131.05116729997098,132.4556635003537,132.4556635003537,131.93887179903686,134.8691239990294,f,0.491084199398756,None,0,image1,1,image2,image1,"['high', 'high', 'high', 'high', 'high', 'low']",0.3,0.7,008,001,2024-11-14_16h34.02.020,实验程序1.0,2024.2.4,59.992284500458055,2024-11-14 16h34.09.776528 +0800,
26,0,26,f,0.3919420000165701,None,,,,,26,0,26,0,134.92136129923165,,,,,,,,,,,,,,,,,,,,,,,,,,,,134.91146630048752,134.92136129923165,136.97202849946916,136.97202849946916,136.55605839937925,139.69139339961112,f,0.3919420000165701,None,10,image1,3,image1,image2,['high'],0.7,0.3,008,001,2024-11-14_16h34.02.020,实验程序1.0,2024.2.4,59.992284500458055,2024-11-14 16h34.09.776528 +0800,
27,0,27,f,0.4475065004080534,None,,,,,27,0,27,0,139.74328129924834,,,,,,,,,,,,,,,,,,,,,,,,,,,,139.73430429957807,139.74328129924834,141.4724218994379,141.4724218994379,141.0060678999871,143.98450329899788,f,0.4475065004080534,None,10,image1,2,image1,image2,"['high', 'high']",0.7,0.3,008,001,2024-11-14_16h34.02.020,实验程序1.0,2024.2.4,59.992284500458055,2024-11-14 16h34.09.776528 +0800,
28,0,28,f,0.4684662986546755,None,,,,,28,0,28,0,144.0373705998063,,,,,,,,,,,,,,,,,,,,,,,,,,,,144.02808449976146,144.0373705998063,145.75528669916093,145.75528669916093,145.2555042989552,147.765381898731,f,0.4684662986546755,None,10,image1,1,image1,image2,"['high', 'high', 'high']",0.7,0.3,008,001,2024-11-14_16h34.02.020,实验程序1.0,2024.2.4,59.992284500458055,2024-11-14 16h34.09.776528 +0800,
29,0,29,f,0.3641817010939121,None,,,,,29,0,29,0,147.81626369990408,,,,,,,,,,,,,,,,,,,,,,,,,,,,147.80757449939847,147.81626369990408,150.1056685000658,150.1056685000658,149.72212789952755,152.58942659944296,f,0.3641817010939121,None,0,image1,0,image1,image2,"['high', 'high', 'high', 'high']",0.7,0.3,008,001,2024-11-14_16h34.02.020,实验程序1.0,2024.2.4,59.992284500458055,2024-11-14 16h34.09.776528 +0800,
30,0,30,f,0.4791644010692835,None,,,,,30,0,30,0,152.69914729893208,,,,,,,,,,,,,,,,,,,,,,,,,,,,152.68979430012405,152.69914729893208,,153.90566319972277,153.40539659932256,156.5691637005657,f,0.4791644010692835,None,0,image2,-1,image1,image2,"['high', 'high', 'high', 'high', 'low']",0.7,0.3,008,001,2024-11-14_16h34.02.020,实验程序1.0,2024.2.4,59.992284500458055,2024-11-14 16h34.09.776528 +0800,
31,0,31,f,0.43809050135314465,None,,,,,31,0,31,0,156.62144169956446,,,,,,,,,,,,,,,,,,,,,,,,,,,,156.61158279888332,156.62144169956446,,157.68935550004244,157.222229199484,159.3960778992623,f,0.43809050135314465,None,10,image2,-2,image1,image2,"['high', 'high', 'high', 'high', 'low', 'low']",0.7,0.3,008,001,2024-11-14_16h34.02.020,实验程序1.0,2024.2.4,59.992284500458055,2024-11-14 16h34.09.776528 +0800,
32,0,32,j,0.417043499648571,None,,,,,32,0,32,0,159.44801430031657,,,,,,,,,,,,,,,,,,,,,,,,,,,,159.43889340013266,159.44801430031657,161.1890177987516,161.1890177987516,160.7554160989821,163.01998039893806,j,0.417043499648571,None,10,image1,-3,image1,image2,"['high', 'high', 'high', 'low', 'low', 'high']",0.7,0.3,008,001,2024-11-14_16h34.02.020,实验程序1.0,2024.2.4,59.992284500458055,2024-11-14 16h34.09.776528 +0800,
33,0,33,j,0.41153889894485474,None,,,,,33,0,33,0,163.07236049883068,,,,,,,,,,,,,,,,,,,,,,,,,,,,163.0635087992996,163.07236049883068,165.12198949977756,165.12198949977756,164.6888234987855,166.87173159979284,j,0.41153889894485474,None,0,image2,-4,image1,image2,"['high', 'high', 'low', 'low', 'high', 'low']",0.7,0.3,008,001,2024-11-14_16h34.02.020,实验程序1.0,2024.2.4,59.992284500458055,2024-11-14 16h34.09.776528 +0800,
34,0,34,f,0.8937560990452766,None,,,,,34,0,34,0,166.98300549946725,,,,,,,,,,,,,,,,,,,,,,,,,,,,166.97318550013006,166.98300549946725,168.53893749974668,168.53893749974668,167.6225675996393,171.49661959894001,f,0.8937560990452766,None,0,image2,-5,image1,image2,"['high', 'low', 'low', 'high', 'low', 'low']",0.7,0.3,008,001,2024-11-14_16h34.02.020,实验程序1.0,2024.2.4,59.992284500458055,2024-11-14 16h34.09.776528 +0800,
35,0,35,f,0.4599601998925209,None,,,,,35,0,35,0,171.54890909977257,,,,,,,,,,,,,,,,,,,,,,,,,,,,171.53894629888237,171.54890909977257,173.57225980050862,173.57225980050862,173.08899099938571,175.22567609883845,f,0.4599601998925209,None,0,image1,-6,image1,image2,"['low', 'low', 'high', 'low', 'low', 'high']",0.7,0.3,008,001,2024-11-14_16h34.02.020,实验程序1.0,2024.2.4,59.992284500458055,2024-11-14 16h34.09.776528 +0800,
36,0,36,f,0.7023260984569788,None,,,,,36,0,36,0,175.27710079960525,,,,,,,,,,,,,,,,,,,,,,,,,,,,175.26786920055747,175.27710079960525,177.1386785004288,177.1386785004288,176.40568159893155,179.3288499005139,f,0.7023260984569788,None,10,image1,-7,image1,image2,"['low', 'high', 'low', 'low', 'high', 'high']",0.7,0.3,008,001,2024-11-14_16h34.02.020,实验程序1.0,2024.2.4,59.992284500458055,2024-11-14 16h34.09.776528 +0800,
37,0,37,j,0.6110458988696337,None,,,,,37,0,37,0,179.38087339885533,,,,,,,,,,,,,,,,,,,,,,,,,,,,179.37172249890864,179.38087339885533,181.75531219877303,181.75531219877303,181.1220164000988,183.32472429983318,j,0.6110458988696337,None,0,image1,-8,image1,image2,"['high', 'low', 'low', 'high', 'high', 'high']",0.7,0.3,008,001,2024-11-14_16h34.02.020,实验程序1.0,2024.2.4,59.992284500458055,2024-11-14 16h34.09.776528 +0800,
38,0,38,f,0.8406319003552198,None,,,,,38,0,38,0,183.4375104997307,,,,,,,,,,,,,,,,,,,,,,,,,,,,183.42799749970436,183.4375104997307,184.87224679999053,184.87224679999053,184.005402199924,187.77963439933956,f,0.8406319003552198,None,0,image1,-9,image1,image2,"['low', 'low', 'high', 'high', 'high', 'high']",0.7,0.3,008,001,2024-11-14_16h34.02.020,实验程序1.0,2024.2.4,59.992284500458055,2024-11-14 16h34.09.776528 +0800,
39,0,39,f,0.3769829999655485,None,,,,,39,0,39,0,187.83055260032415,,,,,,,,,,,,,,,,,,,,,,,,,,,,187.8214541003108,187.83055260032415,189.97199239954352,189.97199239954352,189.57217429950833,192.18388400040567,f,0.3769829999655485,None,10,image2,-10,image1,image2,"['low', 'high', 'high', 'high', 'high', 'low']",0.7,0.3,008,001,2024-11-14_16h34.02.020,实验程序1.0,2024.2.4,59.992284500458055,2024-11-14 16h34.09.776528 +0800,
40,0,40,f,0.4386844001710415,None,,,,,40,0,40,0,192.2359679993242,,,,,,,,,,,,,,,,,,,,,,,,,,,,192.22639589942992,192.2359679993242,194.4888876993209,194.4888876993209,194.02200550027192,196.24342889897525,f,0.4386844001710415,None,0,image2,-11,image1,image2,"['high', 'high', 'high', 'high', 'low', 'low']",0.7,0.3,008,001,2024-11-14_16h34.02.020,实验程序1.0,2024.2.4,59.992284500458055,2024-11-14 16h34.09.776528 +0800,
41,0,41,f,0.47763239964842796,None,,,,,41,0,41,0,196.29636099934578,,,,,,,,,,,,,,,,,,,,,,,,,,,,196.2856121994555,196.29636099934578,198.73868010006845,198.73868010006845,198.23896379955113,201.67118749953806,f,0.47763239964842796,None,10,image1,-12,image1,image2,"['high', 'high', 'high', 'low', 'low', 'high']",0.7,0.3,008,001,2024-11-14_16h34.02.020,实验程序1.0,2024.2.4,59.992284500458055,2024-11-14 16h34.09.776528 +0800,
42,0,42,j,0.5314054004848003,None,,,,,42,0,42,0,201.72263840027153,,,,,,,,,,,,,,,,,,,,,,,,,,,,201.71302959881723,201.72263840027153,203.67205370031297,203.67205370031297,203.12201480008662,206.50886519998312,j,0.5314054004848003,None,10,image1,-13,image1,image2,"['high', 'high', 'low', 'low', 'high', 'high']",0.7,0.3,008,001,2024-11-14_16h34.02.020,实验程序1.0,2024.2.4,59.992284500458055,2024-11-14 16h34.09.776528 +0800,
43,0,43,j,0.4272575005888939,None,,,,,43,0,43,0,206.6194444000721,,,,,,,,,,,,,,,,,,,,,,,,,,,,206.6101932991296,206.6194444000721,208.9387644995004,208.9387644995004,208.48867389932275,210.94686600007117,j,0.4272575005888939,None,10,image1,-14,image1,image2,"['high', 'low', 'low', 'high', 'high', 'high']",0.7,0.3,008,001,2024-11-14_16h34.02.020,实验程序1.0,2024.2.4,59.992284500458055,2024-11-14 16h34.09.776528 +0800,
44,0,44,f,0.32749349996447563,None,,,,,44,0,44,0,210.99901069886982,,,,,,,,,,,,,,,,,,,,,,,,,,,,210.99000619910657,210.99901069886982,212.77197939902544,212.77197939902544,212.42193949967623,215.21033529937267,f,0.32749349996447563,None,0,image2,-15,image1,image2,"['low', 'low', 'high', 'high', 'high', 'low']",0.7,0.3,008,001,2024-11-14_16h34.02.020,实验程序1.0,2024.2.4,59.992284500458055,2024-11-14 16h34.09.776528 +0800,
45,0,45,f,0.4008677005767822,None,,,,,45,0,45,0,215.2623928990215,,,,,,,,,,,,,,,,,,,,,,,,,,,,215.25328349880874,215.2623928990215,216.822269000113,216.822269000113,216.4053557999432,219.70757659897208,f,0.4008677005767822,None,10,image1,-16,image1,image2,"['low', 'high', 'high', 'high', 'low', 'high']",0.7,0.3,008,001,2024-11-14_16h34.02.020,实验程序1.0,2024.2.4,59.992284500458055,2024-11-14 16h34.09.776528 +0800,
46,0,46,j,0.43200219981372356,None,,,,,46,0,46,0,219.7594990003854,,,,,,,,,,,,,,,,,,,,,,,,,,,,219.75036189891398,219.7594990003854,221.22223119996488,221.22223119996488,220.77229860052466,223.70812259986997,j,0.43200219981372356,None,10,image1,5,image2,image1,[],0.3,0.7,008,001,2024-11-14_16h34.02.020,实验程序1.0,2024.2.4,59.992284500458055,2024-11-14 16h34.09.776528 +0800,
47,0,47,j,0.460972199216485,None,,,,,47,0,47,0,223.82303609885275,,,,,,,,,,,,,,,,,,,,,,,,,,,,223.8137941993773,223.82303609885275,,224.92200849950314,224.43900370039046,226.64260550029576,j,0.460972199216485,None,0,image1,4,image2,image1,['low'],0.3,0.7,008,001,2024-11-14_16h34.02.020,实验程序1.0,2024.2.4,59.992284500458055,2024-11-14 16h34.09.776528 +0800,
48,0,48,j,0.7808571998029947,None,,,,,48,0,48,0,226.69461249932647,,,,,,,,,,,,,,,,,,,,,,,,,,,,226.68570599891245,226.69461249932647,228.28900790028274,228.28900790028274,227.4891349002719,230.49098140001297,j,0.7808571998029947,None,0,image2,3,image2,image1,"['low', 'high']",0.3,0.7,008,001,2024-11-14_16h34.02.020,实验程序1.0,2024.2.4,59.992284500458055,2024-11-14 16h34.09.776528 +0800,
49,0,49,j,1.1261919997632504,None,,,,,49,0,49,0,230.54320340044796,,,,,,,,,,,,,,,,,,,,,,,,,,,,230.53339679911733,230.54320340044796,233.372214499861,233.372214499861,232.22221859917045,234.87063949927688,j,1.1261919997632504,None,10,image2,2,image2,image1,"['low', 'high', 'high']",0.3,0.7,008,001,2024-11-14_16h34.02.020,实验程序1.0,2024.2.4,59.992284500458055,2024-11-14 16h34.09.776528 +0800,
50,0,50,f,0.4648107998073101,None,,,,,50,0,50,0,234.92206319980323,,,,,,,,,,,,,,,,,,,,,,,,,,,,234.91279869899154,234.92206319980323,237.25541630014777,237.25541630014777,236.77203799970448,239.49538709968328,f,0.4648107998073101,None,0,image2,1,image2,image1,"['low', 'high', 'high', 'high']",0.3,0.7,008,001,2024-11-14_16h34.02.020,实验程序1.0,2024.2.4,59.992284500458055,2024-11-14 16h34.09.776528 +0800,
51,0,51,j,0.5644445009529591,None,,,,,51,0,51,0,239.5475063994527,,,,,,,,,,,,,,,,,,,,,,,,,,,,239.53834090009332,239.5475063994527,240.87308060005307,240.87308060005307,240.28931189887226,243.24642699956894,j,0.5644445009529591,None,10,image2,0,image2,image1,"['low', 'high', 'high', 'high', 'high']",0.3,0.7,008,001,2024-11-14_16h34.02.020,实验程序1.0,2024.2.4,59.992284500458055,2024-11-14 16h34.09.776528 +0800,
52,0,52,f,0.4430583994835615,None,,,,,52,0,52,0,243.35938069969416,,,,,,,,,,,,,,,,,,,,,,,,,,,,243.35036350041628,243.35938069969416,244.75606060028076,244.75606060028076,244.28879749961197,246.80786070041358,f,0.4430583994835615,None,0,image1,-1,image2,image1,"['low', 'high', 'high', 'high', 'high', 'low']",0.3,0.7,008,001,2024-11-14_16h34.02.020,实验程序1.0,2024.2.4,59.992284500458055,2024-11-14 16h34.09.776528 +0800,
