thisN,thisTrialN,thisRepN,key_resp.keys,key_resp.rt,key_resp.duration,trials_prac.thisRepN,trials_prac.thisTrialN,trials_prac.thisN,trials_prac.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,intro.started,intro1.started,key_resp_2.started,intro.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,intro_2.started,key_resp_4.started,key_resp_4.keys,key_resp_4.rt,key_resp_4.duration,prac_frame.started,prac_image2.stopped,prac_key_resp.started,trials_prac.prac_key_resp.keys,trials_prac.prac_key_resp.rt,trials_prac.prac_key_resp.duration,prac_image1.stopped,prac_key_resp.stopped,start.started,start_trail.started,key_resp_3.started,start.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.duration,trail.started,frame.started,image2.stopped,key_resp.started,image1.stopped,trail.stopped,trials.key_resp.keys,trials.key_resp.rt,trials.key_resp.duration,reward_result,selected_image,buffer_trail,high_prob_image,low_prob_image,choice_history,image1_prob,image2_prob,participant,session,date,expName,psychopyVersion,frameRate,expStart,
8,0,8,f,0.5522721000015736,None,,,,,8,0,8,0,71.26189810000142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71.25341150000168,71.26189810000142,73.59802410000339,73.01472990000184,73.59802410000339,75.35818340000333,f,0.5522721000015736,None,10,image1,0,image2,image1,"['low', 'high', 'low', 'low', 'low']",0.3,0.7,30,001,2024-11-15_16h13.08.360,实验程序1.0,2024.2.4,60.12397563861582,2024-11-15 16h13.17.321624 +0800,
9,0,9,f,0.42976830000043265,None,,,,,9,0,9,0,75.41523200000302,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.40674399999989,75.41523200000302,77.16475210000135,76.71480110000266,77.16475210000135,79.33418050000182,f,0.42976830000043265,None,0,image1,-1,image2,image1,"['low', 'high', 'low', 'low', 'low', 'low']",0.3,0.7,30,001,2024-11-15_16h13.08.360,实验程序1.0,2024.2.4,60.12397563861582,2024-11-15 16h13.17.321624 +0800,
10,0,10,j,0.4964456000016071,None,,,,,10,0,10,0,79.38926380000339,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79.38099210000291,79.38926380000339,81.36481710000226,80.84812810000221,81.36481710000226,82.89790500000163,j,0.4964456000016071,None,0,image1,-2,image2,image1,"['high', 'low', 'low', 'low', 'low', 'low']",0.3,0.7,30,001,2024-11-15_16h13.08.360,实验程序1.0,2024.2.4,60.12397563861582,2024-11-15 16h13.17.321624 +0800,
11,0,11,f,0.4119028999994043,None,,,,,11,0,11,0,82.94553360000282,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82.93717670000115,82.94553360000282,85.38143990000026,84.94816880000144,85.38143990000026,88.23285900000337,f,0.4119028999994043,None,0,image2,-3,image2,image1,"['low', 'low', 'low', 'low', 'low', 'high']",0.3,0.7,30,001,2024-11-15_16h13.08.360,实验程序1.0,2024.2.4,60.12397563861582,2024-11-15 16h13.17.321624 +0800,
12,0,12,f,0.40123250000033295,None,,,,,12,0,12,0,88.33379229999991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88.32534480000322,88.33379229999991,90.44805820000329,90.01478990000032,90.44805820000329,92.49117500000284,f,0.40123250000033295,None,0,image1,-4,image2,image1,"['low', 'low', 'low', 'low', 'high', 'low']",0.3,0.7,30,001,2024-11-15_16h13.08.360,实验程序1.0,2024.2.4,60.12397563861582,2024-11-15 16h13.17.321624 +0800,
13,0,13,j,0.5887146999994002,None,,,,,13,0,13,0,92.54667920000065,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92.5384389000028,92.54667920000065,93.7314065999999,93.11478170000191,,95.64981919999991,j,0.5887146999994002,None,0,image1,-5,image2,image1,"['low', 'low', 'low', 'high', 'low', 'low']",0.3,0.7,30,001,2024-11-15_16h13.08.360,实验程序1.0,2024.2.4,60.12397563861582,2024-11-15 16h13.17.321624 +0800,
14,0,14,f,0.45160889999897336,None,,,,,14,0,14,0,95.70565930000157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.6973762000016,95.70565930000157,97.0146158000025,96.53148150000197,97.0146158000025,98.62045730000318,f,0.45160889999897336,None,0,image1,-6,image2,image1,"['low', 'low', 'high', 'low', 'low', 'low']",0.3,0.7,30,001,2024-11-15_16h13.08.360,实验程序1.0,2024.2.4,60.12397563861582,2024-11-15 16h13.17.321624 +0800,
15,0,15,j,0.415428600001178,None,,,,,15,0,15,0,98.67659330000242,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.66817330000049,98.67659330000242,99.69817909999983,99.26456719999987,,101.65219910000087,j,0.415428600001178,None,10,image2,-7,image2,image1,"['low', 'high', 'low', 'low', 'low', 'high']",0.3,0.7,30,001,2024-11-15_16h13.08.360,实验程序1.0,2024.2.4,60.12397563861582,2024-11-15 16h13.17.321624 +0800,
16,0,16,j,0.5588365999974485,None,,,,,16,0,16,0,101.7531252000008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101.74466949999987,101.7531252000008,104.28128570000263,103.69805110000016,104.28128570000263,106.39946100000088,j,0.5588365999974485,None,10,image2,-8,image2,image1,"['high', 'low', 'low', 'low', 'high', 'high']",0.3,0.7,30,001,2024-11-15_16h13.08.360,实验程序1.0,2024.2.4,60.12397563861582,2024-11-15 16h13.17.321624 +0800,
17,0,17,f,0.552722200001881,None,,,,,17,0,17,0,106.4528117000009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106.44437840000319,106.4528117000009,107.79800790000081,107.21481409999978,107.79800790000081,109.57240460000321,f,0.552722200001881,None,10,image2,-9,image2,image1,"['low', 'low', 'low', 'high', 'high', 'high']",0.3,0.7,30,001,2024-11-15_16h13.08.360,实验程序1.0,2024.2.4,60.12397563861582,2024-11-15 16h13.17.321624 +0800,
18,0,18,j,0.689471699999558,None,,,,,18,0,18,0,109.62853690000338,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109.6202179000029,109.62853690000338,111.14821030000167,110.43142740000258,111.14821030000167,113.19366530000116,j,0.689471699999558,None,0,image1,-10,image2,image1,"['low', 'low', 'high', 'high', 'high', 'low']",0.3,0.7,30,001,2024-11-15_16h13.08.360,实验程序1.0,2024.2.4,60.12397563861582,2024-11-15 16h13.17.321624 +0800,
19,0,19,j,0.6179503000021214,None,,,,,19,0,19,0,113.24755840000216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,113.23892669999987,113.24755840000216,114.46494800000073,113.8146865000017,,116.08676060000289,j,0.6179503000021214,None,10,image2,-11,image2,image1,"['low', 'high', 'high', 'high', 'low', 'high']",0.3,0.7,30,001,2024-11-15_16h13.08.360,实验程序1.0,2024.2.4,60.12397563861582,2024-11-15 16h13.17.321624 +0800,
20,0,20,f,0.3962470999977086,None,,,,,20,0,20,0,116.13375430000087,,,,,,,,,,,,,,,,,,,,,,,,,,,,,116.12540250000166,116.13375430000087,117.36473079999996,116.94811470000059,,119.40133900000001,f,0.3962470999977086,None,10,image2,4,image1,image2,[],0.7,0.3,30,001,2024-11-15_16h13.08.360,实验程序1.0,2024.2.4,60.12397563861582,2024-11-15 16h13.17.321624 +0800,
21,0,21,j,0.4483400999997684,None,,,,,21,0,21,0,119.50190170000133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,119.4935555000011,119.50190170000133,121.48149820000253,121.01499220000187,121.48149820000253,123.14793260000079,j,0.4483400999997684,None,0,image2,3,image1,image2,['low'],0.7,0.3,30,001,2024-11-15_16h13.08.360,实验程序1.0,2024.2.4,60.12397563861582,2024-11-15 16h13.17.321624 +0800,
22,0,22,f,0.4678268999996362,None,,,,,22,0,22,0,123.196622200001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,123.18826140000238,123.196622200001,125.24811950000003,124.7481179000024,125.24811950000003,127.19133120000333,f,0.4678268999996362,None,10,image1,2,image1,image2,"['low', 'high']",0.7,0.3,30,001,2024-11-15_16h13.08.360,实验程序1.0,2024.2.4,60.12397563861582,2024-11-15 16h13.17.321624 +0800,
23,0,23,j,0.5024491000003763,None,,,,,23,0,23,0,127.24417400000311,,,,,,,,,,,,,,,,,,,,,,,,,,,,,127.2360062000007,127.24417400000311,129.79809670000031,129.26493330000085,129.79809670000031,131.61890850000054,j,0.5024491000003763,None,10,image1,1,image1,image2,"['low', 'high', 'high']",0.7,0.3,30,001,2024-11-15_16h13.08.360,实验程序1.0,2024.2.4,60.12397563861582,2024-11-15 16h13.17.321624 +0800,
24,0,24,f,0.5717471000025398,None,,,,,24,0,24,0,131.67253320000236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,131.66416089999984,131.67253320000236,132.94815250000102,132.34814580000238,132.94815250000102,134.83536210000238,f,0.5717471000025398,None,10,image1,0,image1,image2,"['low', 'high', 'high', 'high']",0.7,0.3,30,001,2024-11-15_16h13.08.360,实验程序1.0,2024.2.4,60.12397563861582,2024-11-15 16h13.17.321624 +0800,
25,0,25,f,0.5589472999999998,None,,,,,25,0,25,0,134.9416099000009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,134.93304910000006,134.9416099000009,136.2647020000004,135.68150120000064,136.2647020000004,137.8614331000026,f,0.5589472999999998,None,0,image1,-1,image1,image2,"['low', 'high', 'high', 'high', 'high']",0.7,0.3,30,001,2024-11-15_16h13.08.360,实验程序1.0,2024.2.4,60.12397563861582,2024-11-15 16h13.17.321624 +0800,
26,0,26,j,0.5180003999994369,None,,,,,26,0,26,0,137.91536690000066,,,,,,,,,,,,,,,,,,,,,,,,,,,,,137.90674040000158,137.91536690000066,140.46498890000294,139.91466800000126,140.46498890000294,142.5067694999998,j,0.5180003999994369,None,0,image2,-2,image1,image2,"['low', 'high', 'high', 'high', 'high', 'low']",0.7,0.3,30,001,2024-11-15_16h13.08.360,实验程序1.0,2024.2.4,60.12397563861582,2024-11-15 16h13.17.321624 +0800,
27,0,27,f,0.4164984999988519,None,,,,,27,0,27,0,142.56146100000115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,142.55311970000184,142.56146100000115,144.24825899999996,143.81477080000332,144.24825899999996,146.2216655000011,f,0.4164984999988519,None,0,image2,-3,image1,image2,"['high', 'high', 'high', 'high', 'low', 'low']",0.7,0.3,30,001,2024-11-15_16h13.08.360,实验程序1.0,2024.2.4,60.12397563861582,2024-11-15 16h13.17.321624 +0800,
28,0,28,j,0.5596508999988146,None,,,,,28,0,28,0,146.26963840000099,,,,,,,,,,,,,,,,,,,,,,,,,,,,,146.26117700000032,146.26963840000099,148.0315616000007,147.44823220000035,148.0315616000007,150.4088472000003,j,0.5596508999988146,None,0,image2,-4,image1,image2,"['high', 'high', 'high', 'low', 'low', 'low']",0.7,0.3,30,001,2024-11-15_16h13.08.360,实验程序1.0,2024.2.4,60.12397563861582,2024-11-15 16h13.17.321624 +0800,
29,0,29,f,0.5304546000006667,None,,,,,29,0,29,0,150.51219240000137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150.5038323000008,150.51219240000137,152.3314496000021,151.7815593000014,152.3314496000021,154.98494350000328,f,0.5304546000006667,None,0,image1,-5,image1,image2,"['high', 'high', 'low', 'low', 'low', 'high']",0.7,0.3,30,001,2024-11-15_16h13.08.360,实验程序1.0,2024.2.4,60.12397563861582,2024-11-15 16h13.17.321624 +0800,
30,0,30,j,0.36317500000222935,None,,,,,30,0,30,0,155.03057030000127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,155.02184660000057,155.03057030000127,155.9649309000015,155.58159440000236,,158.7696984000031,j,0.36317500000222935,None,0,image1,-6,image1,image2,"['high', 'low', 'low', 'low', 'high', 'high']",0.7,0.3,30,001,2024-11-15_16h13.08.360,实验程序1.0,2024.2.4,60.12397563861582,2024-11-15 16h13.17.321624 +0800,
31,0,31,f,0.7614733999980672,None,,,,,31,0,31,0,158.82568790000005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,158.8174164000011,158.82568790000005,160.56495390000055,159.7816227000003,160.56495390000055,162.92820250000295,f,0.7614733999980672,None,0,image2,-7,image1,image2,"['low', 'low', 'low', 'high', 'high', 'low']",0.7,0.3,30,001,2024-11-15_16h13.08.360,实验程序1.0,2024.2.4,60.12397563861582,2024-11-15 16h13.17.321624 +0800,
32,0,32,f,0.6060970999969868,None,,,,,32,0,32,0,162.98207820000243,,,,,,,,,,,,,,,,,,,,,,,,,,,,,162.97353160000057,162.98207820000243,164.53156490000038,163.89818320000268,164.53156490000038,167.3161994000002,f,0.6060970999969868,None,10,image1,-8,image1,image2,"['low', 'low', 'high', 'high', 'low', 'high']",0.7,0.3,30,001,2024-11-15_16h13.08.360,实验程序1.0,2024.2.4,60.12397563861582,2024-11-15 16h13.17.321624 +0800,
33,0,33,f,0.39588699999876553,None,,,,,33,0,33,0,167.37150250000195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,167.36301880000246,167.37150250000195,168.3816117000024,167.96492730000318,,170.46848740000132,f,0.39588699999876553,None,10,image1,-9,image1,image2,"['low', 'high', 'high', 'low', 'high', 'high']",0.7,0.3,30,001,2024-11-15_16h13.08.360,实验程序1.0,2024.2.4,60.12397563861582,2024-11-15 16h13.17.321624 +0800,
34,0,34,f,0.5063363000008394,None,,,,,34,0,34,0,170.57038930000272,,,,,,,,,,,,,,,,,,,,,,,,,,,,,170.562074700003,170.57038930000272,173.1316895000018,172.59817660000044,173.1316895000018,174.81174400000236,f,0.5063363000008394,None,10,image1,6,image2,image1,[],0.3,0.7,30,001,2024-11-15_16h13.08.360,实验程序1.0,2024.2.4,60.12397563861582,2024-11-15 16h13.17.321624 +0800,
35,0,35,f,0.5595032999990508,None,,,,,35,0,35,0,174.8679050000028,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.85944960000052,174.8679050000028,177.4149651000007,176.83157840000058,177.4149651000007,180.35404740000013,f,0.5595032999990508,None,0,image1,5,image2,image1,['low'],0.3,0.7,30,001,2024-11-15_16h13.08.360,实验程序1.0,2024.2.4,60.12397563861582,2024-11-15 16h13.17.321624 +0800,
36,0,36,j,0.3967526000014914,None,,,,,36,0,36,0,180.41067269999985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,180.402406600002,180.41067269999985,181.9482816000018,181.5316683000019,181.9482816000018,184.44023800000286,j,0.3967526000014914,None,10,image2,4,image2,image1,"['low', 'high']",0.3,0.7,30,001,2024-11-15_16h13.08.360,实验程序1.0,2024.2.4,60.12397563861582,2024-11-15 16h13.17.321624 +0800,
37,0,37,f,0.6589122999976098,None,,,,,37,0,37,0,184.49382909999986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,184.48543260000224,184.49382909999986,187.04816730000312,186.36482539999997,187.04816730000312,188.81261480000103,f,0.6589122999976098,None,0,image2,3,image2,image1,"['low', 'high', 'high']",0.3,0.7,30,001,2024-11-15_16h13.08.360,实验程序1.0,2024.2.4,60.12397563861582,2024-11-15 16h13.17.321624 +0800,
38,0,38,f,1.010619199998473,None,,,,,38,0,38,0,188.91791260000173,,,,,,,,,,,,,,,,,,,,,,,,,,,,,188.9096051000015,188.91791260000173,191.43166400000337,190.39830430000075,191.43166400000337,194.18104380000295,f,1.010619199998473,None,10,image2,2,image2,image1,"['low', 'high', 'high', 'high']",0.3,0.7,30,001,2024-11-15_16h13.08.360,实验程序1.0,2024.2.4,60.12397563861582,2024-11-15 16h13.17.321624 +0800,
39,0,39,f,0.5566543000022648,None,,,,,39,0,39,0,194.2288554000006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,194.22043459999986,194.2288554000006,196.3149622000019,195.7316673000023,196.3149622000019,198.66873580000174,f,0.5566543000022648,None,10,image2,1,image2,image1,"['low', 'high', 'high', 'high', 'high']",0.3,0.7,30,001,2024-11-15_16h13.08.360,实验程序1.0,2024.2.4,60.12397563861582,2024-11-15 16h13.17.321624 +0800,
40,0,40,None,,,,,,,40,0,40,0,198.72517000000153,,,,,,,,,,,,,,,,,,,,,,,,,,,,,198.7168012000002,198.72517000000153,201.16494590000002,199.93168630000218,201.16494590000002,202.1662068000005,None,,,,,,,,,,,30,001,2024-11-15_16h13.08.360,实验程序1.0,2024.2.4,60.12397563861582,2024-11-15 16h13.17.321624 +0800,
41,0,41,j,0.8521413999987999,None,,,,,41,0,41,0,202.22014580000177,,,,,,,,,,,,,,,,,,,,,,,,,,,,,202.21163030000025,202.22014580000177,204.81511020000107,203.9317035000022,204.81511020000107,207.17138270000214,j,0.8521413999987999,None,0,image2,13,image1,image2,[],0.7,0.3,30,001,2024-11-15_16h13.08.360,实验程序1.0,2024.2.4,60.12397563861582,2024-11-15 16h13.17.321624 +0800,
42,0,42,j,0.6590436999977101,None,,,,,42,0,42,0,207.2267948000008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,207.2184625000009,207.2267948000008,209.84842310000022,209.16503910000029,209.84842310000022,212.29084409999996,j,0.6590436999977101,None,10,image1,12,image1,image2,['high'],0.7,0.3,30,001,2024-11-15_16h13.08.360,实验程序1.0,2024.2.4,60.12397563861582,2024-11-15 16h13.17.321624 +0800,
43,0,43,j,0.6733901000006881,None,,,,,43,0,43,0,212.39567890000035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,212.38695400000142,212.39567890000035,213.71501590000116,213.01497030000246,213.71501590000116,216.12523180000062,j,0.6733901000006881,None,0,image1,11,image1,image2,"['high', 'high']",0.7,0.3,30,001,2024-11-15_16h13.08.360,实验程序1.0,2024.2.4,60.12397563861582,2024-11-15 16h13.17.321624 +0800,
44,0,44,f,0.34631789999912144,None,,,,,44,0,44,0,216.17919330000223,,,,,,,,,,,,,,,,,,,,,,,,,,,,,216.17061269999977,216.17919330000223,218.36508500000127,217.99841770000057,218.36508500000127,221.04102030000286,f,0.34631789999912144,None,10,image1,10,image1,image2,"['high', 'high', 'high']",0.7,0.3,30,001,2024-11-15_16h13.08.360,实验程序1.0,2024.2.4,60.12397563861582,2024-11-15 16h13.17.321624 +0800,
45,0,45,j,0.5649850000008882,None,,,,,45,0,45,0,221.095514800003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,221.08691010000257,221.095514800003,222.48165950000111,221.898302900001,222.48165950000111,224.4115915000002,j,0.5649850000008882,None,10,image1,9,image1,image2,"['high', 'high', 'high', 'high']",0.7,0.3,30,001,2024-11-15_16h13.08.360,实验程序1.0,2024.2.4,60.12397563861582,2024-11-15 16h13.17.321624 +0800,
46,0,46,f,0.6852455000007467,None,,,,,46,0,46,0,224.4674561000029,,,,,,,,,,,,,,,,,,,,,,,,,,,,,224.45904110000265,224.4674561000029,225.83179510000264,225.11497390000295,225.83179510000264,227.79862500000309,f,0.6852455000007467,None,0,image1,8,image1,image2,"['high', 'high', 'high', 'high', 'high']",0.7,0.3,30,001,2024-11-15_16h13.08.360,实验程序1.0,2024.2.4,60.12397563861582,2024-11-15 16h13.17.321624 +0800,
47,0,47,j,0.5321087000011175,None,,,,,47,0,47,0,227.9004313000005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,227.8918764000009,227.9004313000005,229.6817332999999,229.13161540000146,229.6817332999999,232.33721090000108,j,0.5321087000011175,None,10,image2,7,image1,image2,"['high', 'high', 'high', 'high', 'high', 'low']",0.7,0.3,30,001,2024-11-15_16h13.08.360,实验程序1.0,2024.2.4,60.12397563861582,2024-11-15 16h13.17.321624 +0800,
48,0,48,j,0.5084342000009201,None,,,,,48,0,48,0,232.3926539000022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,232.38426120000076,232.3926539000022,234.86509860000297,234.33186399999977,234.86509860000297,237.06362330000047,j,0.5084342000009201,None,0,image2,6,image1,image2,"['high', 'high', 'high', 'high', 'low', 'low']",0.7,0.3,30,001,2024-11-15_16h13.08.360,实验程序1.0,2024.2.4,60.12397563861582,2024-11-15 16h13.17.321624 +0800,
49,0,49,j,0.7355153000025894,None,,,,,49,0,49,0,237.11925470000278,,,,,,,,,,,,,,,,,,,,,,,,,,,,,237.11072400000194,237.11925470000278,238.79838480000035,238.03175550000014,238.79838480000035,240.33002540000234,j,0.7355153000025894,None,0,image2,5,image1,image2,"['high', 'high', 'high', 'low', 'low', 'low']",0.7,0.3,30,001,2024-11-15_16h13.08.360,实验程序1.0,2024.2.4,60.12397563861582,2024-11-15 16h13.17.321624 +0800,
50,0,50,f,0.4394107999978587,None,,,,,50,0,50,0,240.38449590000164,,,,,,,,,,,,,,,,,,,,,,,,,,,,,240.37593160000324,240.38449590000164,242.53187940000134,242.0651644000027,242.53187940000134,244.8338208000023,f,0.4394107999978587,None,10,image1,4,image1,image2,"['high', 'high', 'low', 'low', 'low', 'high']",0.7,0.3,30,001,2024-11-15_16h13.08.360,实验程序1.0,2024.2.4,60.12397563861582,2024-11-15 16h13.17.321624 +0800,
51,0,51,j,0.7551372000016272,None,,,,,51,0,51,0,244.88786950000213,,,,,,,,,,,,,,,,,,,,,,,,,,,,,244.8796214000031,244.88786950000213,247.33186900000146,246.54844120000052,247.33186900000146,248.90583060000063,j,0.7551372000016272,None,0,image1,3,image1,image2,"['high', 'low', 'low', 'low', 'high', 'high']",0.7,0.3,30,001,2024-11-15_16h13.08.360,实验程序1.0,2024.2.4,60.12397563861582,2024-11-15 16h13.17.321624 +0800,
52,0,52,None,,,,,,,52,0,52,0,249.00192190000234,,,,,,,,,,,,,,,,,,,,,,,,,,,,,248.99350460000278,249.00192190000234,252.06493910000063,250.81503860000157,252.06493910000063,253.06600530000287,None,,,,,,,,,,,30,001,2024-11-15_16h13.08.360,实验程序1.0,2024.2.4,60.12397563861582,2024-11-15 16h13.17.321624 +0800,
