thisN,thisTrialN,thisRepN,key_resp.keys,key_resp.rt,key_resp.duration,trials_prac.thisRepN,trials_prac.thisTrialN,trials_prac.thisN,trials_prac.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,intro.started,intro1.started,key_resp_2.started,intro.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,intro_2.started,key_resp_4.started,key_resp_4.keys,key_resp_4.rt,key_resp_4.duration,start.started,start_trail.started,key_resp_3.started,start.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.duration,trail.started,frame.started,image1.stopped,image2.stopped,key_resp.started,trail.stopped,trials.key_resp.keys,trials.key_resp.rt,trials.key_resp.duration,reward_result,selected_image,buffer_trail,high_prob_image,low_prob_image,choice_history,image1_prob,image2_prob,participant,session,date,expName,psychopyVersion,frameRate,expStart,
181,0,181,j,0.35469549987465143,None,,,,,181,0,181,0,766.0556680997834,,,,,,,,,,,,,,,,,,,,,766.0468072993681,766.0556680997834,767.9558242997155,767.9558242997155,767.5725123994052,770.1405469998717,j,0.35469549987465143,None,10,image1,-4,image1,image2,"['low', 'low', 'low', 'high', 'high', 'high']",0.7,0.3,91,001,2025-03-04_11h22.48.110,实验程序1.0,2024.2.4,59.96807278286727,2025-03-04 11h22.59.335899 +0800,
182,0,182,f,0.44995749928057194,None,,,,,182,0,182,0,770.2642874000594,,,,,,,,,,,,,,,,,,,,,770.2554088998586,770.2642874000594,772.0224414998665,772.0224414998665,771.5559378992766,774.8148388992995,f,0.44995749928057194,None,10,image1,-5,image1,image2,"['low', 'low', 'high', 'high', 'high', 'high']",0.7,0.3,91,001,2025-03-04_11h22.48.110,实验程序1.0,2024.2.4,59.96807278286727,2025-03-04 11h22.59.335899 +0800,
183,0,183,j,0.40246419981122017,None,,,,,183,0,183,0,774.8661035001278,,,,,,,,,,,,,,,,,,,,,774.8573709996417,774.8661035001278,777.1724608996883,777.1724608996883,776.7405441999435,779.5199218001217,j,0.40246419981122017,None,0,image1,4,image2,image1,[],0.3,0.7,91,001,2025-03-04_11h22.48.110,实验程序1.0,2024.2.4,59.96807278286727,2025-03-04 11h22.59.335899 +0800,
184,0,184,j,0.42720900010317564,None,,,,,184,0,184,0,779.5710919992998,,,,,,,,,,,,,,,,,,,,,779.5624022996053,779.5710919992998,781.7559587992728,781.7559587992728,781.3064997997135,784.0379070993513,j,0.42720900010317564,None,0,image1,3,image2,image1,['low'],0.3,0.7,91,001,2025-03-04_11h22.48.110,实验程序1.0,2024.2.4,59.96807278286727,2025-03-04 11h22.59.335899 +0800,
185,0,185,j,0.6383288996294141,None,,,,,185,0,185,0,784.0898847999051,,,,,,,,,,,,,,,,,,,,,784.0811025993899,784.0898847999051,786.1227226993069,786.1227226993069,785.4564573001117,788.5357471993193,j,0.6383288996294141,None,0,image2,2,image2,image1,"['low', 'high']",0.3,0.7,91,001,2025-03-04_11h22.48.110,实验程序1.0,2024.2.4,59.96807278286727,2025-03-04 11h22.59.335899 +0800,
186,0,186,j,0.4977385001257062,None,,,,,186,0,186,0,788.5875747995451,,,,,,,,,,,,,,,,,,,,,788.5783556997776,788.5875747995451,790.0891021993011,790.0891021993011,789.5733678992838,792.0206616995856,j,0.4977385001257062,None,10,image2,1,image2,image1,"['low', 'high', 'high']",0.3,0.7,91,001,2025-03-04_11h22.48.110,实验程序1.0,2024.2.4,59.96807278286727,2025-03-04 11h22.59.335899 +0800,
187,0,187,f,0.49827679991722107,None,,,,,187,0,187,0,792.1524660997093,,,,,,,,,,,,,,,,,,,,,792.1436348995194,792.1524660997093,793.7224074993283,793.7224074993283,793.2058528000489,796.6084273997694,f,0.49827679991722107,None,10,image2,0,image2,image1,"['low', 'high', 'high', 'high']",0.3,0.7,91,001,2025-03-04_11h22.48.110,实验程序1.0,2024.2.4,59.96807278286727,2025-03-04 11h22.59.335899 +0800,
188,0,188,f,0.5650627994909883,None,,,,,188,0,188,0,796.6599261993542,,,,,,,,,,,,,,,,,,,,,796.6509370999411,796.6599261993542,798.4892024993896,798.4892024993896,797.9057655995712,800.8875035000965,f,0.5650627994909883,None,0,image2,-1,image2,image1,"['low', 'high', 'high', 'high', 'high']",0.3,0.7,91,001,2025-03-04_11h22.48.110,实验程序1.0,2024.2.4,59.96807278286727,2025-03-04 11h22.59.335899 +0800,
189,0,189,j,0.5144254006445408,None,,,,,189,0,189,0,800.9390882998705,,,,,,,,,,,,,,,,,,,,,800.930468599312,800.9390882998705,802.3227533996105,802.3227533996105,801.7895238995552,804.5382854994386,j,0.5144254006445408,None,0,image1,-2,image2,image1,"['low', 'high', 'high', 'high', 'high', 'low']",0.3,0.7,91,001,2025-03-04_11h22.48.110,实验程序1.0,2024.2.4,59.96807278286727,2025-03-04 11h22.59.335899 +0800,
190,0,190,j,0.34370930027216673,None,,,,,190,0,190,0,804.5905360998586,,,,,,,,,,,,,,,,,,,,,804.5810797996819,804.5905360998586,806.8224684000015,806.8224684000015,806.4560110997409,808.394511799328,j,0.34370930027216673,None,0,image2,2,image1,image2,[],0.7,0.3,91,001,2025-03-04_11h22.48.110,实验程序1.0,2024.2.4,59.96807278286727,2025-03-04 11h22.59.335899 +0800,
