thisN,thisTrialN,thisRepN,key_resp.keys,key_resp.rt,key_resp.duration,trials_prac.thisRepN,trials_prac.thisTrialN,trials_prac.thisN,trials_prac.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,intro.started,intro1.started,key_resp_2.started,intro.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,intro_2.started,key_resp_4.started,key_resp_4.keys,key_resp_4.rt,key_resp_4.duration,prac_frame.started,prac_image2.stopped,prac_key_resp.started,prac_image1.stopped,prac_key_resp.stopped,trials_prac.prac_key_resp.keys,trials_prac.prac_key_resp.rt,trials_prac.prac_key_resp.duration,start.started,start_trail.started,key_resp_3.started,start.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.duration,trail.started,frame.started,image1.stopped,image2.stopped,key_resp.started,trail.stopped,trials.key_resp.keys,trials.key_resp.rt,trials.key_resp.duration,reward_result,selected_image,buffer_trail,high_prob_image,low_prob_image,choice_history,image1_prob,image2_prob,frame.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart,
173,0,173,j,0.3573253992944956,None,,,,,173,0,173,0,770.2225198997185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,770.2134092003107,770.2225198997185,772.0450993999839,772.0450993999839,771.6617293003947,773.6348083997145,j,0.3573253992944956,None,10,image1,-35,image1,image2,"['low', 'high', 'low', 'low', 'high', 'high']",0.7,0.3,,92,001,2025-03-03_10h26.29.502,实验程序1.0,2024.2.4,60.27153522701737,2025-03-03 10h26.39.456866 +0800,
174,0,174,j,0.8987062005326152,None,,,,,174,0,174,0,773.6847117999569,,,,,,,,,,,,,,,,,,,,,,,,,,,,,773.6759561002254,773.6847117999569,775.4449952002615,775.4449952002615,774.5282848998904,777.5617006001994,j,0.8987062005326152,None,10,image1,-36,image1,image2,"['high', 'low', 'low', 'high', 'high', 'high']",0.7,0.3,,92,001,2025-03-03_10h26.29.502,实验程序1.0,2024.2.4,60.27153522701737,2025-03-03 10h26.39.456866 +0800,
175,0,175,j,0.4703235002234578,None,,,,,175,0,175,0,777.6130258999765,,,,,,,,,,,,,,,,,,,,,,,,,,,,,777.6041005002335,777.6130258999765,779.1282895002514,779.1282895002514,778.6287110000849,781.545619700104,j,0.4703235002234578,None,0,image1,-37,image1,image2,"['low', 'low', 'high', 'high', 'high', 'high']",0.7,0.3,,92,001,2025-03-03_10h26.29.502,实验程序1.0,2024.2.4,60.27153522701737,2025-03-03 10h26.39.456866 +0800,
176,0,176,j,0.5145565997809172,None,,,,,176,0,176,0,781.5973345004022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,781.5874660005793,781.5973345004022,,782.6782251000404,782.1455356003717,785.4124022005126,j,0.5145565997809172,None,0,image2,-38,image1,image2,"['low', 'high', 'high', 'high', 'high', 'low']",0.7,0.3,,92,001,2025-03-03_10h26.29.502,实验程序1.0,2024.2.4,60.27153522701737,2025-03-03 10h26.39.456866 +0800,
177,0,177,f,0.6169515000656247,None,,,,,177,0,177,0,785.5371524998918,,,,,,,,,,,,,,,,,,,,,,,,,,,,,785.4546889998019,785.5371524998918,786.8122351998463,786.8122351998463,786.1786898002028,788.4659360004589,f,0.6169515000656247,None,0,image2,-39,image1,image2,"['high', 'high', 'high', 'high', 'low', 'low']",0.7,0.3,,92,001,2025-03-03_10h26.29.502,实验程序1.0,2024.2.4,60.27153522701737,2025-03-03 10h26.39.456866 +0800,
178,0,178,f,0.6224704002961516,None,,,,,178,0,178,0,788.5180202005431,,,,,,,,,,,,,,,,,,,,,,,,,,,,,788.508932100609,788.5180202005431,790.9117154004052,790.9117154004052,790.2617405997589,793.5193186998367,f,0.6224704002961516,None,10,image1,-40,image1,image2,"['high', 'high', 'high', 'low', 'low', 'high']",0.7,0.3,,92,001,2025-03-03_10h26.29.502,实验程序1.0,2024.2.4,60.27153522701737,2025-03-03 10h26.39.456866 +0800,
179,0,179,f,0.31734029948711395,None,,,,,179,0,179,0,793.5702601000667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,793.5609128000215,793.5702601000667,795.2117074998096,795.2117074998096,794.8781262002885,797.6084949998185,f,0.31734029948711395,None,10,image1,-41,image1,image2,"['high', 'high', 'low', 'low', 'high', 'high']",0.7,0.3,,92,001,2025-03-03_10h26.29.502,实验程序1.0,2024.2.4,60.27153522701737,2025-03-03 10h26.39.456866 +0800,
180,0,180,f,0.33312669955193996,None,,,,,180,0,180,0,797.660149300471,,,,,,,,,,,,,,,,,,,,,,,,,,,,,797.6502946000546,797.660149300471,799.8286132002249,799.8286132002249,799.4785056998953,802.033568199724,f,0.33312669955193996,None,10,image1,-42,image1,image2,"['high', 'low', 'low', 'high', 'high', 'high']",0.7,0.3,,92,001,2025-03-03_10h26.29.502,实验程序1.0,2024.2.4,60.27153522701737,2025-03-03 10h26.39.456866 +0800,
181,0,181,j,0.4569300999864936,None,,,,,181,0,181,0,802.083961199969,,,,,,,,,,,,,,,,,,,,,,,,,,,,,802.0749462004751,802.083961199969,803.878719500266,803.878719500266,803.3949027005583,806.2519533000886,j,0.4569300999864936,None,10,image1,-43,image1,image2,"['low', 'low', 'high', 'high', 'high', 'high']",0.7,0.3,,92,001,2025-03-03_10h26.29.502,实验程序1.0,2024.2.4,60.27153522701737,2025-03-03 10h26.39.456866 +0800,
182,0,182,j,0.5582566997036338,None,,,,,182,0,182,0,806.3744379999116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,806.3655826002359,806.3744379999116,808.8282866999507,808.8282866999507,808.2449861997738,811.0008572004735,j,0.5582566997036338,None,10,image1,10,image2,image1,[],0.3,0.7,,92,001,2025-03-03_10h26.29.502,实验程序1.0,2024.2.4,60.27153522701737,2025-03-03 10h26.39.456866 +0800,
183,0,183,f,0.5358260991051793,None,,,,,183,0,183,0,811.051624700427,,,,,,,,,,,,,,,,,,,,,,,,,,,,,811.0427686003968,811.051624700427,812.9619049998,812.9619049998,812.3948584999889,814.9991608997807,f,0.5358260991051793,None,0,image1,9,image2,image1,['low'],0.3,0.7,,92,001,2025-03-03_10h26.29.502,实验程序1.0,2024.2.4,60.27153522701737,2025-03-03 10h26.39.456866 +0800,
184,0,184,j,0.6035908004269004,None,,,,,184,0,184,0,815.0505221001804,,,,,,,,,,,,,,,,,,,,,,,,,,,,,815.0409035002813,815.0505221001804,816.9614474000409,816.9614474000409,816.3281885003671,819.0051643000916,j,0.6035908004269004,None,0,image1,8,image2,image1,"['low', 'low']",0.3,0.7,,92,001,2025-03-03_10h26.29.502,实验程序1.0,2024.2.4,60.27153522701737,2025-03-03 10h26.39.456866 +0800,
185,0,185,f,0.5402627000585198,None,,,,,185,0,185,0,819.0555520998314,,,,,,,,,,,,,,,,,,,,,,,,,,,,,819.0465809004381,819.0555520998314,821.4617408001795,821.4617408001795,820.8954359004274,824.3542862003669,f,0.5402627000585198,None,0,image2,7,image2,image1,"['low', 'low', 'high']",0.3,0.7,,92,001,2025-03-03_10h26.29.502,实验程序1.0,2024.2.4,60.27153522701737,2025-03-03 10h26.39.456866 +0800,
