thisN,thisTrialN,thisRepN,key_resp.keys,key_resp.rt,key_resp.duration,trials_prac.thisRepN,trials_prac.thisTrialN,trials_prac.thisN,trials_prac.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,intro.started,intro1.started,key_resp_2.started,intro.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,intro_2.started,key_resp_4.started,key_resp_4.keys,key_resp_4.rt,key_resp_4.duration,start.started,start_trail.started,key_resp_3.started,start.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.duration,trail.started,frame.started,image2.stopped,key_resp.started,trail.stopped,trials.key_resp.keys,trials.key_resp.rt,trials.key_resp.duration,reward_result,selected_image,buffer_trail,high_prob_image,low_prob_image,choice_history,image1_prob,image2_prob,image1.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart
150,0,150,j,0.921716399,None,,,,,150,0,150,0,627.4887379,,,,,,,,,,,,,,,,,,,,,627.4781165,627.4887379,629.68004,628.7307488,632.00318,j,0.921716399,None,10,image2,7,image1,image2,[],0.7,0.3,629.68004,80,1,2025-03-02_10h24.26.709,实验程序1.0,2024.2.4,59.85214126,2025-03-02 10h24.35.288070 +0800
151,0,151,j,0.345991099,None,,,,,151,0,151,0,632.0559844,,,,,,,,,,,,,,,,,,,,,632.0463747,632.0559844,633.6968456,633.3301738,635.320493,j,0.345991099,None,10,image2,6,image1,image2,['low'],0.7,0.3,633.6968456,80,1,2025-03-02_10h24.26.709,实验程序1.0,2024.2.4,59.85214126,2025-03-02 10h24.35.288070 +0800
152,0,152,j,0.3678586,None,,,,,152,0,152,0,635.3729952,,,,,,,,,,,,,,,,,,,,,635.3630299,635.3729952,637.5469285,637.1637569,639.8045594,j,0.3678586,None,0,image2,5,image1,image2,"['low', 'low']",0.7,0.3,637.5469285,80,1,2025-03-02_10h24.26.709,实验程序1.0,2024.2.4,59.85214126,2025-03-02 10h24.35.288070 +0800
153,0,153,f,0.4414833,None,,,,,153,0,153,0,639.8575085,,,,,,,,,,,,,,,,,,,,,639.8486175,639.8575085,642.1968492,641.731039,644.0349853,f,0.4414833,None,0,image2,4,image1,image2,"['low', 'low', 'low']",0.7,0.3,642.1968492,80,1,2025-03-02_10h24.26.709,实验程序1.0,2024.2.4,59.85214126,2025-03-02 10h24.35.288070 +0800
154,0,154,f,0.5544952,None,,,,,154,0,154,0,644.0867679,,,,,,,,,,,,,,,,,,,,,644.0780741,644.0867679,645.5138687,644.9301712,647.4291975,f,0.5544952,None,10,image1,3,image1,image2,"['low', 'low', 'low', 'high']",0.7,0.3,645.5138687,80,1,2025-03-02_10h24.26.709,实验程序1.0,2024.2.4,59.85214126,2025-03-02 10h24.35.288070 +0800
155,0,155,f,0.3535764,None,,,,,155,0,155,0,647.5519009,,,,,,,,,,,,,,,,,,,,,647.5426382,647.5519009,649.097083,648.7141323,651.2085296,f,0.3535764,None,0,image1,2,image1,image2,"['low', 'low', 'low', 'high', 'high']",0.7,0.3,649.097083,80,1,2025-03-02_10h24.26.709,实验程序1.0,2024.2.4,59.85214126,2025-03-02 10h24.35.288070 +0800
156,0,156,j,0.3646036,None,,,,,156,0,156,0,651.2618526,,,,,,,,,,,,,,,,,,,,,651.2521366,651.2618526,653.0637534,652.6805396,655.2390306,j,0.3646036,None,10,image1,1,image1,image2,"['low', 'low', 'low', 'high', 'high', 'high']",0.7,0.3,653.0637534,80,1,2025-03-02_10h24.26.709,实验程序1.0,2024.2.4,59.85214126,2025-03-02 10h24.35.288070 +0800
157,0,157,f,0.3439249,None,,,,,157,0,157,0,655.2916365,,,,,,,,,,,,,,,,,,,,,655.2820772,655.2916365,656.9474184,656.580252,659.3128424,f,0.3439249,None,10,image1,0,image1,image2,"['low', 'low', 'high', 'high', 'high', 'high']",0.7,0.3,656.9474184,80,1,2025-03-02_10h24.26.709,实验程序1.0,2024.2.4,59.85214126,2025-03-02 10h24.35.288070 +0800
158,0,158,f,0.3396805,None,,,,,158,0,158,0,659.3665926,,,,,,,,,,,,,,,,,,,,,659.3563596,659.3665926,660.830269,660.4637159,663.4978412,f,0.3396805,None,10,image1,9,image2,image1,[],0.3,0.7,660.830269,80,1,2025-03-02_10h24.26.709,实验程序1.0,2024.2.4,59.85214126,2025-03-02 10h24.35.288070 +0800
159,0,159,j,0.4331042,None,,,,,159,0,159,0,663.6214063,,,,,,,,,,,,,,,,,,,,,663.6116135,663.6214063,665.3968403,664.9470322,667.2289304,j,0.4331042,None,10,image1,8,image2,image1,['low'],0.3,0.7,665.3968403,80,1,2025-03-02_10h24.26.709,实验程序1.0,2024.2.4,59.85214126,2025-03-02 10h24.35.288070 +0800
160,0,160,f,0.362242799,None,,,,,160,0,160,0,667.2844424,,,,,,,,,,,,,,,,,,,,,667.2744536,667.2844424,669.4977028,669.1140233,671.5754815,f,0.362242799,None,0,image1,7,image2,image1,"['low', 'low']",0.3,0.7,669.4977028,80,1,2025-03-02_10h24.26.709,实验程序1.0,2024.2.4,59.85214126,2025-03-02 10h24.35.288070 +0800
161,0,161,f,0.390001199,None,,,,,161,0,161,0,671.6291478,,,,,,,,,,,,,,,,,,,,,671.619484,671.6291478,674.0647601,673.6467637,676.1786306,f,0.390001199,None,0,image1,6,image2,image1,"['low', 'low', 'low']",0.3,0.7,674.0647601,80,1,2025-03-02_10h24.26.709,实验程序1.0,2024.2.4,59.85214126,2025-03-02 10h24.35.288070 +0800
162,0,162,f,0.387265501,None,,,,,162,0,162,0,676.2298598,,,,,,,,,,,,,,,,,,,,,676.221153,676.2298598,678.2968648,677.8804405,680.3392996,f,0.387265501,None,10,image1,5,image2,image1,"['low', 'low', 'low', 'low']",0.3,0.7,678.2968648,80,1,2025-03-02_10h24.26.709,实验程序1.0,2024.2.4,59.85214126,2025-03-02 10h24.35.288070 +0800
163,0,163,j,0.4854236,None,,,,,163,0,163,0,680.3921813,,,,,,,,,,,,,,,,,,,,,680.382851,680.3921813,681.930491,681.4138091,683.8066559,j,0.4854236,None,10,image1,4,image2,image1,"['low', 'low', 'low', 'low', 'low']",0.3,0.7,681.930491,80,1,2025-03-02_10h24.26.709,实验程序1.0,2024.2.4,59.85214126,2025-03-02 10h24.35.288070 +0800
164,0,164,j,0.339299301,None,,,,,164,0,164,0,683.930181,,,,,,,,,,,,,,,,,,,,,683.9207429,683.930181,685.4472672,685.0804277,687.4665545,j,0.339299301,None,0,image1,3,image2,image1,"['low', 'low', 'low', 'low', 'low', 'low']",0.3,0.7,685.4472672,80,1,2025-03-02_10h24.26.709,实验程序1.0,2024.2.4,59.85214126,2025-03-02 10h24.35.288070 +0800
165,0,165,f,0.3774803,None,,,,,165,0,165,0,687.5181942,,,,,,,,,,,,,,,,,,,,,687.5094934,687.5181942,689.5302126,689.130145,691.0929817,f,0.3774803,None,10,image2,2,image2,image1,"['low', 'low', 'low', 'low', 'low', 'high']",0.3,0.7,689.5302126,80,1,2025-03-02_10h24.26.709,实验程序1.0,2024.2.4,59.85214126,2025-03-02 10h24.35.288070 +0800
166,0,166,j,0.6194712,None,,,,,166,0,166,0,691.1479337,,,,,,,,,,,,,,,,,,,,,691.1382017,691.1479337,692.3302296,691.6802529,693.9605938,j,0.6194712,None,0,image2,1,image2,image1,"['low', 'low', 'low', 'low', 'high', 'high']",0.3,0.7,,80,1,2025-03-02_10h24.26.709,实验程序1.0,2024.2.4,59.85214126,2025-03-02 10h24.35.288070 +0800
167,0,167,f,0.4826167,None,,,,,167,0,167,0,694.0117847,,,,,,,,,,,,,,,,,,,,,694.0028329,694.0117847,696.0136076,695.5137813,697.828437,f,0.4826167,None,0,image2,0,image2,image1,"['low', 'low', 'low', 'high', 'high', 'high']",0.3,0.7,696.0136076,80,1,2025-03-02_10h24.26.709,实验程序1.0,2024.2.4,59.85214126,2025-03-02 10h24.35.288070 +0800
168,0,168,f,0.3590092,None,,,,,168,0,168,0,697.9529315,,,,,,,,,,,,,,,,,,,,,697.9440153,697.9529315,699.1801251,698.7971696,701.847776,f,0.3590092,None,0,image1,-1,image2,image1,"['low', 'low', 'high', 'high', 'high', 'low']",0.3,0.7,,80,1,2025-03-02_10h24.26.709,实验程序1.0,2024.2.4,59.85214126,2025-03-02 10h24.35.288070 +0800
169,0,169,j,0.3909515,None,,,,,169,0,169,0,701.9002151,,,,,,,,,,,,,,,,,,,,,701.8913855,701.9002151,703.8138221,703.3968,706.0045237,j,0.3909515,None,0,image2,-2,image2,image1,"['low', 'high', 'high', 'high', 'low', 'high']",0.3,0.7,703.8138221,80,1,2025-03-02_10h24.26.709,实验程序1.0,2024.2.4,59.85214126,2025-03-02 10h24.35.288070 +0800
170,0,170,j,0.4338218,None,,,,,170,0,170,0,706.056486,,,,,,,,,,,,,,,,,,,,,706.0476495,706.056486,707.9642182,707.5135794,709.7557861,j,0.4338218,None,10,image2,11,image1,image2,[],0.7,0.3,707.9642182,80,1,2025-03-02_10h24.26.709,实验程序1.0,2024.2.4,59.85214126,2025-03-02 10h24.35.288070 +0800
171,0,171,f,0.3451982,None,,,,,171,0,171,0,709.8098756,,,,,,,,,,,,,,,,,,,,,709.7997964,709.8098756,711.0801008,710.7136781,713.0872032,f,0.3451982,None,0,image2,10,image1,image2,['low'],0.7,0.3,711.0801008,80,1,2025-03-02_10h24.26.709,实验程序1.0,2024.2.4,59.85214126,2025-03-02 10h24.35.288070 +0800
172,0,172,j,0.5030741,None,,,,,172,0,172,0,713.1386424,,,,,,,,,,,,,,,,,,,,,713.1300025,713.1386424,714.9137457,714.3806154,716.9304219,j,0.5030741,None,10,image1,9,image1,image2,"['low', 'high']",0.7,0.3,714.9137457,80,1,2025-03-02_10h24.26.709,实验程序1.0,2024.2.4,59.85214126,2025-03-02 10h24.35.288070 +0800
173,0,173,f,0.464679,None,,,,,173,0,173,0,717.0574505,,,,,,,,,,,,,,,,,,,,,717.0477103,717.0574505,718.8303349,718.3469989,720.3695158,f,0.464679,None,0,image1,8,image1,image2,"['low', 'high', 'high']",0.7,0.3,718.8303349,80,1,2025-03-02_10h24.26.709,实验程序1.0,2024.2.4,59.85214126,2025-03-02 10h24.35.288070 +0800
174,0,174,f,0.372327399,None,,,,,174,0,174,0,720.4223736,,,,,,,,,,,,,,,,,,,,,720.4135489,720.4223736,721.8641482,721.4637174,724.2045898,f,0.372327399,None,0,image1,7,image1,image2,"['low', 'high', 'high', 'high']",0.7,0.3,721.8641482,80,1,2025-03-02_10h24.26.709,实验程序1.0,2024.2.4,59.85214126,2025-03-02 10h24.35.288070 +0800
175,0,175,f,0.4189506,None,,,,,175,0,175,0,724.2579548,,,,,,,,,,,,,,,,,,,,,724.2479846,724.2579548,726.5309397,726.0802354,728.4585751,f,0.4189506,None,0,image2,6,image1,image2,"['low', 'high', 'high', 'high', 'low']",0.7,0.3,726.5309397,80,1,2025-03-02_10h24.26.709,实验程序1.0,2024.2.4,59.85214126,2025-03-02 10h24.35.288070 +0800
176,0,176,f,0.3638214,None,,,,,176,0,176,0,728.5104797,,,,,,,,,,,,,,,,,,,,,728.5014247,728.5104797,730.0635855,729.6806446,732.4975063,f,0.3638214,None,0,image2,5,image1,image2,"['low', 'high', 'high', 'high', 'low', 'low']",0.7,0.3,730.0635855,80,1,2025-03-02_10h24.26.709,实验程序1.0,2024.2.4,59.85214126,2025-03-02 10h24.35.288070 +0800
177,0,177,j,0.4705157,None,,,,,177,0,177,0,732.5491508,,,,,,,,,,,,,,,,,,,,,732.5399052,732.5491508,733.6970938,733.1969469,735.7707851,j,0.4705157,None,0,image1,4,image1,image2,"['high', 'high', 'high', 'low', 'low', 'high']",0.7,0.3,,80,1,2025-03-02_10h24.26.709,实验程序1.0,2024.2.4,59.85214126,2025-03-02 10h24.35.288070 +0800
178,0,178,f,0.3695789,None,,,,,178,0,178,0,735.8957274,,,,,,,,,,,,,,,,,,,,,735.8867449,735.8957274,737.3302585,736.9308729,740.0035649,f,0.3695789,None,0,image2,3,image1,image2,"['high', 'high', 'low', 'low', 'high', 'low']",0.7,0.3,737.3302585,80,1,2025-03-02_10h24.26.709,实验程序1.0,2024.2.4,59.85214126,2025-03-02 10h24.35.288070 +0800
179,0,179,j,1.4063128,None,,,,,179,0,179,0,740.0563967,,,,,,,,,,,,,,,,,,,,,740.0470147,740.0563967,742.0469354,740.6136274,744.135976,j,1.4063128,None,0,image2,2,image1,image2,"['high', 'low', 'low', 'high', 'low', 'low']",0.7,0.3,742.0469354,80,1,2025-03-02_10h24.26.709,实验程序1.0,2024.2.4,59.85214126,2025-03-02 10h24.35.288070 +0800
180,0,180,f,0.8815641,None,,,,,180,0,180,0,744.1905377,,,,,,,,,,,,,,,,,,,,,744.1816373,744.1905377,746.2301532,745.3304175,749.0215892,f,0.8815641,None,0,image1,1,image1,image2,"['low', 'low', 'high', 'low', 'low', 'high']",0.7,0.3,746.2301532,80,1,2025-03-02_10h24.26.709,实验程序1.0,2024.2.4,59.85214126,2025-03-02 10h24.35.288070 +0800
181,0,181,j,0.9495504,None,,,,,181,0,181,0,749.0739851,,,,,,,,,,,,,,,,,,,,,749.0649695,749.0739851,750.5804347,749.6138221,752.3437725,j,0.9495504,None,10,image2,0,image1,image2,"['low', 'high', 'low', 'low', 'high', 'low']",0.7,0.3,750.5804347,80,1,2025-03-02_10h24.26.709,实验程序1.0,2024.2.4,59.85214126,2025-03-02 10h24.35.288070 +0800
182,0,182,j,0.4230602,None,,,,,182,0,182,0,752.3967356,,,,,,,,,,,,,,,,,,,,,752.3871086,752.3967356,754.41375,753.9644912,757.0292276,j,0.4230602,None,0,image2,-1,image1,image2,"['high', 'low', 'low', 'high', 'low', 'low']",0.7,0.3,754.41375,80,1,2025-03-02_10h24.26.709,实验程序1.0,2024.2.4,59.85214126,2025-03-02 10h24.35.288070 +0800
183,0,183,f,0.4265549,None,,,,,183,0,183,0,757.1540021,,,,,,,,,,,,,,,,,,,,,757.1445486,757.1540021,759.3138568,758.8642927,761.5683651,f,0.4265549,None,0,image2,-2,image1,image2,"['low', 'low', 'high', 'low', 'low', 'low']",0.7,0.3,759.3138568,80,1,2025-03-02_10h24.26.709,实验程序1.0,2024.2.4,59.85214126,2025-03-02 10h24.35.288070 +0800
184,0,184,f,0.4873401,None,,,,,184,0,184,0,761.6203396,,,,,,,,,,,,,,,,,,,,,761.6114747,761.6203396,764.1141783,763.5968096,766.5308552,f,0.4873401,None,0,image2,-3,image1,image2,"['low', 'high', 'low', 'low', 'low', 'low']",0.7,0.3,764.1141783,80,1,2025-03-02_10h24.26.709,实验程序1.0,2024.2.4,59.85214126,2025-03-02 10h24.35.288070 +0800
