thisN,thisTrialN,thisRepN,key_resp.keys,key_resp.rt,key_resp.duration,trials_prac.thisRepN,trials_prac.thisTrialN,trials_prac.thisN,trials_prac.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,intro.started,intro1.started,key_resp_2.started,intro.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,intro_2.started,key_resp_4.started,key_resp_4.keys,key_resp_4.rt,key_resp_4.duration,prac_frame.started,prac_image2.stopped,prac_key_resp.started,trials_prac.prac_key_resp.keys,trials_prac.prac_key_resp.rt,trials_prac.prac_key_resp.duration,start.started,start_trail.started,key_resp_3.started,start.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.duration,trail.started,frame.started,image2.stopped,key_resp.started,image1.stopped,trail.stopped,trials.key_resp.keys,trials.key_resp.rt,trials.key_resp.duration,reward_result,selected_image,buffer_trail,high_prob_image,low_prob_image,choice_history,image1_prob,image2_prob,participant,session,date,expName,psychopyVersion,frameRate,expStart,
56,0,56,j,0.2859384994953871,None,,,,,56,0,56,0,260.72762029990554,,,,,,,,,,,,,,,,,,,,,,,,,,,260.71876329928637,260.72762029990554,261.96992409974337,261.65315840020776,261.96992409974337,263.6935105007142,j,0.2859384994953871,None,10,image2,5,image2,image1,"['high', 'high', 'high', 'high', 'high', 'high']",0.3,0.7,55,001,2024-11-15_09h36.27.072,实验程序1.0,2024.2.4,60.01377921273641,2024-11-15 09h36.35.091812 +0800,
57,0,57,j,0.3140992000699043,None,,,,,57,0,57,0,263.7457079999149,,,,,,,,,,,,,,,,,,,,,,,,,,,263.7371021993458,263.7457079999149,264.7030573002994,264.3701181001961,,266.2638863995671,j,0.3140992000699043,None,10,image2,4,image2,image1,"['high', 'high', 'high', 'high', 'high', 'high']",0.3,0.7,55,001,2024-11-15_09h36.27.072,实验程序1.0,2024.2.4,60.01377921273641,2024-11-15 09h36.35.091812 +0800,
58,0,58,j,0.31684410013258457,None,,,,,58,0,58,0,266.317941699177,,,,,,,,,,,,,,,,,,,,,,,,,,,266.30890950001776,266.317941699177,268.41990029998124,268.08653140068054,268.41990029998124,270.1616488993168,j,0.31684410013258457,None,10,image2,3,image2,image1,"['high', 'high', 'high', 'high', 'high', 'high']",0.3,0.7,55,001,2024-11-15_09h36.27.072,实验程序1.0,2024.2.4,60.01377921273641,2024-11-15 09h36.35.091812 +0800,
59,0,59,f,0.4525806996971369,None,,,,,59,0,59,0,270.2162474989891,,,,,,,,,,,,,,,,,,,,,,,,,,,270.207098800689,270.2162474989891,272.16991749964654,271.6865835990757,272.16991749964654,274.0600793007761,f,0.4525806996971369,None,0,image2,2,image2,image1,"['high', 'high', 'high', 'high', 'high', 'high']",0.3,0.7,55,001,2024-11-15_09h36.27.072,实验程序1.0,2024.2.4,60.01377921273641,2024-11-15 09h36.35.091812 +0800,
60,0,60,j,0.49764740094542503,None,,,,,60,0,60,0,274.1120557989925,,,,,,,,,,,,,,,,,,,,,,,,,,,274.1031311005354,274.1120557989925,275.30300370045006,274.7872013989836,,277.7554489001632,j,0.49764740094542503,None,0,image2,1,image2,image1,"['high', 'high', 'high', 'high', 'high', 'high']",0.3,0.7,55,001,2024-11-15_09h36.27.072,实验程序1.0,2024.2.4,60.01377921273641,2024-11-15 09h36.35.091812 +0800,
61,0,61,j,0.28751290030777454,None,,,,,61,0,61,0,277.87272330000997,,,,,,,,,,,,,,,,,,,,,,,,,,,277.8637965004891,277.87272330000997,279.7530713006854,279.43656889908016,279.7530713006854,282.6145625989884,j,0.28751290030777454,None,10,image1,10,image1,image2,['high'],0.7,0.3,55,001,2024-11-15_09h36.27.072,实验程序1.0,2024.2.4,60.01377921273641,2024-11-15 09h36.35.091812 +0800,
62,0,62,f,0.36985480040311813,None,,,,,62,0,62,0,282.6668132003397,,,,,,,,,,,,,,,,,,,,,,,,,,,282.65747210010886,282.6668132003397,284.57002989947796,284.1699448004365,284.57002989947796,286.1223402004689,f,0.36985480040311813,None,10,image1,9,image1,image2,"['high', 'high']",0.7,0.3,55,001,2024-11-15_09h36.27.072,实验程序1.0,2024.2.4,60.01377921273641,2024-11-15 09h36.35.091812 +0800,
63,0,63,j,0.33310849964618683,None,,,,,63,0,63,0,286.17516049928963,,,,,,,,,,,,,,,,,,,,,,,,,,,286.1661597006023,286.17516049928963,288.45315149985254,288.1030705999583,288.45315149985254,290.32374010048807,j,0.33310849964618683,None,10,image1,8,image1,image2,"['high', 'high', 'high']",0.7,0.3,55,001,2024-11-15_09h36.27.072,实验程序1.0,2024.2.4,60.01377921273641,2024-11-15 09h36.35.091812 +0800,
64,0,64,f,0.539470199495554,None,,,,,64,0,64,0,290.3758065998554,,,,,,,,,,,,,,,,,,,,,,,,,,,290.36703860014677,290.3758065998554,291.9035343993455,291.33641999959946,291.9035343993455,293.7573560997844,f,0.539470199495554,None,10,image1,7,image1,image2,"['high', 'high', 'high', 'high']",0.7,0.3,55,001,2024-11-15_09h36.27.072,实验程序1.0,2024.2.4,60.01377921273641,2024-11-15 09h36.35.091812 +0800,
65,0,65,f,0.33659409917891026,None,,,,,65,0,65,0,293.882245099172,,,,,,,,,,,,,,,,,,,,,,,,,,,293.87257120013237,293.882245099172,296.17040859907866,295.80348059907556,296.17040859907866,298.0462472997606,f,0.33659409917891026,None,0,image1,6,image1,image2,"['high', 'high', 'high', 'high', 'high']",0.7,0.3,55,001,2024-11-15_09h36.27.072,实验程序1.0,2024.2.4,60.01377921273641,2024-11-15 09h36.35.091812 +0800,
66,0,66,j,0.4028418995440006,None,,,,,66,0,66,0,298.10284690000117,,,,,,,,,,,,,,,,,,,,,,,,,,,298.0932560004294,298.10284690000117,299.5706814005971,299.13679469935596,299.5706814005971,301.17242090031505,j,0.4028418995440006,None,0,image1,5,image1,image2,"['high', 'high', 'high', 'high', 'high', 'high']",0.7,0.3,55,001,2024-11-15_09h36.27.072,实验程序1.0,2024.2.4,60.01377921273641,2024-11-15 09h36.35.091812 +0800,
67,0,67,j,0.3914844002574682,None,,,,,67,0,67,0,301.22761249914765,,,,,,,,,,,,,,,,,,,,,,,,,,,301.21761520020664,301.22761249914765,302.23669769987464,301.82009829953313,,303.947606600821,j,0.3914844002574682,None,0,image1,4,image1,image2,"['high', 'high', 'high', 'high', 'high', 'high']",0.7,0.3,55,001,2024-11-15_09h36.27.072,实验程序1.0,2024.2.4,60.01377921273641,2024-11-15 09h36.35.091812 +0800,
68,0,68,j,0.5222023986279964,None,,,,,68,0,68,0,304.00199219956994,,,,,,,,,,,,,,,,,,,,,,,,,,,303.99319260008633,304.00199219956994,305.9196461997926,305.37001750059426,305.9196461997926,308.77072289958596,j,0.5222023986279964,None,0,image2,3,image1,image2,"['high', 'high', 'high', 'high', 'high', 'low']",0.7,0.3,55,001,2024-11-15_09h36.27.072,实验程序1.0,2024.2.4,60.01377921273641,2024-11-15 09h36.35.091812 +0800,
69,0,69,f,0.434281500056386,None,,,,,69,0,69,0,308.825087999925,,,,,,,,,,,,,,,,,,,,,,,,,,,308.8160041999072,308.825087999925,310.6206010002643,310.169981200248,310.6206010002643,312.2170780990273,f,0.434281500056386,None,0,image2,2,image1,image2,"['high', 'high', 'high', 'high', 'low', 'low']",0.7,0.3,55,001,2024-11-15_09h36.27.072,实验程序1.0,2024.2.4,60.01377921273641,2024-11-15 09h36.35.091812 +0800,
70,0,70,j,0.5493256989866495,None,,,,,70,0,70,0,312.3335200995207,,,,,,,,,,,,,,,,,,,,,,,,,,,312.3245362006128,312.3335200995207,314.0532019007951,313.48718249984086,314.0532019007951,316.11519289948046,j,0.5493256989866495,None,0,image2,1,image1,image2,"['high', 'high', 'high', 'low', 'low', 'low']",0.7,0.3,55,001,2024-11-15_09h36.27.072,实验程序1.0,2024.2.4,60.01377921273641,2024-11-15 09h36.35.091812 +0800,
71,0,71,None,,,,,,,71,0,71,0,316.16735089942813,,,,,,,,,,,,,,,,,,,,,,,,,,,316.1581804007292,316.16735089942813,318.0032484997064,316.75320819951594,318.0032484997064,319.0050571002066,None,,,,,,,,,,,55,001,2024-11-15_09h36.27.072,实验程序1.0,2024.2.4,60.01377921273641,2024-11-15 09h36.35.091812 +0800,
72,0,72,f,0.574176199734211,None,,,,,72,0,72,0,319.05768509954214,,,,,,,,,,,,,,,,,,,,,,,,,,,319.04861940070987,319.05768509954214,321.26963019929826,320.6699352003634,321.26963019929826,323.19118040055037,f,0.574176199734211,None,0,image2,0,image1,image2,"['high', 'high', 'low', 'low', 'low', 'low']",0.7,0.3,55,001,2024-11-15_09h36.27.072,实验程序1.0,2024.2.4,60.01377921273641,2024-11-15 09h36.35.091812 +0800,
73,0,73,f,0.3768858015537262,None,,,,,73,0,73,0,323.2444055005908,,,,,,,,,,,,,,,,,,,,,,,,,,,323.23523180000484,323.2444055005908,324.18640429899096,323.7868946008384,,327.14117920026183,f,0.3768858015537262,None,0,image2,-1,image1,image2,"['high', 'low', 'low', 'low', 'low', 'low']",0.7,0.3,55,001,2024-11-15_09h36.27.072,实验程序1.0,2024.2.4,60.01377921273641,2024-11-15 09h36.35.091812 +0800,
74,0,74,j,0.3348497003316879,None,,,,,74,0,74,0,327.257325399667,,,,,,,,,,,,,,,,,,,,,,,,,,,327.24800110049546,327.257325399667,329.0367926992476,328.6869354993105,329.0367926992476,330.52010690048337,j,0.3348497003316879,None,10,image1,-2,image1,image2,"['low', 'low', 'low', 'low', 'low', 'high']",0.7,0.3,55,001,2024-11-15_09h36.27.072,实验程序1.0,2024.2.4,60.01377921273641,2024-11-15 09h36.35.091812 +0800,
75,0,75,f,0.4568805005401373,None,,,,,75,0,75,0,330.57399589940906,,,,,,,,,,,,,,,,,,,,,,,,,,,330.5651533007622,330.57399589940906,332.90297750011086,332.42002400010824,332.90297750011086,335.81379479914904,f,0.4568805005401373,None,10,image1,-3,image1,image2,"['low', 'low', 'low', 'low', 'high', 'high']",0.7,0.3,55,001,2024-11-15_09h36.27.072,实验程序1.0,2024.2.4,60.01377921273641,2024-11-15 09h36.35.091812 +0800,
76,0,76,j,0.3535010013729334,None,,,,,76,0,76,0,335.8685439992696,,,,,,,,,,,,,,,,,,,,,,,,,,,335.85886240005493,335.8685439992696,337.96995070017874,337.5865355990827,337.96995070017874,339.6016480997205,j,0.3535010013729334,None,10,image1,-4,image1,image2,"['low', 'low', 'low', 'high', 'high', 'high']",0.7,0.3,55,001,2024-11-15_09h36.27.072,实验程序1.0,2024.2.4,60.01377921273641,2024-11-15 09h36.35.091812 +0800,
77,0,77,j,0.3988324012607336,None,,,,,77,0,77,0,339.65381390042603,,,,,,,,,,,,,,,,,,,,,,,,,,,339.64489500038326,339.65381390042603,341.63632149994373,341.2203362993896,341.63632149994373,344.116329299286,j,0.3988324012607336,None,10,image1,-5,image1,image2,"['low', 'low', 'high', 'high', 'high', 'high']",0.7,0.3,55,001,2024-11-15_09h36.27.072,实验程序1.0,2024.2.4,60.01377921273641,2024-11-15 09h36.35.091812 +0800,
78,0,78,j,0.41542449966073036,None,,,,,78,0,78,0,344.17095459997654,,,,,,,,,,,,,,,,,,,,,,,,,,,344.1601617000997,344.17095459997654,346.28658939898014,345.8533250000328,346.28658939898014,348.9416202995926,j,0.41542449966073036,None,10,image1,4,image2,image1,[],0.3,0.7,55,001,2024-11-15_09h36.27.072,实验程序1.0,2024.2.4,60.01377921273641,2024-11-15 09h36.35.091812 +0800,
79,0,79,f,0.5662773996591568,None,,,,,79,0,79,0,349.0583845991641,,,,,,,,,,,,,,,,,,,,,,,,,,,349.0492774993181,349.0583845991641,350.97022609971464,350.37284999899566,350.97022609971464,353.1314448006451,f,0.5662773996591568,None,0,image1,3,image2,image1,['low'],0.3,0.7,55,001,2024-11-15_09h36.27.072,实验程序1.0,2024.2.4,60.01377921273641,2024-11-15 09h36.35.091812 +0800,
80,0,80,f,0.4407973997294903,None,,,,,80,0,80,0,353.1843382008374,,,,,,,,,,,,,,,,,,,,,,,,,,,353.17499740049243,353.1843382008374,355.05316259898245,354.5866809990257,355.05316259898245,356.9497456997633,f,0.4407973997294903,None,10,image1,2,image2,image1,"['low', 'low']",0.3,0.7,55,001,2024-11-15_09h36.27.072,实验程序1.0,2024.2.4,60.01377921273641,2024-11-15 09h36.35.091812 +0800,
81,0,81,f,0.3593965005129576,None,,,,,81,0,81,0,357.00309789925814,,,,,,,,,,,,,,,,,,,,,,,,,,,356.9937896002084,357.00309789925814,358.42006599903107,358.0364954993129,358.42006599903107,361.2743263002485,f,0.3593965005129576,None,0,image1,1,image2,image1,"['low', 'low', 'low']",0.3,0.7,55,001,2024-11-15_09h36.27.072,实验程序1.0,2024.2.4,60.01377921273641,2024-11-15 09h36.35.091812 +0800,
82,0,82,j,0.6742153987288475,None,,,,,82,0,82,0,361.3288224991411,,,,,,,,,,,,,,,,,,,,,,,,,,,361.31892709992826,361.3288224991411,363.0699681006372,362.3698968999088,363.0699681006372,364.6905760001391,j,0.6742153987288475,None,0,image1,0,image2,image1,"['low', 'low', 'low', 'low']",0.3,0.7,55,001,2024-11-15_09h36.27.072,实验程序1.0,2024.2.4,60.01377921273641,2024-11-15 09h36.35.091812 +0800,
83,0,83,f,0.3485897984355688,None,,,,,83,0,83,0,364.8048918005079,,,,,,,,,,,,,,,,,,,,,,,,,,,364.7954045999795,364.8048918005079,366.90303359925747,366.5366475004703,366.90303359925747,369.45655130036175,f,0.3485897984355688,None,0,image1,-1,image2,image1,"['low', 'low', 'low', 'low', 'low']",0.3,0.7,55,001,2024-11-15_09h36.27.072,实验程序1.0,2024.2.4,60.01377921273641,2024-11-15 09h36.35.091812 +0800,
84,0,84,j,0.45871059969067574,None,,,,,84,0,84,0,369.5098192002624,,,,,,,,,,,,,,,,,,,,,,,,,,,369.5004015006125,369.5098192002624,371.4698986001313,370.98650220036507,371.4698986001313,374.22460339963436,j,0.45871059969067574,None,10,image2,-2,image2,image1,"['low', 'low', 'low', 'low', 'low', 'high']",0.3,0.7,55,001,2024-11-15_09h36.27.072,实验程序1.0,2024.2.4,60.01377921273641,2024-11-15 09h36.35.091812 +0800,
85,0,85,f,0.3973802998661995,None,,,,,85,0,85,0,374.2772138006985,,,,,,,,,,,,,,,,,,,,,,,,,,,374.26836059987545,374.2772138006985,376.70303249917924,376.28698750026524,376.70303249917924,379.5692669004202,f,0.3973802998661995,None,10,image2,-3,image2,image1,"['low', 'low', 'low', 'low', 'high', 'high']",0.3,0.7,55,001,2024-11-15_09h36.27.072,实验程序1.0,2024.2.4,60.01377921273641,2024-11-15 09h36.35.091812 +0800,
86,0,86,j,0.33567249961197376,None,,,,,86,0,86,0,379.6217557992786,,,,,,,,,,,,,,,,,,,,,,,,,,,379.6125524006784,379.6217557992786,381.7699696999043,381.4039545003325,381.7699696999043,383.7624332997948,j,0.33567249961197376,None,10,image2,-4,image2,image1,"['low', 'low', 'low', 'high', 'high', 'high']",0.3,0.7,55,001,2024-11-15_09h36.27.072,实验程序1.0,2024.2.4,60.01377921273641,2024-11-15 09h36.35.091812 +0800,
87,0,87,j,0.3518703989684582,None,,,,,87,0,87,0,383.81600949913263,,,,,,,,,,,,,,,,,,,,,,,,,,,383.80651080049574,383.81600949913263,385.6197005994618,385.2364590000361,385.6197005994618,387.94276620075107,j,0.3518703989684582,None,10,image2,-5,image2,image1,"['low', 'low', 'high', 'high', 'high', 'high']",0.3,0.7,55,001,2024-11-15_09h36.27.072,实验程序1.0,2024.2.4,60.01377921273641,2024-11-15 09h36.35.091812 +0800,
88,0,88,j,0.4125220999121666,None,,,,,88,0,88,0,388.0581793989986,,,,,,,,,,,,,,,,,,,,,,,,,,,388.0486251991242,388.0581793989986,389.5364011004567,389.1031273994595,389.5364011004567,392.17801740020514,j,0.4125220999121666,None,10,image2,8,image1,image2,[],0.7,0.3,55,001,2024-11-15_09h36.27.072,实验程序1.0,2024.2.4,60.01377921273641,2024-11-15 09h36.35.091812 +0800,
89,0,89,j,0.34347289986908436,None,,,,,89,0,89,0,392.23119859956205,,,,,,,,,,,,,,,,,,,,,,,,,,,392.22212070040405,392.23119859956205,393.38644180074334,393.0198727995157,,395.2850301992148,j,0.34347289986908436,None,10,image2,7,image1,image2,['low'],0.7,0.3,55,001,2024-11-15_09h36.27.072,实验程序1.0,2024.2.4,60.01377921273641,2024-11-15 09h36.35.091812 +0800,
90,0,90,f,0.403617599979043,None,,,,,90,0,90,0,395.3374974001199,,,,,,,,,,,,,,,,,,,,,,,,,,,395.32861489988863,395.3374974001199,397.5700125992298,397.1364104002714,397.5700125992298,399.38500490039587,f,0.403617599979043,None,0,image2,6,image1,image2,"['low', 'low']",0.7,0.3,55,001,2024-11-15_09h36.27.072,实验程序1.0,2024.2.4,60.01377921273641,2024-11-15 09h36.35.091812 +0800,
91,0,91,f,0.4049217998981476,None,,,,,91,0,91,0,399.43831839971244,,,,,,,,,,,,,,,,,,,,,,,,,,,399.4295863006264,399.43831839971244,400.5364110991359,400.10312880016863,,402.120130199939,f,0.4049217998981476,None,10,image2,5,image1,image2,"['low', 'low', 'low']",0.7,0.3,55,001,2024-11-15_09h36.27.072,实验程序1.0,2024.2.4,60.01377921273641,2024-11-15 09h36.35.091812 +0800,
92,0,92,j,0.3373629003763199,None,,,,,92,0,92,0,402.2358359992504,,,,,,,,,,,,,,,,,,,,,,,,,,,402.22695120051503,402.2358359992504,404.13628680072725,403.77002039924264,404.13628680072725,406.0153254996985,j,0.3373629003763199,None,0,image2,4,image1,image2,"['low', 'low', 'low', 'low']",0.7,0.3,55,001,2024-11-15_09h36.27.072,实验程序1.0,2024.2.4,60.01377921273641,2024-11-15 09h36.35.091812 +0800,
93,0,93,f,0.3254645001143217,None,,,,,93,0,93,0,406.0677476990968,,,,,,,,,,,,,,,,,,,,,,,,,,,406.0588144995272,406.0677476990968,408.03633200004697,407.68642280064523,408.03633200004697,410.26864939928055,f,0.3254645001143217,None,0,image2,3,image1,image2,"['low', 'low', 'low', 'low', 'low']",0.7,0.3,55,001,2024-11-15_09h36.27.072,实验程序1.0,2024.2.4,60.01377921273641,2024-11-15 09h36.35.091812 +0800,
94,0,94,j,0.4196361005306244,None,,,,,94,0,94,0,410.3219000995159,,,,,,,,,,,,,,,,,,,,,,,,,,,410.31307050026953,410.3219000995159,411.3696985002607,410.9200318995863,,412.8724450003356,j,0.4196361005306244,None,10,image2,2,image1,image2,"['low', 'low', 'low', 'low', 'low', 'low']",0.7,0.3,55,001,2024-11-15_09h36.27.072,实验程序1.0,2024.2.4,60.01377921273641,2024-11-15 09h36.35.091812 +0800,
95,0,95,f,0.4142305012792349,None,,,,,95,0,95,0,412.9253010991961,,,,,,,,,,,,,,,,,,,,,,,,,,,412.91635430045426,412.9253010991961,414.1199421007186,413.68652199953794,,416.8887303005904,f,0.4142305012792349,None,0,image2,1,image1,image2,"['low', 'low', 'low', 'low', 'low', 'low']",0.7,0.3,55,001,2024-11-15_09h36.27.072,实验程序1.0,2024.2.4,60.01377921273641,2024-11-15 09h36.35.091812 +0800,
96,0,96,j,0.38589240051805973,None,,,,,96,0,96,0,416.9440727997571,,,,,,,,,,,,,,,,,,,,,,,,,,,416.93414049968123,416.9440727997571,418.1703490000218,417.7537243999541,,420.7869576998055,j,0.38589240051805973,None,10,image2,0,image1,image2,"['low', 'low', 'low', 'low', 'low', 'low']",0.7,0.3,55,001,2024-11-15_09h36.27.072,实验程序1.0,2024.2.4,60.01377921273641,2024-11-15 09h36.35.091812 +0800,
97,0,97,f,0.40481009893119335,None,,,,,97,0,97,0,420.9010950997472,,,,,,,,,,,,,,,,,,,,,,,,,,,420.8922016993165,420.9010950997472,423.13665870018303,422.7037388999015,423.13665870018303,425.45671050064266,f,0.40481009893119335,None,10,image2,-1,image1,image2,"['low', 'low', 'low', 'low', 'low', 'low']",0.7,0.3,55,001,2024-11-15_09h36.27.072,实验程序1.0,2024.2.4,60.01377921273641,2024-11-15 09h36.35.091812 +0800,
98,0,98,f,0.3818051014095545,None,,,,,98,0,98,0,425.50996720045805,,,,,,,,,,,,,,,,,,,,,,,,,,,425.5010120999068,425.50996720045805,427.5030150003731,427.1029410995543,427.5030150003731,428.9804123993963,f,0.3818051014095545,None,0,image2,-2,image1,image2,"['low', 'low', 'low', 'low', 'low', 'low']",0.7,0.3,55,001,2024-11-15_09h36.27.072,实验程序1.0,2024.2.4,60.01377921273641,2024-11-15 09h36.35.091812 +0800,
99,0,99,j,0.44051679968833923,None,,,,,99,0,99,0,429.03456930071115,,,,,,,,,,,,,,,,,,,,,,,,,,,429.0244462992996,429.03456930071115,430.0699623003602,429.6035511996597,,432.31398490071297,j,0.44051679968833923,None,0,image2,-3,image1,image2,"['low', 'low', 'low', 'low', 'low', 'low']",0.7,0.3,55,001,2024-11-15_09h36.27.072,实验程序1.0,2024.2.4,60.01377921273641,2024-11-15 09h36.35.091812 +0800,
100,0,100,j,0.34761360101401806,None,,,,,100,0,100,0,432.3675196990371,,,,,,,,,,,,,,,,,,,,,,,,,,,432.3575698006898,432.3675196990371,434.5196115002036,434.1534385997802,434.5196115002036,436.6947642993182,j,0.34761360101401806,None,10,image1,-4,image1,image2,"['low', 'low', 'low', 'low', 'low', 'high']",0.7,0.3,55,001,2024-11-15_09h36.27.072,实验程序1.0,2024.2.4,60.01377921273641,2024-11-15 09h36.35.091812 +0800,
101,0,101,j,0.3187619000673294,None,,,,,101,0,101,0,436.81144290044904,,,,,,,,,,,,,,,,,,,,,,,,,,,436.80197820067406,436.81144290044904,438.6197564005852,438.26974499970675,438.6197564005852,441.33546179905534,j,0.3187619000673294,None,10,image1,-5,image1,image2,"['low', 'low', 'low', 'low', 'high', 'high']",0.7,0.3,55,001,2024-11-15_09h36.27.072,实验程序1.0,2024.2.4,60.01377921273641,2024-11-15 09h36.35.091812 +0800,
102,0,102,j,0.3086780998855829,None,,,,,102,0,102,0,441.3882628995925,,,,,,,,,,,,,,,,,,,,,,,,,,,441.3789355996996,441.3882628995925,442.83685950003564,442.50312840007246,442.83685950003564,444.6181946005672,j,0.3086780998855829,None,0,image1,-6,image1,image2,"['low', 'low', 'low', 'high', 'high', 'high']",0.7,0.3,55,001,2024-11-15_09h36.27.072,实验程序1.0,2024.2.4,60.01377921273641,2024-11-15 09h36.35.091812 +0800,
103,0,103,j,0.26540520042181015,None,,,,,103,0,103,0,444.67090320028365,,,,,,,,,,,,,,,,,,,,,,,,,,,444.66177999973297,444.67090320028365,446.85298009961843,446.56977709941566,446.85298009961843,449.74614129960537,j,0.26540520042181015,None,10,image1,-7,image1,image2,"['low', 'low', 'high', 'high', 'high', 'high']",0.7,0.3,55,001,2024-11-15_09h36.27.072,实验程序1.0,2024.2.4,60.01377921273641,2024-11-15 09h36.35.091812 +0800,
104,0,104,f,0.3739161994308233,None,,,,,104,0,104,0,449.79817909933627,,,,,,,,,,,,,,,,,,,,,,,,,,,449.7893483992666,449.79817909933627,451.45293019898236,451.05338769964874,451.45293019898236,454.2336860001087,f,0.3739161994308233,None,10,image1,11,image2,image1,[],0.3,0.7,55,001,2024-11-15_09h36.27.072,实验程序1.0,2024.2.4,60.01377921273641,2024-11-15 09h36.35.091812 +0800,
105,0,105,f,0.39838169887661934,None,,,,,105,0,105,0,454.2862359005958,,,,,,,,,,,,,,,,,,,,,,,,,,,454.2770060990006,454.2862359005958,455.6699448991567,455.2532999999821,455.6699448991567,457.80511269904673,f,0.39838169887661934,None,0,image1,10,image2,image1,['low'],0.3,0.7,55,001,2024-11-15_09h36.27.072,实验程序1.0,2024.2.4,60.01377921273641,2024-11-15 09h36.35.091812 +0800,
106,0,106,j,0.34984290041029453,None,,,,,106,0,106,0,457.92160980030894,,,,,,,,,,,,,,,,,,,,,,,,,,,457.91227840073407,457.92160980030894,459.63669269904494,459.26995220035315,459.63669269904494,461.50751310028136,j,0.34984290041029453,None,10,image1,9,image2,image1,"['low', 'low']",0.3,0.7,55,001,2024-11-15_09h36.27.072,实验程序1.0,2024.2.4,60.01377921273641,2024-11-15 09h36.35.091812 +0800,
107,0,107,f,0.456606799736619,None,,,,,107,0,107,0,461.56084889918566,,,,,,,,,,,,,,,,,,,,,,,,,,,461.5512454994023,461.56084889918566,462.8697343003005,462.38666269928217,462.8697343003005,465.30021850019693,f,0.456606799736619,None,0,image1,8,image2,image1,"['low', 'low', 'low']",0.3,0.7,55,001,2024-11-15_09h36.27.072,实验程序1.0,2024.2.4,60.01377921273641,2024-11-15 09h36.35.091812 +0800,
108,0,108,j,0.5186950005590916,None,,,,,108,0,108,0,465.35565949976444,,,,,,,,,,,,,,,,,,,,,,,,,,,465.3461686000228,465.35565949976444,466.98635979928076,466.43655169941485,466.98635979928076,469.6591020990163,j,0.5186950005590916,None,10,image1,7,image2,image1,"['low', 'low', 'low', 'low']",0.3,0.7,55,001,2024-11-15_09h36.27.072,实验程序1.0,2024.2.4,60.01377921273641,2024-11-15 09h36.35.091812 +0800,
109,0,109,j,0.7008363995701075,None,,,,,109,0,109,0,469.71121479943395,,,,,,,,,,,,,,,,,,,,,,,,,,,469.7020376995206,469.71121479943395,472.4034072998911,471.68634909950197,472.4034072998911,474.73182789981365,j,0.7008363995701075,None,10,image1,6,image2,image1,"['low', 'low', 'low', 'low', 'low']",0.3,0.7,55,001,2024-11-15_09h36.27.072,实验程序1.0,2024.2.4,60.01377921273641,2024-11-15 09h36.35.091812 +0800,
110,0,110,j,0.7443550992757082,None,,,,,110,0,110,0,474.84859080053866,,,,,,,,,,,,,,,,,,,,,,,,,,,474.83994139917195,474.84859080053866,476.78725080005825,476.01998079940677,476.78725080005825,478.4783053006977,j,0.7443550992757082,None,0,image1,5,image2,image1,"['low', 'low', 'low', 'low', 'low', 'low']",0.3,0.7,55,001,2024-11-15_09h36.27.072,实验程序1.0,2024.2.4,60.01377921273641,2024-11-15 09h36.35.091812 +0800,
111,0,111,f,0.43891260027885437,None,,,,,111,0,111,0,478.53217980079353,,,,,,,,,,,,,,,,,,,,,,,,,,,478.52207840047777,478.53217980079353,480.2196209002286,479.7566068004817,480.2196209002286,483.0395170003176,f,0.43891260027885437,None,10,image1,4,image2,image1,"['low', 'low', 'low', 'low', 'low', 'low']",0.3,0.7,55,001,2024-11-15_09h36.27.072,实验程序1.0,2024.2.4,60.01377921273641,2024-11-15 09h36.35.091812 +0800,
