thisN,thisTrialN,thisRepN,key_resp.keys,key_resp.rt,key_resp.duration,trials_prac.thisRepN,trials_prac.thisTrialN,trials_prac.thisN,trials_prac.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,intro.started,intro1.started,key_resp_2.started,intro.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,intro_2.started,key_resp_4.started,key_resp_4.keys,key_resp_4.rt,key_resp_4.duration,prac_frame.started,prac_image2.stopped,prac_key_resp.started,prac_image1.stopped,trials_prac.prac_key_resp.keys,trials_prac.prac_key_resp.rt,trials_prac.prac_key_resp.duration,start.started,start_trail.started,key_resp_3.started,start.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.duration,trail.started,frame.started,image1.stopped,image2.stopped,key_resp.started,trail.stopped,trials.key_resp.keys,trials.key_resp.rt,trials.key_resp.duration,reward_result,selected_image,buffer_trail,high_prob_image,low_prob_image,choice_history,image1_prob,image2_prob,participant,session,date,expName,psychopyVersion,frameRate,expStart
31,0,31,j,0.5742968,None,,,,,31,0,31,0,186.0469557,,,,,,,,,,,,,,,,,,,,,,,,,,,,186.0397154,186.0469557,187.3212788,187.3212788,186.7213518,189.175047,j,0.5742968,None,10,image2,4,image1,image2,"['low', 'low', 'low', 'low', 'low', 'low']",0.7,0.3,59,1,2024-11-17_10h26.54.637,实验程序1.0,2024.2.4,60.04682451,2024-11-17 10h27.06.744758 +0800
32,0,32,j,0.4667004,None,,,,,32,0,32,0,189.2269827,,,,,,,,,,,,,,,,,,,,,,,,,,,,189.2198973,189.2269827,190.8713185,190.8713185,190.3879672,192.924545,j,0.4667004,None,0,image1,3,image1,image2,"['low', 'low', 'low', 'low', 'low', 'high']",0.7,0.3,59,1,2024-11-17_10h26.54.637,实验程序1.0,2024.2.4,60.04682451,2024-11-17 10h27.06.744758 +0800
33,0,33,j,0.3881215,None,,,,,33,0,33,0,192.9752062,,,,,,,,,,,,,,,,,,,,,,,,,,,,192.9682577,192.9752062,194.3880435,194.3880435,193.9713228,196.7982188,j,0.3881215,None,0,image2,2,image1,image2,"['low', 'low', 'low', 'low', 'high', 'low']",0.7,0.3,59,1,2024-11-17_10h26.54.637,实验程序1.0,2024.2.4,60.04682451,2024-11-17 10h27.06.744758 +0800
34,0,34,j,0.5626624,None,,,,,34,0,34,0,196.8978393,,,,,,,,,,,,,,,,,,,,,,,,,,,,196.8908234,196.8978393,198.3547707,198.3547707,197.7714039,201.1250163,j,0.5626624,None,0,image2,1,image1,image2,"['low', 'low', 'low', 'high', 'low', 'low']",0.7,0.3,59,1,2024-11-17_10h26.54.637,实验程序1.0,2024.2.4,60.04682451,2024-11-17 10h27.06.744758 +0800
35,0,35,j,0.5373486,None,,,,,35,0,35,0,201.1754456,,,,,,,,,,,,,,,,,,,,,,,,,,,,201.1682562,201.1754456,203.5880196,203.5880196,203.0212658,205.4957754,j,0.5373486,None,10,image2,0,image1,image2,"['low', 'low', 'high', 'low', 'low', 'low']",0.7,0.3,59,1,2024-11-17_10h26.54.637,实验程序1.0,2024.2.4,60.04682451,2024-11-17 10h27.06.744758 +0800
36,0,36,j,0.6371047,None,,,,,36,0,36,0,205.5491064,,,,,,,,,,,,,,,,,,,,,,,,,,,,205.5418249,205.5491064,208.0046308,208.0046308,207.3379256,210.877219,j,0.6371047,None,0,image2,-1,image1,image2,"['low', 'high', 'low', 'low', 'low', 'low']",0.7,0.3,59,1,2024-11-17_10h26.54.637,实验程序1.0,2024.2.4,60.04682451,2024-11-17 10h27.06.744758 +0800
37,0,37,j,0.5415374,None,,,,,37,0,37,0,210.9197267,,,,,,,,,,,,,,,,,,,,,,,,,,,,210.9126586,210.9197267,,212.0880684,211.521362,213.6223392,j,0.5415374,None,0,image1,-2,image1,image2,"['high', 'low', 'low', 'low', 'low', 'high']",0.7,0.3,59,1,2024-11-17_10h26.54.637,实验程序1.0,2024.2.4,60.04682451,2024-11-17 10h27.06.744758 +0800
38,0,38,f,0.456047,None,,,,,38,0,38,0,213.7206433,,,,,,,,,,,,,,,,,,,,,,,,,,,,213.7135799,213.7206433,215.1547549,215.1547549,214.6712905,217.3042703,f,0.456047,None,0,image2,-3,image1,image2,"['low', 'low', 'low', 'low', 'high', 'low']",0.7,0.3,59,1,2024-11-17_10h26.54.637,实验程序1.0,2024.2.4,60.04682451,2024-11-17 10h27.06.744758 +0800
39,0,39,j,0.5108883,None,,,,,39,0,39,0,217.3491042,,,,,,,,,,,,,,,,,,,,,,,,,,,,217.3419533,217.3491042,218.8214839,218.8214839,218.2880585,220.4839005,j,0.5108883,None,0,image2,-4,image1,image2,"['low', 'low', 'low', 'high', 'low', 'low']",0.7,0.3,59,1,2024-11-17_10h26.54.637,实验程序1.0,2024.2.4,60.04682451,2024-11-17 10h27.06.744758 +0800
40,0,40,j,0.3779364,None,,,,,40,0,40,0,220.5288453,,,,,,,,,,,,,,,,,,,,,,,,,,,,220.5217329,220.5288453,222.0213914,222.0213914,221.6213708,224.9231556,j,0.3779364,None,0,image2,-5,image1,image2,"['low', 'low', 'high', 'low', 'low', 'low']",0.7,0.3,59,1,2024-11-17_10h26.54.637,实验程序1.0,2024.2.4,60.04682451,2024-11-17 10h27.06.744758 +0800
41,0,41,j,0.5463095,None,,,,,41,0,41,0,224.9757657,,,,,,,,,,,,,,,,,,,,,,,,,,,,224.9686644,224.9757657,226.9882677,226.9882677,226.4213614,229.4964374,j,0.5463095,None,0,image1,-6,image1,image2,"['low', 'high', 'low', 'low', 'low', 'high']",0.7,0.3,59,1,2024-11-17_10h26.54.637,实验程序1.0,2024.2.4,60.04682451,2024-11-17 10h27.06.744758 +0800
42,0,42,f,0.5145439,None,,,,,42,0,42,0,229.5416543,,,,,,,,,,,,,,,,,,,,,,,,,,,,229.5344235,229.5416543,231.1213707,231.1213707,230.5881102,234.0214017,f,0.5145439,None,0,image2,-7,image1,image2,"['high', 'low', 'low', 'low', 'high', 'low']",0.7,0.3,59,1,2024-11-17_10h26.54.637,实验程序1.0,2024.2.4,60.04682451,2024-11-17 10h27.06.744758 +0800
43,0,43,f,0.9942071,None,,,,,43,0,43,0,234.1184171,,,,,,,,,,,,,,,,,,,,,,,,,,,,234.1110707,234.1184171,236.4380947,236.4380947,235.4213345,238.1233768,f,0.9942071,None,10,image2,-8,image1,image2,"['low', 'low', 'low', 'high', 'low', 'low']",0.7,0.3,59,1,2024-11-17_10h26.54.637,实验程序1.0,2024.2.4,60.04682451,2024-11-17 10h27.06.744758 +0800
44,0,44,j,0.4518199,None,,,,,44,0,44,0,238.1686549,,,,,,,,,,,,,,,,,,,,,,,,,,,,238.1612999,238.1686549,,239.2381183,238.7548057,242.0689087,j,0.4518199,None,0,image2,-9,image1,image2,"['low', 'low', 'high', 'low', 'low', 'low']",0.7,0.3,59,1,2024-11-17_10h26.54.637,实验程序1.0,2024.2.4,60.04682451,2024-11-17 10h27.06.744758 +0800
45,0,45,None,,,,,,,45,0,45,0,242.1146668,,,,,,,,,,,,,,,,,,,,,,,,,,,,242.1074848,242.1146668,245.0540217,245.0540217,243.8216638,246.0563119,None,,,,,,,,,,,59,1,2024-11-17_10h26.54.637,实验程序1.0,2024.2.4,60.04682451,2024-11-17 10h27.06.744758 +0800
46,0,46,j,0.4568296,None,,,,,46,0,46,0,246.1081852,,,,,,,,,,,,,,,,,,,,,,,,,,,,246.1011191,246.1081852,247.7382164,247.7382164,247.2548235,250.156713,j,0.4568296,None,0,image2,-10,image1,image2,"['low', 'high', 'low', 'low', 'low', 'low']",0.7,0.3,59,1,2024-11-17_10h26.54.637,实验程序1.0,2024.2.4,60.04682451,2024-11-17 10h27.06.744758 +0800
47,0,47,f,0.9739807,None,,,,,47,0,47,0,250.2608307,,,,,,,,,,,,,,,,,,,,,,,,,,,,250.254012,250.2608307,252.9380414,252.9380414,251.9381734,255.8327026,f,0.9739807,None,0,image2,-11,image1,image2,"['high', 'low', 'low', 'low', 'low', 'low']",0.7,0.3,59,1,2024-11-17_10h26.54.637,实验程序1.0,2024.2.4,60.04682451,2024-11-17 10h27.06.744758 +0800
48,0,48,j,0.429053,None,,,,,48,0,48,0,255.8826735,,,,,,,,,,,,,,,,,,,,,,,,,,,,255.8756884,255.8826735,,256.9880852,256.5380486,259.3581707,j,0.429053,None,10,image1,-12,image1,image2,"['low', 'low', 'low', 'low', 'low', 'high']",0.7,0.3,59,1,2024-11-17_10h26.54.637,实验程序1.0,2024.2.4,60.04682451,2024-11-17 10h27.06.744758 +0800
49,0,49,f,0.5419014,None,,,,,49,0,49,0,259.4104128,,,,,,,,,,,,,,,,,,,,,,,,,,,,259.4032382,259.4104128,260.8882231,260.8882231,260.3215127,263.4522329,f,0.5419014,None,0,image2,-13,image1,image2,"['low', 'low', 'low', 'low', 'high', 'low']",0.7,0.3,59,1,2024-11-17_10h26.54.637,实验程序1.0,2024.2.4,60.04682451,2024-11-17 10h27.06.744758 +0800
50,0,50,j,0.3804995,None,,,,,50,0,50,0,263.4972329,,,,,,,,,,,,,,,,,,,,,,,,,,,,263.4899748,263.4972329,,264.5382476,264.1380985,266.7332631,j,0.3804995,None,0,image2,-14,image1,image2,"['low', 'low', 'low', 'high', 'low', 'low']",0.7,0.3,59,1,2024-11-17_10h26.54.637,实验程序1.0,2024.2.4,60.04682451,2024-11-17 10h27.06.744758 +0800
51,0,51,j,0.3794422,None,,,,,51,0,51,0,266.784051,,,,,,,,,,,,,,,,,,,,,,,,,,,,266.7767854,266.784051,,267.771569,267.3714869,269.5438676,j,0.3794422,None,0,image2,-15,image1,image2,"['low', 'low', 'high', 'low', 'low', 'low']",0.7,0.3,59,1,2024-11-17_10h26.54.637,实验程序1.0,2024.2.4,60.04682451,2024-11-17 10h27.06.744758 +0800
52,0,52,f,0.7290041,None,,,,,52,0,52,0,269.6461656,,,,,,,,,,,,,,,,,,,,,,,,,,,,269.6391279,269.6461656,271.9881013,271.9881013,271.2381505,274.8229658,f,0.7290041,None,0,image1,-16,image1,image2,"['low', 'high', 'low', 'low', 'low', 'high']",0.7,0.3,59,1,2024-11-17_10h26.54.637,实验程序1.0,2024.2.4,60.04682451,2024-11-17 10h27.06.744758 +0800
53,0,53,j,0.3932292,None,,,,,53,0,53,0,274.8736219,,,,,,,,,,,,,,,,,,,,,,,,,,,,274.8666145,274.8736219,276.4550526,276.4550526,276.0381465,278.7126828,j,0.3932292,None,10,image1,-17,image1,image2,"['high', 'low', 'low', 'low', 'high', 'high']",0.7,0.3,59,1,2024-11-17_10h26.54.637,实验程序1.0,2024.2.4,60.04682451,2024-11-17 10h27.06.744758 +0800
54,0,54,f,0.3915187,None,,,,,54,0,54,0,278.7651916,,,,,,,,,,,,,,,,,,,,,,,,,,,,278.7580007,278.7651916,280.6883752,280.6883752,280.2714627,282.9354519,f,0.3915187,None,0,image1,-18,image1,image2,"['low', 'low', 'low', 'high', 'high', 'high']",0.7,0.3,59,1,2024-11-17_10h26.54.637,实验程序1.0,2024.2.4,60.04682451,2024-11-17 10h27.06.744758 +0800
55,0,55,j,0.3904954,None,,,,,55,0,55,0,282.9807127,,,,,,,,,,,,,,,,,,,,,,,,,,,,282.9736266,282.9807127,285.1215434,285.1215434,284.704964,287.2730446,j,0.3904954,None,0,image2,-19,image1,image2,"['low', 'low', 'high', 'high', 'high', 'low']",0.7,0.3,59,1,2024-11-17_10h26.54.637,实验程序1.0,2024.2.4,60.04682451,2024-11-17 10h27.06.744758 +0800
56,0,56,j,0.6096966,None,,,,,56,0,56,0,287.3750018,,,,,,,,,,,,,,,,,,,,,,,,,,,,287.3678934,287.3750018,288.6549229,288.6549229,288.021535,290.1346,j,0.6096966,None,10,image2,-20,image1,image2,"['low', 'high', 'high', 'high', 'low', 'low']",0.7,0.3,59,1,2024-11-17_10h26.54.637,实验程序1.0,2024.2.4,60.04682451,2024-11-17 10h27.06.744758 +0800
57,0,57,f,0.6755501,None,,,,,57,0,57,0,290.179997,,,,,,,,,,,,,,,,,,,,,,,,,,,,290.1730135,290.179997,292.871624,292.871624,292.1715768,294.7304427,f,0.6755501,None,0,image2,-21,image1,image2,"['high', 'high', 'high', 'low', 'low', 'low']",0.7,0.3,59,1,2024-11-17_10h26.54.637,实验程序1.0,2024.2.4,60.04682451,2024-11-17 10h27.06.744758 +0800
58,0,58,j,0.589175,None,,,,,58,0,58,0,294.7810661,,,,,,,,,,,,,,,,,,,,,,,,,,,,294.7739296,294.7810661,297.3549745,297.3549745,296.7381974,299.7375049,j,0.589175,None,10,image1,-22,image1,image2,"['high', 'high', 'low', 'low', 'low', 'high']",0.7,0.3,59,1,2024-11-17_10h26.54.637,实验程序1.0,2024.2.4,60.04682451,2024-11-17 10h27.06.744758 +0800
