thisN,thisTrialN,thisRepN,key_resp.keys,key_resp.rt,key_resp.duration,trials_prac.thisRepN,trials_prac.thisTrialN,trials_prac.thisN,trials_prac.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,intro.started,intro1.started,key_resp_2.started,intro.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,intro_2.started,key_resp_4.started,key_resp_4.keys,key_resp_4.rt,key_resp_4.duration,prac_frame.started,prac_image2.stopped,prac_key_resp.started,prac_image1.stopped,trials_prac.prac_key_resp.keys,prac_key_resp.stopped,start.started,start_trail.started,key_resp_3.started,start.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.duration,trail.started,frame.started,image2.stopped,key_resp.started,image1.stopped,trail.stopped,trials.key_resp.keys,trials.key_resp.rt,trials.key_resp.duration,reward_result,selected_image,buffer_trail,high_prob_image,low_prob_image,choice_history,image1_prob,image2_prob,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,,,,,,,,,,,0.004706298932433128,0.019267098978161812,0.019267098978161812,4.331732599064708,space,4.294338099658489,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,006,001,2024-11-14_09h53.46.848,实验程序1.0,2024.2.4,60.003263978885926,2024-11-14 09h53.57.314971 +0800,
,,,,,,,,,,,,,,,,,,,,,,,4.346491400152445,4.346491400152445,space,0.38329180143773556,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,006,001,2024-11-14_09h53.46.848,实验程序1.0,2024.2.4,60.003263978885926,2024-11-14 09h53.57.314971 +0800,
9,0,9,,,,9,0,9,0,,,,,29.848177699372172,,,,,,,,,,,,,,29.848177699372172,31.63613119907677,30.387088499963284,31.63613119907677,None,31.63613119907677,32.63845159858465,32.6473222989589,32.6473222989589,55.68769549950957,space,23.02663340047002,None,,,,,,,,,,,,,,,,,,006,001,2024-11-14_09h53.46.848,实验程序1.0,2024.2.4,60.003263978885926,2024-11-14 09h53.57.314971 +0800,
0,0,0,None,,,,,,,0,0,0,0,55.741771299391985,,,,,,,,,,,,,,,,,,,,,,,,,,,55.730507800355554,55.741771299391985,58.1031253002584,56.85342609882355,58.1031253002584,59.10510540008545,None,,,,,,,,,,,006,001,2024-11-14_09h53.46.848,实验程序1.0,2024.2.4,60.003263978885926,2024-11-14 09h53.57.314971 +0800,
0,0,0,j,0.6040396001189947,None,,,,,0,0,0,0,59.155309500172734,,,,,,,,,,,,,,,,,,,,,,,,,,,59.14590450003743,59.155309500172734,61.70342819951475,61.06951989978552,61.70342819951475,64.37246839888394,j,0.6040396001189947,None,10,image1,12,image2,image1,['low'],0.3,0.7,006,001,2024-11-14_09h53.46.848,实验程序1.0,2024.2.4,60.003263978885926,2024-11-14 09h53.57.314971 +0800,
1,0,1,f,0.5663520004600286,None,,,,,1,0,1,0,64.42268469929695,,,,,,,,,,,,,,,,,,,,,,,,,,,64.41384709998965,64.42268469929695,66.83608889952302,66.25294099934399,66.83608889952302,69.73310379870236,f,0.5663520004600286,None,10,image1,11,image2,image1,"['low', 'low']",0.3,0.7,006,001,2024-11-14_09h53.46.848,实验程序1.0,2024.2.4,60.003263978885926,2024-11-14 09h53.57.314971 +0800,
2,0,2,f,0.47580100037157536,None,,,,,2,0,2,0,69.783996200189,,,,,,,,,,,,,,,,,,,,,,,,,,,69.77468979917467,69.783996200189,70.98609889857471,70.48632909916341,,73.70313940010965,f,0.47580100037157536,None,0,image1,10,image2,image1,"['low', 'low', 'low']",0.3,0.7,006,001,2024-11-14_09h53.46.848,实验程序1.0,2024.2.4,60.003263978885926,2024-11-14 09h53.57.314971 +0800,
3,0,3,j,0.4320173002779484,None,,,,,3,0,3,0,73.82210679911077,,,,,,,,,,,,,,,,,,,,,,,,,,,73.81285959854722,73.82210679911077,75.65348630025983,75.20322899892926,75.65348630025983,77.87559289857745,j,0.4320173002779484,None,10,image2,9,image2,image1,"['low', 'low', 'low', 'high']",0.3,0.7,006,001,2024-11-14_09h53.46.848,实验程序1.0,2024.2.4,60.003263978885926,2024-11-14 09h53.57.314971 +0800,
4,0,4,f,0.46965520083904266,None,,,,,4,0,4,0,77.92814539931715,,,,,,,,,,,,,,,,,,,,,,,,,,,77.91843239963055,77.92814539931715,79.73695029877126,79.23672659881413,79.73695029877126,82.6821069996804,f,0.46965520083904266,None,10,image2,8,image2,image1,"['low', 'low', 'low', 'high', 'high']",0.3,0.7,006,001,2024-11-14_09h53.46.848,实验程序1.0,2024.2.4,60.003263978885926,2024-11-14 09h53.57.314971 +0800,
5,0,5,j,0.4199930001050234,None,,,,,5,0,5,0,82.73719529993832,,,,,,,,,,,,,,,,,,,,,,,,,,,82.72688629850745,82.73719529993832,84.72050769999623,84.26971349865198,84.72050769999623,86.35288869962096,j,0.4199930001050234,None,0,image2,7,image2,image1,"['low', 'low', 'low', 'high', 'high', 'high']",0.3,0.7,006,001,2024-11-14_09h53.46.848,实验程序1.0,2024.2.4,60.003263978885926,2024-11-14 09h53.57.314971 +0800,
6,0,6,f,0.4762118011713028,None,,,,,6,0,6,0,86.4028000999242,,,,,,,,,,,,,,,,,,,,,,,,,,,86.39378929883242,86.4028000999242,87.75294159911573,87.25370159931481,87.75294159911573,89.58332989923656,f,0.4762118011713028,None,0,image1,6,image2,image1,"['low', 'low', 'high', 'high', 'high', 'low']",0.3,0.7,006,001,2024-11-14_09h53.46.848,实验程序1.0,2024.2.4,60.003263978885926,2024-11-14 09h53.57.314971 +0800,
7,0,7,j,0.5404210016131401,None,,,,,7,0,7,0,89.69133049994707,,,,,,,,,,,,,,,,,,,,,,,,,,,89.6815140992403,89.69133049994707,92.2696407996118,91.70293979905546,92.2696407996118,94.52494919858873,j,0.5404210016131401,None,0,image2,5,image2,image1,"['low', 'high', 'high', 'high', 'low', 'high']",0.3,0.7,006,001,2024-11-14_09h53.46.848,实验程序1.0,2024.2.4,60.003263978885926,2024-11-14 09h53.57.314971 +0800,
8,0,8,j,0.36149559915065765,None,,,,,8,0,8,0,94.57507979869843,,,,,,,,,,,,,,,,,,,,,,,,,,,94.56531460024416,94.57507979869843,95.51944449916482,95.13615950010717,,97.5478026997298,j,0.36149559915065765,None,0,image1,4,image2,image1,"['high', 'high', 'high', 'low', 'high', 'low']",0.3,0.7,006,001,2024-11-14_09h53.46.848,实验程序1.0,2024.2.4,60.003263978885926,2024-11-14 09h53.57.314971 +0800,
9,0,9,j,0.41654339991509914,None,,,,,9,0,9,0,97.59777819924057,,,,,,,,,,,,,,,,,,,,,,,,,,,97.5888308994472,97.59777819924057,99.58672370016575,99.15301929973066,99.58672370016575,101.59723860025406,j,0.41654339991509914,None,0,image2,3,image2,image1,"['high', 'high', 'low', 'high', 'low', 'high']",0.3,0.7,006,001,2024-11-14_09h53.46.848,实验程序1.0,2024.2.4,60.003263978885926,2024-11-14 09h53.57.314971 +0800,
10,0,10,j,0.4707181006669998,None,,,,,10,0,10,0,101.64785049855709,,,,,,,,,,,,,,,,,,,,,,,,,,,101.63804920017719,101.64785049855709,103.91976550035179,103.41938629932702,103.91976550035179,106.88449229858816,j,0.4707181006669998,None,10,image2,2,image2,image1,"['high', 'low', 'high', 'low', 'high', 'high']",0.3,0.7,006,001,2024-11-14_09h53.46.848,实验程序1.0,2024.2.4,60.003263978885926,2024-11-14 09h53.57.314971 +0800,
11,0,11,j,0.7482271995395422,None,,,,,11,0,11,0,106.93563940003514,,,,,,,,,,,,,,,,,,,,,,,,,,,106.92580110020936,106.93563940003514,108.88651129975915,108.11951459944248,108.88651129975915,111.20873139984906,j,0.7482271995395422,None,0,image1,1,image2,image1,"['low', 'high', 'low', 'high', 'high', 'low']",0.3,0.7,006,001,2024-11-14_09h53.46.848,实验程序1.0,2024.2.4,60.003263978885926,2024-11-14 09h53.57.314971 +0800,
12,0,12,j,0.49160940013825893,None,,,,,12,0,12,0,111.31669459864497,,,,,,,,,,,,,,,,,,,,,,,,,,,111.30692199990153,111.31669459864497,113.83611940033734,113.3195344991982,113.83611940033734,115.62095990031958,j,0.49160940013825893,None,0,image2,0,image2,image1,"['high', 'low', 'high', 'high', 'low', 'high']",0.3,0.7,006,001,2024-11-14_09h53.46.848,实验程序1.0,2024.2.4,60.003263978885926,2024-11-14 09h53.57.314971 +0800,
13,0,13,f,0.4690230991691351,None,,,,,13,0,13,0,115.67195149883628,,,,,,,,,,,,,,,,,,,,,,,,,,,115.66185390017927,115.67195149883628,118.13614649884403,117.63612409867346,118.13614649884403,120.53539079986513,f,0.4690230991691351,None,0,image2,-1,image2,image1,"['low', 'high', 'high', 'low', 'high', 'high']",0.3,0.7,006,001,2024-11-14_09h53.46.848,实验程序1.0,2024.2.4,60.003263978885926,2024-11-14 09h53.57.314971 +0800,
14,0,14,f,0.6525710001587868,None,,,,,14,0,14,0,120.58571599982679,,,,,,,,,,,,,,,,,,,,,,,,,,,120.57666059955955,120.58571599982679,122.51972059905529,121.83678779937327,122.51972059905529,125.0217418000102,f,0.6525710001587868,None,10,image2,6,image1,image2,[],0.7,0.3,006,001,2024-11-14_09h53.46.848,实验程序1.0,2024.2.4,60.003263978885926,2024-11-14 09h53.57.314971 +0800,
15,0,15,j,0.3714578002691269,None,,,,,15,0,15,0,125.07110700011253,,,,,,,,,,,,,,,,,,,,,,,,,,,125.06210150010884,125.07110700011253,126.50305239856243,126.10303149931133,126.50305239856243,129.38214209862053,j,0.3714578002691269,None,0,image2,5,image1,image2,['low'],0.7,0.3,006,001,2024-11-14_09h53.46.848,实验程序1.0,2024.2.4,60.003263978885926,2024-11-14 09h53.57.314971 +0800,
16,0,16,j,0.4760439991950989,None,,,,,16,0,16,0,129.49106070026755,,,,,,,,,,,,,,,,,,,,,,,,,,,129.48186630010605,129.49106070026755,130.76959719881415,130.26947209984064,130.76959719881415,133.09948689863086,j,0.4760439991950989,None,0,image1,4,image1,image2,"['low', 'high']",0.7,0.3,006,001,2024-11-14_09h53.46.848,实验程序1.0,2024.2.4,60.003263978885926,2024-11-14 09h53.57.314971 +0800,
17,0,17,f,0.3698178995400667,None,,,,,17,0,17,0,133.1497801989317,,,,,,,,,,,,,,,,,,,,,,,,,,,133.14100939966738,133.1497801989317,134.33628539927304,133.93689899891615,,135.8794023990631,f,0.3698178995400667,None,0,image2,3,image1,image2,"['low', 'high', 'low']",0.7,0.3,006,001,2024-11-14_09h53.46.848,实验程序1.0,2024.2.4,60.003263978885926,2024-11-14 09h53.57.314971 +0800,
18,0,18,f,0.38416860066354275,None,,,,,18,0,18,0,135.9309649001807,,,,,,,,,,,,,,,,,,,,,,,,,,,135.9207972995937,135.9309649001807,136.95333769917488,136.55388669855893,,139.18335039913654,f,0.38416860066354275,None,0,image2,2,image1,image2,"['low', 'high', 'low', 'low']",0.7,0.3,006,001,2024-11-14_09h53.46.848,实验程序1.0,2024.2.4,60.003263978885926,2024-11-14 09h53.57.314971 +0800,
19,0,19,j,0.3690048009157181,None,,,,,19,0,19,0,139.2337076999247,,,,,,,,,,,,,,,,,,,,,,,,,,,139.22460830025375,139.2337076999247,140.35339259915054,139.9528433997184,,143.0109749995172,j,0.3690048009157181,None,10,image1,1,image1,image2,"['low', 'high', 'low', 'low', 'high']",0.7,0.3,006,001,2024-11-14_09h53.46.848,实验程序1.0,2024.2.4,60.003263978885926,2024-11-14 09h53.57.314971 +0800,
20,0,20,f,0.8424304984509945,None,,,,,20,0,20,0,143.062307799235,,,,,,,,,,,,,,,,,,,,,,,,,,,143.05327069945633,143.062307799235,144.81948610022664,143.95301329903305,144.81948610022664,146.92541289888322,f,0.8424304984509945,None,10,image1,0,image1,image2,"['low', 'high', 'low', 'low', 'high', 'high']",0.7,0.3,006,001,2024-11-14_09h53.46.848,实验程序1.0,2024.2.4,60.003263978885926,2024-11-14 09h53.57.314971 +0800,
21,0,21,f,0.4926950987428427,None,,,,,21,0,21,0,146.97525990009308,,,,,,,,,,,,,,,,,,,,,,,,,,,146.96635869890451,146.97525990009308,148.35282230004668,147.83644879981875,148.35282230004668,150.26013389974833,f,0.4926950987428427,None,0,image2,-1,image1,image2,"['high', 'low', 'low', 'high', 'high', 'low']",0.7,0.3,006,001,2024-11-14_09h53.46.848,实验程序1.0,2024.2.4,60.003263978885926,2024-11-14 09h53.57.314971 +0800,
22,0,22,f,0.50844999961555,None,,,,,22,0,22,0,150.31112109869719,,,,,,,,,,,,,,,,,,,,,,,,,,,150.30149449966848,150.31112109869719,151.3860828988254,150.85299889929593,,153.66757009923458,f,0.50844999961555,None,10,image1,-2,image1,image2,"['low', 'low', 'high', 'high', 'low', 'high']",0.7,0.3,006,001,2024-11-14_09h53.46.848,实验程序1.0,2024.2.4,60.003263978885926,2024-11-14 09h53.57.314971 +0800,
23,0,23,j,0.37011210061609745,None,,,,,23,0,23,0,153.71844709850848,,,,,,,,,,,,,,,,,,,,,,,,,,,153.708195598796,153.71844709850848,155.71974059939384,155.32006029970944,155.71974059939384,157.6298226993531,j,0.37011210061609745,None,10,image1,-3,image1,image2,"['low', 'high', 'high', 'low', 'high', 'high']",0.7,0.3,006,001,2024-11-14_09h53.46.848,实验程序1.0,2024.2.4,60.003263978885926,2024-11-14 09h53.57.314971 +0800,
24,0,24,f,0.4070525001734495,None,,,,,24,0,24,0,157.6796385999769,,,,,,,,,,,,,,,,,,,,,,,,,,,157.6703381985426,157.6796385999769,159.63652299903333,159.2029499001801,159.63652299903333,162.537228198722,f,0.4070525001734495,None,10,image1,11,image2,image1,[],0.3,0.7,006,001,2024-11-14_09h53.46.848,实验程序1.0,2024.2.4,60.003263978885926,2024-11-14 09h53.57.314971 +0800,
25,0,25,j,0.3985552005469799,None,,,,,25,0,25,0,162.64543149992824,,,,,,,,,,,,,,,,,,,,,,,,,,,162.63630819879472,162.64543149992824,163.81956689991057,163.40304029919207,,165.5515714995563,j,0.3985552005469799,None,0,image1,10,image2,image1,['low'],0.3,0.7,006,001,2024-11-14_09h53.46.848,实验程序1.0,2024.2.4,60.003263978885926,2024-11-14 09h53.57.314971 +0800,
26,0,26,j,0.6091219000518322,None,,,,,26,0,26,0,165.60189749859273,,,,,,,,,,,,,,,,,,,,,,,,,,,165.59302109852433,165.60189749859273,166.96957179903984,166.33644189871848,166.96957179903984,168.60541359893978,j,0.6091219000518322,None,10,image2,9,image2,image1,"['low', 'high']",0.3,0.7,006,001,2024-11-14_09h53.46.848,实验程序1.0,2024.2.4,60.003263978885926,2024-11-14 09h53.57.314971 +0800,
27,0,27,f,0.5249622017145157,None,,,,,27,0,27,0,168.65550380013883,,,,,,,,,,,,,,,,,,,,,,,,,,,168.64642839878798,168.65550380013883,170.58616359904408,170.03648129850626,170.58616359904408,172.32014479860663,f,0.5249622017145157,None,10,image2,8,image2,image1,"['low', 'high', 'high']",0.3,0.7,006,001,2024-11-14_09h53.46.848,实验程序1.0,2024.2.4,60.003263978885926,2024-11-14 09h53.57.314971 +0800,
28,0,28,f,0.41580129973590374,None,,,,,28,0,28,0,172.3707724995911,,,,,,,,,,,,,,,,,,,,,,,,,,,172.36150069907308,172.3707724995911,173.8027716986835,173.3695229999721,173.8027716986835,175.9432641994208,f,0.41580129973590374,None,0,image2,7,image2,image1,"['low', 'high', 'high', 'high']",0.3,0.7,006,001,2024-11-14_09h53.46.848,实验程序1.0,2024.2.4,60.003263978885926,2024-11-14 09h53.57.314971 +0800,
29,0,29,j,1.2599373999983072,None,,,,,29,0,29,0,176.05421929992735,,,,,,,,,,,,,,,,,,,,,,,,,,,176.04459839873016,176.05421929992735,178.15295659936965,176.86977119930089,178.15295659936965,180.61214589886367,j,1.2599373999983072,None,10,image2,6,image2,image1,"['low', 'high', 'high', 'high', 'high']",0.3,0.7,006,001,2024-11-14_09h53.46.848,实验程序1.0,2024.2.4,60.003263978885926,2024-11-14 09h53.57.314971 +0800,
30,0,30,j,0.38278610073029995,None,,,,,30,0,30,0,180.662905998528,,,,,,,,,,,,,,,,,,,,,,,,,,,180.6530216988176,180.662905998528,181.8029621001333,181.403301499784,,184.02664989978075,j,0.38278610073029995,None,0,image2,5,image2,image1,"['low', 'high', 'high', 'high', 'high', 'high']",0.3,0.7,006,001,2024-11-14_09h53.46.848,实验程序1.0,2024.2.4,60.003263978885926,2024-11-14 09h53.57.314971 +0800,
31,0,31,f,0.5487983990460634,None,,,,,31,0,31,0,184.07726079970598,,,,,,,,,,,,,,,,,,,,,,,,,,,184.06854529865086,184.07726079970598,185.61944189853966,185.05301759950817,185.61944189853966,187.24066719971597,f,0.5487983990460634,None,10,image2,4,image2,image1,"['high', 'high', 'high', 'high', 'high', 'high']",0.3,0.7,006,001,2024-11-14_09h53.46.848,实验程序1.0,2024.2.4,60.003263978885926,2024-11-14 09h53.57.314971 +0800,
32,0,32,f,0.7651780992746353,None,,,,,32,0,32,0,187.29079069942236,,,,,,,,,,,,,,,,,,,,,,,,,,,187.28185279853642,187.29079069942236,188.8195866998285,188.03673289902508,188.8195866998285,190.4344884995371,f,0.7651780992746353,None,0,image1,3,image2,image1,"['high', 'high', 'high', 'high', 'high', 'low']",0.3,0.7,006,001,2024-11-14_09h53.46.848,实验程序1.0,2024.2.4,60.003263978885926,2024-11-14 09h53.57.314971 +0800,
33,0,33,f,0.6375727001577616,None,,,,,33,0,33,0,190.48490840010345,,,,,,,,,,,,,,,,,,,,,,,,,,,190.47567049972713,190.48490840010345,192.90287959948182,192.23652269877493,192.90287959948182,194.97423760034144,f,0.6375727001577616,None,10,image2,2,image2,image1,"['high', 'high', 'high', 'high', 'low', 'high']",0.3,0.7,006,001,2024-11-14_09h53.46.848,实验程序1.0,2024.2.4,60.003263978885926,2024-11-14 09h53.57.314971 +0800,
34,0,34,f,1.3355445004999638,None,,,,,34,0,34,0,195.0833078995347,,,,,,,,,,,,,,,,,,,,,,,,,,,195.07359969988465,195.0833078995347,197.7370597999543,196.3697603996843,197.7370597999543,199.6957437992096,f,1.3355445004999638,None,10,image2,1,image2,image1,"['high', 'high', 'high', 'low', 'high', 'high']",0.3,0.7,006,001,2024-11-14_09h53.46.848,实验程序1.0,2024.2.4,60.003263978885926,2024-11-14 09h53.57.314971 +0800,
35,0,35,j,0.42709070071578026,None,,,,,35,0,35,0,199.74757250025868,,,,,,,,,,,,,,,,,,,,,,,,,,,199.73808649927378,199.74757250025868,202.1369051989168,201.6860466003418,202.1369051989168,203.92589469999075,j,0.42709070071578026,None,10,image2,7,image1,image2,['low'],0.7,0.3,006,001,2024-11-14_09h53.46.848,实验程序1.0,2024.2.4,60.003263978885926,2024-11-14 09h53.57.314971 +0800,
36,0,36,f,0.42690280079841614,None,,,,,36,0,36,0,203.97578099928796,,,,,,,,,,,,,,,,,,,,,,,,,,,203.96694079972804,203.97578099928796,205.169753998518,204.71978489868343,,207.48039370030165,f,0.42690280079841614,None,10,image2,6,image1,image2,"['low', 'low']",0.7,0.3,006,001,2024-11-14_09h53.46.848,实验程序1.0,2024.2.4,60.003263978885926,2024-11-14 09h53.57.314971 +0800,
37,0,37,j,0.32677480019629,None,,,,,37,0,37,0,207.53241970017552,,,,,,,,,,,,,,,,,,,,,,,,,,,207.5228086002171,207.53241970017552,208.75287969969213,208.40289109945297,,210.43353469856083,j,0.32677480019629,None,0,image2,5,image1,image2,"['low', 'low', 'low']",0.7,0.3,006,001,2024-11-14_09h53.46.848,实验程序1.0,2024.2.4,60.003263978885926,2024-11-14 09h53.57.314971 +0800,
38,0,38,j,0.6550761982798576,None,,,,,38,0,38,0,210.54463929869235,,,,,,,,,,,,,,,,,,,,,,,,,,,210.53529530018568,210.54463929869235,212.06967569887638,211.38657590001822,212.06967569887638,214.04507420025766,j,0.6550761982798576,None,10,image1,4,image1,image2,"['low', 'low', 'low', 'high']",0.7,0.3,006,001,2024-11-14_09h53.46.848,实验程序1.0,2024.2.4,60.003263978885926,2024-11-14 09h53.57.314971 +0800,
39,0,39,f,0.3424685001373291,None,,,,,39,0,39,0,214.09495009854436,,,,,,,,,,,,,,,,,,,,,,,,,,,214.08628209866583,214.09495009854436,215.55280909873545,215.18648890033364,215.55280909873545,217.2640153001994,f,0.3424685001373291,None,10,image1,3,image1,image2,"['low', 'low', 'low', 'high', 'high']",0.7,0.3,006,001,2024-11-14_09h53.46.848,实验程序1.0,2024.2.4,60.003263978885926,2024-11-14 09h53.57.314971 +0800,
40,0,40,f,0.4676756002008915,None,,,,,40,0,40,0,217.3139710985124,,,,,,,,,,,,,,,,,,,,,,,,,,,217.30496439896524,217.3139710985124,219.82003559917212,219.3361309003085,219.82003559917212,221.4580271989107,f,0.4676756002008915,None,10,image1,2,image1,image2,"['low', 'low', 'low', 'high', 'high', 'high']",0.7,0.3,006,001,2024-11-14_09h53.46.848,实验程序1.0,2024.2.4,60.003263978885926,2024-11-14 09h53.57.314971 +0800,
41,0,41,j,0.4615639001131058,None,,,,,41,0,41,0,221.50818559899926,,,,,,,,,,,,,,,,,,,,,,,,,,,221.4993164986372,221.50818559899926,222.92051089927554,222.43613889999688,222.92051089927554,225.7908468991518,j,0.4615639001131058,None,0,image1,1,image1,image2,"['low', 'low', 'high', 'high', 'high', 'high']",0.7,0.3,006,001,2024-11-14_09h53.46.848,实验程序1.0,2024.2.4,60.003263978885926,2024-11-14 09h53.57.314971 +0800,
42,0,42,f,0.4315106999129057,None,,,,,42,0,42,0,225.84088199958205,,,,,,,,,,,,,,,,,,,,,,,,,,,225.8319990001619,225.84088199958205,228.28630349971354,227.83610310032964,228.28630349971354,230.47313369996846,f,0.4315106999129057,None,10,image2,0,image1,image2,"['low', 'high', 'high', 'high', 'high', 'low']",0.7,0.3,006,001,2024-11-14_09h53.46.848,实验程序1.0,2024.2.4,60.003263978885926,2024-11-14 09h53.57.314971 +0800,
43,0,43,f,0.4040259011089802,None,,,,,43,0,43,0,230.58330469951034,,,,,,,,,,,,,,,,,,,,,,,,,,,230.5734553001821,230.58330469951034,231.70375019870698,231.26944299973547,,233.79518439993262,f,0.4040259011089802,None,0,image2,-1,image1,image2,"['high', 'high', 'high', 'high', 'low', 'low']",0.7,0.3,006,001,2024-11-14_09h53.46.848,实验程序1.0,2024.2.4,60.003263978885926,2024-11-14 09h53.57.314971 +0800,
44,0,44,j,0.7439220994710922,None,,,,,44,0,44,0,233.84455639868975,,,,,,,,,,,,,,,,,,,,,,,,,,,233.83545059897006,233.84455639868975,236.55294509977102,235.7863647993654,236.55294509977102,238.2757254987955,j,0.7439220994710922,None,10,image1,-2,image1,image2,"['high', 'high', 'high', 'low', 'low', 'high']",0.7,0.3,006,001,2024-11-14_09h53.46.848,实验程序1.0,2024.2.4,60.003263978885926,2024-11-14 09h53.57.314971 +0800,
45,0,45,j,0.39594770036637783,None,,,,,45,0,45,0,238.3254468999803,,,,,,,,,,,,,,,,,,,,,,,,,,,238.3164037000388,238.3254468999803,240.30289880000055,239.88620369881392,240.30289880000055,241.91669789887965,j,0.39594770036637783,None,10,image1,-3,image1,image2,"['high', 'high', 'low', 'low', 'high', 'high']",0.7,0.3,006,001,2024-11-14_09h53.46.848,实验程序1.0,2024.2.4,60.003263978885926,2024-11-14 09h53.57.314971 +0800,
46,0,46,j,0.5314789991825819,None,,,,,46,0,46,0,241.96652469970286,,,,,,,,,,,,,,,,,,,,,,,,,,,241.9575168993324,241.96652469970286,243.05279029905796,242.50306949950755,,244.67667029984295,j,0.5314789991825819,None,10,image1,-4,image1,image2,"['high', 'low', 'low', 'high', 'high', 'high']",0.7,0.3,006,001,2024-11-14_09h53.46.848,实验程序1.0,2024.2.4,60.003263978885926,2024-11-14 09h53.57.314971 +0800,
47,0,47,f,0.48203189857304096,None,,,,,47,0,47,0,244.78841589950025,,,,,,,,,,,,,,,,,,,,,,,,,,,244.7793533001095,244.78841589950025,246.6194812003523,246.11943989992142,246.6194812003523,248.9032693989575,f,0.48203189857304096,None,10,image1,-5,image1,image2,"['low', 'low', 'high', 'high', 'high', 'high']",0.7,0.3,006,001,2024-11-14_09h53.46.848,实验程序1.0,2024.2.4,60.003263978885926,2024-11-14 09h53.57.314971 +0800,
48,0,48,j,0.4354873988777399,None,,,,,48,0,48,0,248.9538132995367,,,,,,,,,,,,,,,,,,,,,,,,,,,248.94486659951508,248.9538132995367,251.1365174986422,250.66979139856994,251.1365174986422,254.08532129973173,j,0.4354873988777399,None,10,image1,6,image2,image1,[],0.3,0.7,006,001,2024-11-14_09h53.46.848,实验程序1.0,2024.2.4,60.003263978885926,2024-11-14 09h53.57.314971 +0800,
49,0,49,j,0.38038420118391514,None,,,,,49,0,49,0,254.13532670028508,,,,,,,,,,,,,,,,,,,,,,,,,,,254.12576290033758,254.13532670028508,255.68627099879086,255.28699130006135,255.68627099879086,258.50387929938734,j,0.38038420118391514,None,0,image1,5,image2,image1,['low'],0.3,0.7,006,001,2024-11-14_09h53.46.848,实验程序1.0,2024.2.4,60.003263978885926,2024-11-14 09h53.57.314971 +0800,
50,0,50,j,0.3825366999953985,None,,,,,50,0,50,0,258.5547807998955,,,,,,,,,,,,,,,,,,,,,,,,,,,258.54565339908004,258.5547807998955,260.4194389991462,260.0195896998048,260.4194389991462,262.12730649858713,j,0.3825366999953985,None,10,image2,4,image2,image1,"['low', 'high']",0.3,0.7,006,001,2024-11-14_09h53.46.848,实验程序1.0,2024.2.4,60.003263978885926,2024-11-14 09h53.57.314971 +0800,
51,0,51,j,0.3869263995438814,None,,,,,51,0,51,0,262.177444299683,,,,,,,,,,,,,,,,,,,,,,,,,,,262.1686408985406,262.177444299683,264.10275069996715,263.68643669970334,264.10275069996715,266.9370267987251,j,0.3869263995438814,None,10,image2,3,image2,image1,"['low', 'high', 'high']",0.3,0.7,006,001,2024-11-14_09h53.46.848,实验程序1.0,2024.2.4,60.003263978885926,2024-11-14 09h53.57.314971 +0800,
52,0,52,j,0.41469370014965534,None,,,,,52,0,52,0,267.04677909985185,,,,,,,,,,,,,,,,,,,,,,,,,,,267.03773479908705,267.04677909985185,268.4362554997206,268.00383839942515,268.4362554997206,271.1832579988986,j,0.41469370014965534,None,10,image2,2,image2,image1,"['low', 'high', 'high', 'high']",0.3,0.7,006,001,2024-11-14_09h53.46.848,实验程序1.0,2024.2.4,60.003263978885926,2024-11-14 09h53.57.314971 +0800,
53,0,53,j,1.1798457987606525,None,,,,,53,0,53,0,271.23306399956346,,,,,,,,,,,,,,,,,,,,,,,,,,,271.2240498997271,271.23306399956346,273.88619500026107,272.68615349940956,273.88619500026107,276.2307989988476,j,1.1798457987606525,None,10,image2,1,image2,image1,"['low', 'high', 'high', 'high', 'high']",0.3,0.7,006,001,2024-11-14_09h53.46.848,实验程序1.0,2024.2.4,60.003263978885926,2024-11-14 09h53.57.314971 +0800,
54,0,54,j,0.4317517001181841,None,,,,,54,0,54,0,276.2805815991014,,,,,,,,,,,,,,,,,,,,,,,,,,,276.27185560017824,276.2805815991014,278.06945359893143,277.6196643989533,278.06945359893143,280.7835924997926,j,0.4317517001181841,None,10,image2,11,image1,image2,[],0.7,0.3,006,001,2024-11-14_09h53.46.848,实验程序1.0,2024.2.4,60.003263978885926,2024-11-14 09h53.57.314971 +0800,
55,0,55,j,0.364759000018239,None,,,,,55,0,55,0,280.8343324996531,,,,,,,,,,,,,,,,,,,,,,,,,,,280.8249810989946,280.8343324996531,282.6861573997885,282.30264510028064,282.6861573997885,285.09794369898736,j,0.364759000018239,None,0,image2,10,image1,image2,['low'],0.7,0.3,006,001,2024-11-14_09h53.46.848,实验程序1.0,2024.2.4,60.003263978885926,2024-11-14 09h53.57.314971 +0800,
