thisN,thisTrialN,thisRepN,key_resp.keys,key_resp.rt,key_resp.duration,trials_prac.thisRepN,trials_prac.thisTrialN,trials_prac.thisN,trials_prac.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,intro.started,intro1.started,key_resp_2.started,intro.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,intro_2.started,key_resp_4.started,key_resp_4.keys,key_resp_4.rt,key_resp_4.duration,start.started,start_trail.started,key_resp_3.started,start.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.duration,trail.started,frame.started,image1.stopped,image2.stopped,key_resp.started,trail.stopped,trials.key_resp.keys,trials.key_resp.rt,trials.key_resp.duration,reward_result,selected_image,buffer_trail,high_prob_image,low_prob_image,choice_history,image1_prob,image2_prob,participant,session,date,expName,psychopyVersion,frameRate,expStart,
20,0,20,f,0.7367535997182131,None,,,,,20,0,20,0,106.83884319942445,,,,,,,,,,,,,,,,,,,,,106.8301291000098,106.83884319942445,108.31951199937612,108.31951199937612,107.5530941998586,110.56405519973487,f,0.7367535997182131,None,10,image1,-8,image1,image2,"['low', 'low', 'high', 'high', 'high', 'high']",0.7,0.3,87,001,2025-03-04_10h37.42.179,实验程序1.0,2024.2.4,60.043940140475094,2025-03-04 10h37.51.468416 +0800,
21,0,21,f,0.4539323002099991,None,,,,,21,0,21,0,110.67604639939964,,,,,,,,,,,,,,,,,,,,,110.66720000002533,110.67604639939964,112.13650789950043,112.13650789950043,111.65306429937482,114.42974809929729,f,0.4539323002099991,None,10,image1,11,image2,image1,[],0.3,0.7,87,001,2025-03-04_10h37.42.179,实验程序1.0,2024.2.4,60.043940140475094,2025-03-04 10h37.51.468416 +0800,
22,0,22,f,0.4907368002459407,None,,,,,22,0,22,0,114.48147039953619,,,,,,,,,,,,,,,,,,,,,114.47237179987133,114.48147039953619,116.23651929944754,116.23651929944754,115.71961879916489,118.53460019920021,f,0.4907368002459407,None,10,image1,10,image2,image1,['low'],0.3,0.7,87,001,2025-03-04_10h37.42.179,实验程序1.0,2024.2.4,60.043940140475094,2025-03-04 10h37.51.468416 +0800,
23,0,23,j,0.9251247998327017,None,,,,,23,0,23,0,118.58840309921652,,,,,,,,,,,,,,,,,,,,,118.5795265994966,118.58840309921652,120.20306409988552,120.20306409988552,119.25320879928768,122.7866772999987,j,0.9251247998327017,None,0,image1,9,image2,image1,"['low', 'low']",0.3,0.7,87,001,2025-03-04_10h37.42.179,实验程序1.0,2024.2.4,60.043940140475094,2025-03-04 10h37.51.468416 +0800,
24,0,24,None,,,,,,,24,0,24,0,122.8398475991562,,,,,,,,,,,,,,,,,,,,,122.83074829913676,122.8398475991562,126.0865262998268,126.0865262998268,124.8531211996451,127.09083759970963,None,,,,,,,,,,,87,001,2025-03-04_10h37.42.179,实验程序1.0,2024.2.4,60.043940140475094,2025-03-04 10h37.51.468416 +0800,
25,0,25,f,0.3534376993775368,None,,,,,25,0,25,0,127.14322969969362,,,,,,,,,,,,,,,,,,,,,127.13399829994887,127.14322969969362,129.16147519927472,129.16147519927472,128.75306689925492,131.46206659916788,f,0.3534376993775368,None,0,image1,8,image2,image1,"['low', 'low', 'low']",0.3,0.7,87,001,2025-03-04_10h37.42.179,实验程序1.0,2024.2.4,60.043940140475094,2025-03-04 10h37.51.468416 +0800,
26,0,26,f,0.4482318991795182,None,,,,,26,0,26,0,131.51532319933176,,,,,,,,,,,,,,,,,,,,,131.50638019945472,131.51532319933176,133.43629049975425,133.43629049975425,132.9700082000345,135.27628099918365,f,0.4482318991795182,None,0,image1,7,image2,image1,"['low', 'low', 'low', 'low']",0.3,0.7,87,001,2025-03-04_10h37.42.179,实验程序1.0,2024.2.4,60.043940140475094,2025-03-04 10h37.51.468416 +0800,
27,0,27,j,0.31488109938800335,None,,,,,27,0,27,0,135.32979889959097,,,,,,,,,,,,,,,,,,,,,135.3208962995559,135.32979889959097,,136.46979839913547,136.1366711994633,138.40976959932595,j,0.31488109938800335,None,10,image2,6,image2,image1,"['low', 'low', 'low', 'low', 'high']",0.3,0.7,87,001,2025-03-04_10h37.42.179,实验程序1.0,2024.2.4,60.043940140475094,2025-03-04 10h37.51.468416 +0800,
28,0,28,f,0.6608504001051188,None,,,,,28,0,28,0,138.46346889995039,,,,,,,,,,,,,,,,,,,,,138.4531237995252,138.46346889995039,140.1534515991807,140.1534515991807,139.47032839991152,142.0146508999169,f,0.6608504001051188,None,10,image2,5,image2,image1,"['low', 'low', 'low', 'low', 'high', 'high']",0.3,0.7,87,001,2025-03-04_10h37.42.179,实验程序1.0,2024.2.4,60.043940140475094,2025-03-04 10h37.51.468416 +0800,
29,0,29,j,0.46843659970909357,None,,,,,29,0,29,0,142.06789919920266,,,,,,,,,,,,,,,,,,,,,142.05845639947802,142.06789919920266,144.58810749929398,144.58810749929398,144.08653139974922,146.83428229950368,j,0.46843659970909357,None,0,image1,4,image2,image1,"['low', 'low', 'low', 'high', 'high', 'low']",0.3,0.7,87,001,2025-03-04_10h37.42.179,实验程序1.0,2024.2.4,60.043940140475094,2025-03-04 10h37.51.468416 +0800,
30,0,30,f,0.35750219970941544,None,,,,,30,0,30,0,146.94437419995666,,,,,,,,,,,,,,,,,,,,,146.93532449938357,146.94437419995666,148.2368600992486,148.2368600992486,147.85322749987245,150.39539139997214,f,0.35750219970941544,None,0,image2,3,image2,image1,"['low', 'low', 'high', 'high', 'low', 'high']",0.3,0.7,87,001,2025-03-04_10h37.42.179,实验程序1.0,2024.2.4,60.043940140475094,2025-03-04 10h37.51.468416 +0800,
31,0,31,f,0.43667060043662786,None,,,,,31,0,31,0,150.44820529967546,,,,,,,,,,,,,,,,,,,,,150.43868829961866,150.44820529967546,151.92055269982666,151.92055269982666,151.4531742995605,154.17054109927267,f,0.43667060043662786,None,0,image1,2,image2,image1,"['low', 'high', 'high', 'low', 'high', 'low']",0.3,0.7,87,001,2025-03-04_10h37.42.179,实验程序1.0,2024.2.4,60.043940140475094,2025-03-04 10h37.51.468416 +0800,
32,0,32,f,0.5491452002897859,None,,,,,32,0,32,0,154.22321309987456,,,,,,,,,,,,,,,,,,,,,154.21393689978868,154.22321309987456,156.81967579945922,156.81967579945922,156.25314139947295,159.727634399198,f,0.5491452002897859,None,10,image1,1,image2,image1,"['high', 'high', 'low', 'high', 'low', 'low']",0.3,0.7,87,001,2025-03-04_10h37.42.179,实验程序1.0,2024.2.4,60.043940140475094,2025-03-04 10h37.51.468416 +0800,
33,0,33,j,1.2158198999240994,None,,,,,33,0,33,0,159.78184499964118,,,,,,,,,,,,,,,,,,,,,159.77136589959264,159.78184499964118,162.81972939986736,162.81972939986736,161.58659049961716,164.64604669995606,j,1.2158198999240994,None,0,image1,0,image2,image1,"['high', 'low', 'high', 'low', 'low', 'low']",0.3,0.7,87,001,2025-03-04_10h37.42.179,实验程序1.0,2024.2.4,60.043940140475094,2025-03-04 10h37.51.468416 +0800,
34,0,34,f,0.47806910052895546,None,,,,,34,0,34,0,164.75761900004,,,,,,,,,,,,,,,,,,,,,164.74845569953322,164.75761900004,167.1030877996236,167.1030877996236,166.60372689925134,169.5142602995038,f,0.47806910052895546,None,0,image1,-1,image2,image1,"['low', 'high', 'low', 'low', 'low', 'low']",0.3,0.7,87,001,2025-03-04_10h37.42.179,实验程序1.0,2024.2.4,60.043940140475094,2025-03-04 10h37.51.468416 +0800,
35,0,35,f,0.409166700206697,None,,,,,35,0,35,0,169.56882959976792,,,,,,,,,,,,,,,,,,,,,169.55916069913656,169.56882959976792,171.60366549994797,171.60366549994797,171.1697956994176,173.58530709985644,f,0.409166700206697,None,0,image1,-2,image2,image1,"['high', 'low', 'low', 'low', 'low', 'low']",0.3,0.7,87,001,2025-03-04_10h37.42.179,实验程序1.0,2024.2.4,60.043940140475094,2025-03-04 10h37.51.468416 +0800,
36,0,36,f,1.0934677999466658,None,,,,,36,0,36,0,173.63766339980066,,,,,,,,,,,,,,,,,,,,,173.62886709999293,173.63766339980066,175.76965829916298,175.76965829916298,174.65307739935815,177.59898819960654,f,1.0934677999466658,None,10,image2,-3,image2,image1,"['low', 'low', 'low', 'low', 'low', 'high']",0.3,0.7,87,001,2025-03-04_10h37.42.179,实验程序1.0,2024.2.4,60.043940140475094,2025-03-04 10h37.51.468416 +0800,
37,0,37,f,0.46695580054074526,None,,,,,37,0,37,0,177.6529484000057,,,,,,,,,,,,,,,,,,,,,177.64271849952638,177.6529484000057,179.40375589951873,179.40375589951873,178.91978169977665,181.84813159983605,f,0.46695580054074526,None,0,image2,-4,image2,image1,"['low', 'low', 'low', 'low', 'high', 'high']",0.3,0.7,87,001,2025-03-04_10h37.42.179,实验程序1.0,2024.2.4,60.043940140475094,2025-03-04 10h37.51.468416 +0800,
38,0,38,j,0.5452771000564098,None,,,,,38,0,38,0,181.90145949926227,,,,,,,,,,,,,,,,,,,,,181.89206769969314,181.90145949926227,183.32041679974645,183.32041679974645,182.7530111996457,184.94245949946344,j,0.5452771000564098,None,10,image2,-5,image2,image1,"['low', 'low', 'low', 'high', 'high', 'high']",0.3,0.7,87,001,2025-03-04_10h37.42.179,实验程序1.0,2024.2.4,60.043940140475094,2025-03-04 10h37.51.468416 +0800,
39,0,39,j,0.44111389946192503,None,,,,,39,0,39,0,185.05334019940346,,,,,,,,,,,,,,,,,,,,,185.0445850994438,185.05334019940346,186.41974619962275,186.41974619962275,185.95334079954773,188.5459886994213,j,0.44111389946192503,None,0,image2,-6,image2,image1,"['low', 'low', 'high', 'high', 'high', 'high']",0.3,0.7,87,001,2025-03-04_10h37.42.179,实验程序1.0,2024.2.4,60.043940140475094,2025-03-04 10h37.51.468416 +0800,
40,0,40,f,0.47231430001556873,None,,,,,40,0,40,0,188.59984019957483,,,,,,,,,,,,,,,,,,,,,188.59051639959216,188.59984019957483,189.85321819968522,189.85321819968522,189.35386849939823,192.7374321995303,f,0.47231430001556873,None,0,image1,-7,image2,image1,"['low', 'high', 'high', 'high', 'high', 'low']",0.3,0.7,87,001,2025-03-04_10h37.42.179,实验程序1.0,2024.2.4,60.043940140475094,2025-03-04 10h37.51.468416 +0800,
41,0,41,f,0.4009521994739771,None,,,,,41,0,41,0,192.789250199683,,,,,,,,,,,,,,,,,,,,,192.78032349981368,192.789250199683,194.78694579936564,194.78694579936564,194.3697599992156,197.2408411996439,f,0.4009521994739771,None,0,image1,-8,image2,image1,"['high', 'high', 'high', 'high', 'low', 'low']",0.3,0.7,87,001,2025-03-04_10h37.42.179,实验程序1.0,2024.2.4,60.043940140475094,2025-03-04 10h37.51.468416 +0800,
42,0,42,j,0.41175939980894327,None,,,,,42,0,42,0,197.29347050003707,,,,,,,,,,,,,,,,,,,,,197.28388499934226,197.29347050003707,199.5199249992147,199.5199249992147,199.08658919949085,201.78750019986182,j,0.41175939980894327,None,10,image1,-9,image2,image1,"['high', 'high', 'high', 'low', 'low', 'low']",0.3,0.7,87,001,2025-03-04_10h37.42.179,实验程序1.0,2024.2.4,60.043940140475094,2025-03-04 10h37.51.468416 +0800,
43,0,43,j,0.9044510005041957,None,,,,,43,0,43,0,201.8988520996645,,,,,,,,,,,,,,,,,,,,,201.8899764996022,201.8988520996645,204.7197487996891,204.7197487996891,203.7866567997262,206.75777889974415,j,0.9044510005041957,None,10,image2,-10,image2,image1,"['high', 'high', 'low', 'low', 'low', 'high']",0.3,0.7,87,001,2025-03-04_10h37.42.179,实验程序1.0,2024.2.4,60.043940140475094,2025-03-04 10h37.51.468416 +0800,
44,0,44,j,0.665641600266099,None,,,,,44,0,44,0,206.81087909918278,,,,,,,,,,,,,,,,,,,,,206.8017452992499,206.81087909918278,208.85332820005715,208.85332820005715,208.1698642000556,210.64444839954376,j,0.665641600266099,None,0,image1,-11,image2,image1,"['high', 'low', 'low', 'low', 'high', 'low']",0.3,0.7,87,001,2025-03-04_10h37.42.179,实验程序1.0,2024.2.4,60.043940140475094,2025-03-04 10h37.51.468416 +0800,
45,0,45,j,0.7427387004718184,None,,,,,45,0,45,0,210.69672129955143,,,,,,,,,,,,,,,,,,,,,210.68787049967796,210.69672129955143,212.37002859916538,212.37002859916538,211.60379679966718,214.96520629990846,j,0.7427387004718184,None,0,image1,-12,image2,image1,"['low', 'low', 'low', 'high', 'low', 'low']",0.3,0.7,87,001,2025-03-04_10h37.42.179,实验程序1.0,2024.2.4,60.043940140475094,2025-03-04 10h37.51.468416 +0800,
46,0,46,f,0.7266723997890949,None,,,,,46,0,46,0,215.0184861999005,,,,,,,,,,,,,,,,,,,,,215.00898599997163,215.0184861999005,217.38664579950273,217.38664579950273,216.63660619966686,219.2836235994473,f,0.7266723997890949,None,0,image1,-13,image2,image1,"['low', 'low', 'high', 'low', 'low', 'low']",0.3,0.7,87,001,2025-03-04_10h37.42.179,实验程序1.0,2024.2.4,60.043940140475094,2025-03-04 10h37.51.468416 +0800,
47,0,47,j,0.6938744997605681,None,,,,,47,0,47,0,219.33732909988612,,,,,,,,,,,,,,,,,,,,,219.32758439984173,219.33732909988612,221.75316659919918,221.75316659919918,221.03652739990503,223.80319889914244,j,0.6938744997605681,None,0,image1,-14,image2,image1,"['low', 'high', 'low', 'low', 'low', 'low']",0.3,0.7,87,001,2025-03-04_10h37.42.179,实验程序1.0,2024.2.4,60.043940140475094,2025-03-04 10h37.51.468416 +0800,
48,0,48,j,0.31772470008581877,None,,,,,48,0,48,0,223.91393309924752,,,,,,,,,,,,,,,,,,,,,223.9043373996392,223.91393309924752,225.98683389928192,225.98683389928192,225.63718479964882,228.29291339963675,j,0.31772470008581877,None,10,image1,-15,image2,image1,"['high', 'low', 'low', 'low', 'low', 'low']",0.3,0.7,87,001,2025-03-04_10h37.42.179,实验程序1.0,2024.2.4,60.043940140475094,2025-03-04 10h37.51.468416 +0800,
49,0,49,j,0.6282628998160362,None,,,,,49,0,49,0,228.34526139963418,,,,,,,,,,,,,,,,,,,,,228.33628239948303,228.34526139963418,229.91970139928162,229.91970139928162,229.26999909989536,231.61025869939476,j,0.6282628998160362,None,0,image1,-16,image2,image1,"['low', 'low', 'low', 'low', 'low', 'low']",0.3,0.7,87,001,2025-03-04_10h37.42.179,实验程序1.0,2024.2.4,60.043940140475094,2025-03-04 10h37.51.468416 +0800,
50,0,50,f,0.4828489003702998,None,,,,,50,0,50,0,231.66296629980206,,,,,,,,,,,,,,,,,,,,,231.65348319988698,231.66296629980206,,232.8367657000199,232.3364026993513,234.57730999961495,f,0.4828489003702998,None,10,image2,-17,image2,image1,"['low', 'low', 'low', 'low', 'low', 'high']",0.3,0.7,87,001,2025-03-04_10h37.42.179,实验程序1.0,2024.2.4,60.043940140475094,2025-03-04 10h37.51.468416 +0800,
51,0,51,f,0.7232690006494522,None,,,,,51,0,51,0,234.62979150004685,,,,,,,,,,,,,,,,,,,,,234.620860199444,234.62979150004685,236.05313829984516,236.05313829984516,235.3038053996861,238.85869529936463,f,0.7232690006494522,None,0,image1,-18,image2,image1,"['low', 'low', 'low', 'low', 'high', 'low']",0.3,0.7,87,001,2025-03-04_10h37.42.179,实验程序1.0,2024.2.4,60.043940140475094,2025-03-04 10h37.51.468416 +0800,
52,0,52,j,0.6329893004149199,None,,,,,52,0,52,0,238.97413939982653,,,,,,,,,,,,,,,,,,,,,238.96474189963192,238.97413939982653,241.00333639979362,241.00333639979362,240.3533392995596,243.55018819961697,j,0.6329893004149199,None,0,image1,-19,image2,image1,"['low', 'low', 'low', 'high', 'low', 'low']",0.3,0.7,87,001,2025-03-04_10h37.42.179,实验程序1.0,2024.2.4,60.043940140475094,2025-03-04 10h37.51.468416 +0800,
53,0,53,j,0.47556160017848015,None,,,,,53,0,53,0,243.60347409918904,,,,,,,,,,,,,,,,,,,,,243.59433859959245,243.60347409918904,245.2031717998907,245.2031717998907,244.70310229994357,247.79357619956136,j,0.47556160017848015,None,0,image1,-20,image2,image1,"['low', 'low', 'high', 'low', 'low', 'low']",0.3,0.7,87,001,2025-03-04_10h37.42.179,实验程序1.0,2024.2.4,60.043940140475094,2025-03-04 10h37.51.468416 +0800,
54,0,54,j,0.560500499792397,None,,,,,54,0,54,0,247.84569179918617,,,,,,,,,,,,,,,,,,,,,247.83700619917363,247.84569179918617,249.20313220005482,249.20313220005482,248.619767899625,250.7285582991317,j,0.560500499792397,None,10,image1,-21,image2,image1,"['low', 'high', 'low', 'low', 'low', 'low']",0.3,0.7,87,001,2025-03-04_10h37.42.179,实验程序1.0,2024.2.4,60.043940140475094,2025-03-04 10h37.51.468416 +0800,
