thisN,thisTrialN,thisRepN,key_resp.keys,key_resp.rt,key_resp.duration,trials_prac.thisRepN,trials_prac.thisTrialN,trials_prac.thisN,trials_prac.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,intro.started,intro1.started,key_resp_2.started,intro.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,intro_2.started,key_resp_4.started,key_resp_4.keys,key_resp_4.rt,key_resp_4.duration,prac_frame.started,prac_image2.stopped,prac_key_resp.started,prac_image1.stopped,trials_prac.prac_key_resp.keys,trials_prac.prac_key_resp.rt,trials_prac.prac_key_resp.duration,prac_key_resp.stopped,start.started,start_trail.started,key_resp_3.started,start.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.duration,trail.started,frame.started,image2.stopped,key_resp.started,trail.stopped,trials.key_resp.keys,trials.key_resp.rt,trials.key_resp.duration,reward_result,selected_image,buffer_trail,high_prob_image,low_prob_image,choice_history,image1_prob,image2_prob,image1.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart,
7,0,7,j,0.7657437999996546,None,,,,,7,0,7,0,68.3527911000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68.3457896000009,68.3527911000001,69.85710080000081,69.07371580000017,72.76885840000068,j,0.7657437999996546,None,10,image2,-3,image2,image1,"['low', 'low', 'low', 'low', 'low', 'high']",0.3,0.7,69.85710080000081,14,001,2024-11-16_10h43.33.115,实验程序1.0,2024.2.4,59.983684437765014,2024-11-16 10h43.40.768978 +0800,
8,0,8,j,0.49288009999963833,None,,,,,8,0,8,0,72.82481870000083,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72.8174710000003,72.82481870000083,74.02366660000007,73.50694790000034,76.19043010000041,j,0.49288009999963833,None,0,image2,-4,image2,image1,"['low', 'low', 'low', 'low', 'high', 'high']",0.3,0.7,,14,001,2024-11-16_10h43.33.115,实验程序1.0,2024.2.4,59.983684437765014,2024-11-16 10h43.40.768978 +0800,
9,0,9,j,0.8155857000001561,None,,,,,9,0,9,0,76.23740690000068,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76.23010200000044,76.23740690000068,77.64039780000076,76.80702720000045,79.53182000000015,j,0.8155857000001561,None,10,image1,-5,image2,image1,"['low', 'low', 'low', 'high', 'high', 'low']",0.3,0.7,77.64039780000076,14,001,2024-11-16_10h43.33.115,实验程序1.0,2024.2.4,59.983684437765014,2024-11-16 10h43.40.768978 +0800,
10,0,10,f,0.458059300000059,None,,,,,10,0,10,0,79.57785460000014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79.57061550000071,79.57785460000014,81.05697650000002,80.57370900000024,83.3898992000004,f,0.458059300000059,None,0,image1,-6,image2,image1,"['low', 'low', 'high', 'high', 'low', 'low']",0.3,0.7,81.05697650000002,14,001,2024-11-16_10h43.33.115,实验程序1.0,2024.2.4,59.983684437765014,2024-11-16 10h43.40.768978 +0800,
11,0,11,j,0.4993624999997337,None,,,,,11,0,11,0,83.4367684000008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83.42941180000071,83.4367684000008,85.04051360000085,84.52365740000005,87.02311410000038,j,0.4993624999997337,None,10,image2,-7,image2,image1,"['low', 'high', 'high', 'low', 'low', 'high']",0.3,0.7,85.04051360000085,14,001,2024-11-16_10h43.33.115,实验程序1.0,2024.2.4,59.983684437765014,2024-11-16 10h43.40.768978 +0800,
12,0,12,j,0.5159931999996843,None,,,,,12,0,12,0,87.11817400000018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87.1110761000009,87.11817400000018,89.42367220000051,88.89054800000031,91.83990280000035,j,0.5159931999996843,None,10,image2,-8,image2,image1,"['high', 'high', 'low', 'low', 'high', 'high']",0.3,0.7,89.42367220000051,14,001,2024-11-16_10h43.33.115,实验程序1.0,2024.2.4,59.983684437765014,2024-11-16 10h43.40.768978 +0800,
13,0,13,j,0.4195638000001054,None,,,,,13,0,13,0,91.89330400000017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91.88629830000082,91.89330400000017,94.35701900000004,93.90708630000063,96.48890430000029,j,0.4195638000001054,None,10,image2,-9,image2,image1,"['high', 'low', 'low', 'high', 'high', 'high']",0.3,0.7,94.35701900000004,14,001,2024-11-16_10h43.33.115,实验程序1.0,2024.2.4,59.983684437765014,2024-11-16 10h43.40.768978 +0800,
14,0,14,j,0.5728603999996267,None,,,,,14,0,14,0,96.54021790000024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96.5330313000004,96.54021790000024,98.49019560000033,97.89039530000082,100.17908570000054,j,0.5728603999996267,None,0,image2,-10,image2,image1,"['low', 'low', 'high', 'high', 'high', 'high']",0.3,0.7,98.49019560000033,14,001,2024-11-16_10h43.33.115,实验程序1.0,2024.2.4,59.983684437765014,2024-11-16 10h43.40.768978 +0800,
15,0,15,j,0.9399154999991879,None,,,,,15,0,15,0,100.22477560000061,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.21765030000006,100.22477560000061,102.89035950000016,101.92368380000062,105.21273940000083,j,0.9399154999991879,None,0,image1,-11,image2,image1,"['low', 'high', 'high', 'high', 'high', 'low']",0.3,0.7,102.89035950000016,14,001,2024-11-16_10h43.33.115,实验程序1.0,2024.2.4,59.983684437765014,2024-11-16 10h43.40.768978 +0800,
16,0,16,j,0.6356045000002268,None,,,,,16,0,16,0,105.3151654000003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105.3081860000002,105.3151654000003,106.59026360000007,105.92361580000033,109.30080930000076,j,0.6356045000002268,None,0,image2,7,image1,image2,[],0.7,0.3,106.59026360000007,14,001,2024-11-16_10h43.33.115,实验程序1.0,2024.2.4,59.983684437765014,2024-11-16 10h43.40.768978 +0800,
17,0,17,j,0.48838209999939863,None,,,,,17,0,17,0,109.35265410000011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109.34530940000059,109.35265410000011,111.72359810000034,111.20732660000067,114.16543170000023,j,0.48838209999939863,None,10,image1,6,image1,image2,['high'],0.7,0.3,111.72359810000034,14,001,2024-11-16_10h43.33.115,实验程序1.0,2024.2.4,59.983684437765014,2024-11-16 10h43.40.768978 +0800,
18,0,18,f,0.4790936999997939,None,,,,,18,0,18,0,114.21611670000038,,,,,,,,,,,,,,,,,,,,,,,,,,,,,114.20914020000055,114.21611670000038,115.94031100000029,115.44020900000032,118.81713330000002,f,0.4790936999997939,None,0,image1,5,image1,image2,"['high', 'high']",0.7,0.3,115.94031100000029,14,001,2024-11-16_10h43.33.115,实验程序1.0,2024.2.4,59.983684437765014,2024-11-16 10h43.40.768978 +0800,
19,0,19,j,0.4322604999997566,None,,,,,19,0,19,0,118.86987760000011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,118.86260140000013,118.86987760000011,120.65705480000088,120.20696700000008,122.70825720000084,j,0.4322604999997566,None,10,image2,4,image1,image2,"['high', 'high', 'low']",0.7,0.3,120.65705480000088,14,001,2024-11-16_10h43.33.115,实验程序1.0,2024.2.4,59.983684437765014,2024-11-16 10h43.40.768978 +0800,
20,0,20,j,0.4287395999999717,None,,,,,20,0,20,0,122.76021050000054,,,,,,,,,,,,,,,,,,,,,,,,,,,,,122.75302160000047,122.76021050000054,124.55692520000048,124.10721520000061,126.10426240000015,j,0.4287395999999717,None,0,image2,3,image1,image2,"['high', 'high', 'low', 'low']",0.7,0.3,124.55692520000048,14,001,2024-11-16_10h43.33.115,实验程序1.0,2024.2.4,59.983684437765014,2024-11-16 10h43.40.768978 +0800,
21,0,21,f,0.5788126999996166,None,,,,,21,0,21,0,126.20292470000004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,126.19557590000022,126.20292470000004,127.57359180000003,126.97362410000005,129.16264470000078,f,0.5788126999996166,None,0,image2,2,image1,image2,"['high', 'high', 'low', 'low', 'low']",0.7,0.3,127.57359180000003,14,001,2024-11-16_10h43.33.115,实验程序1.0,2024.2.4,59.983684437765014,2024-11-16 10h43.40.768978 +0800,
22,0,22,f,0.33720959999936895,None,,,,,22,0,22,0,129.21587950000048,,,,,,,,,,,,,,,,,,,,,,,,,,,,,129.20863410000038,129.21587950000048,130.94039320000047,130.57355000000007,133.53831020000052,f,0.33720959999936895,None,10,image1,1,image1,image2,"['high', 'high', 'low', 'low', 'low', 'high']",0.7,0.3,130.94039320000047,14,001,2024-11-16_10h43.33.115,实验程序1.0,2024.2.4,59.983684437765014,2024-11-16 10h43.40.768978 +0800,
23,0,23,j,0.41926670000066224,None,,,,,23,0,23,0,133.58463820000088,,,,,,,,,,,,,,,,,,,,,,,,,,,,,133.5773433000004,133.58463820000088,134.99030630000016,134.54033580000032,137.67103850000058,j,0.41926670000066224,None,10,image1,0,image1,image2,"['high', 'low', 'low', 'low', 'high', 'high']",0.7,0.3,134.99030630000016,14,001,2024-11-16_10h43.33.115,实验程序1.0,2024.2.4,59.983684437765014,2024-11-16 10h43.40.768978 +0800,
24,0,24,f,0.3548101000005772,None,,,,,24,0,24,0,137.71727590000046,,,,,,,,,,,,,,,,,,,,,,,,,,,,,137.7102605,137.71727590000046,140.10707820000061,139.72369460000027,141.77637700000014,f,0.3548101000005772,None,0,image1,-1,image1,image2,"['low', 'low', 'low', 'high', 'high', 'high']",0.7,0.3,140.10707820000061,14,001,2024-11-16_10h43.33.115,实验程序1.0,2024.2.4,59.983684437765014,2024-11-16 10h43.40.768978 +0800,
25,0,25,f,0.34202559999994264,None,,,,,25,0,25,0,141.88052310000057,,,,,,,,,,,,,,,,,,,,,,,,,,,,,141.87317750000057,141.88052310000057,143.02370560000054,142.6571795000009,144.5524443000004,f,0.34202559999994264,None,0,image2,-2,image1,image2,"['low', 'low', 'high', 'high', 'high', 'low']",0.7,0.3,,14,001,2024-11-16_10h43.33.115,实验程序1.0,2024.2.4,59.983684437765014,2024-11-16 10h43.40.768978 +0800,
26,0,26,j,0.5458587000002808,None,,,,,26,0,26,0,144.59805680000045,,,,,,,,,,,,,,,,,,,,,,,,,,,,,144.59110640000017,144.59805680000045,146.34031080000022,145.77372530000048,148.5879420000001,j,0.5458587000002808,None,0,image2,-3,image1,image2,"['low', 'high', 'high', 'high', 'low', 'low']",0.7,0.3,146.34031080000022,14,001,2024-11-16_10h43.33.115,实验程序1.0,2024.2.4,59.983684437765014,2024-11-16 10h43.40.768978 +0800,
27,0,27,j,0.398795500000233,None,,,,,27,0,27,0,148.63367590000053,,,,,,,,,,,,,,,,,,,,,,,,,,,,,148.62668870000016,148.63367590000053,150.04041830000006,149.6236826000004,152.37951630000043,j,0.398795500000233,None,10,image1,-4,image1,image2,"['high', 'high', 'high', 'low', 'low', 'high']",0.7,0.3,150.04041830000006,14,001,2024-11-16_10h43.33.115,实验程序1.0,2024.2.4,59.983684437765014,2024-11-16 10h43.40.768978 +0800,
28,0,28,f,0.4020487999996476,None,,,,,28,0,28,0,152.4301815000008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,152.42303990000073,152.4301815000008,154.17358110000077,153.74039060000086,156.38312610000048,f,0.4020487999996476,None,10,image1,-5,image1,image2,"['high', 'high', 'low', 'low', 'high', 'high']",0.7,0.3,154.17358110000077,14,001,2024-11-16_10h43.33.115,实验程序1.0,2024.2.4,59.983684437765014,2024-11-16 10h43.40.768978 +0800,
29,0,29,f,0.5221004000004541,None,,,,,29,0,29,0,156.43709450000006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,156.4297249000001,156.43709450000006,158.69030610000027,158.14034340000035,161.07356360000085,f,0.5221004000004541,None,10,image1,-6,image1,image2,"['high', 'low', 'low', 'high', 'high', 'high']",0.7,0.3,158.69030610000027,14,001,2024-11-16_10h43.33.115,实验程序1.0,2024.2.4,59.983684437765014,2024-11-16 10h43.40.768978 +0800,
30,0,30,f,0.3604146999996374,None,,,,,30,0,30,0,161.17467170000054,,,,,,,,,,,,,,,,,,,,,,,,,,,,,161.16727620000074,161.17467170000054,163.19030610000027,162.8070000000007,165.51650400000017,f,0.3604146999996374,None,10,image1,-7,image1,image2,"['low', 'low', 'high', 'high', 'high', 'high']",0.7,0.3,163.19030610000027,14,001,2024-11-16_10h43.33.115,实验程序1.0,2024.2.4,59.983684437765014,2024-11-16 10h43.40.768978 +0800,
31,0,31,j,0.5163322999997035,None,,,,,31,0,31,0,165.56978590000017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,165.5624039000004,165.56978590000017,167.8402911000003,167.3069542000003,170.45904120000068,j,0.5163322999997035,None,10,image1,8,image2,image1,[],0.3,0.7,167.8402911000003,14,001,2024-11-16_10h43.33.115,实验程序1.0,2024.2.4,59.983684437765014,2024-11-16 10h43.40.768978 +0800,
32,0,32,f,0.32429940000019997,None,,,,,32,0,32,0,170.51261950000026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,170.5054686000003,170.51261950000026,172.45705280000038,172.10697510000045,174.81243750000067,f,0.32429940000019997,None,0,image1,7,image2,image1,['low'],0.3,0.7,172.45705280000038,14,001,2024-11-16_10h43.33.115,实验程序1.0,2024.2.4,59.983684437765014,2024-11-16 10h43.40.768978 +0800,
33,0,33,f,0.39854490000016085,None,,,,,33,0,33,0,174.86744310000086,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.86025570000038,174.86744310000086,177.27372380000088,176.8568518000002,178.9293077000002,f,0.39854490000016085,None,0,image1,6,image2,image1,"['low', 'low']",0.3,0.7,177.27372380000088,14,001,2024-11-16_10h43.33.115,实验程序1.0,2024.2.4,59.983684437765014,2024-11-16 10h43.40.768978 +0800,
34,0,34,j,0.612207799999851,None,,,,,34,0,34,0,179.03357290000076,,,,,,,,,,,,,,,,,,,,,,,,,,,,,179.0264074000006,179.03357290000076,180.32362270000067,179.69032450000032,183.26813050000055,j,0.612207799999851,None,0,image1,5,image2,image1,"['low', 'low', 'low']",0.3,0.7,180.32362270000067,14,001,2024-11-16_10h43.33.115,实验程序1.0,2024.2.4,59.983684437765014,2024-11-16 10h43.40.768978 +0800,
35,0,35,j,0.4079415999995035,None,,,,,35,0,35,0,183.3147396000004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,183.30768530000023,183.3147396000004,185.65702920000058,185.2236311000006,187.4849180000001,j,0.4079415999995035,None,10,image2,4,image2,image1,"['low', 'low', 'low', 'high']",0.3,0.7,185.65702920000058,14,001,2024-11-16_10h43.33.115,实验程序1.0,2024.2.4,59.983684437765014,2024-11-16 10h43.40.768978 +0800,
36,0,36,j,0.3743021000000226,None,,,,,36,0,36,0,187.53681620000043,,,,,,,,,,,,,,,,,,,,,,,,,,,,,187.52939950000018,187.53681620000043,189.07377070000075,188.6736522000001,191.53761020000002,j,0.3743021000000226,None,0,image2,3,image2,image1,"['low', 'low', 'low', 'high', 'high']",0.3,0.7,189.07377070000075,14,001,2024-11-16_10h43.33.115,实验程序1.0,2024.2.4,59.983684437765014,2024-11-16 10h43.40.768978 +0800,
37,0,37,f,0.5379547000002276,None,,,,,37,0,37,0,191.58324640000046,,,,,,,,,,,,,,,,,,,,,,,,,,,,,191.5759611000003,191.58324640000046,193.12375490000068,192.55721280000034,195.6547683000008,f,0.5379547000002276,None,0,image1,2,image2,image1,"['low', 'low', 'low', 'high', 'high', 'low']",0.3,0.7,193.12375490000068,14,001,2024-11-16_10h43.33.115,实验程序1.0,2024.2.4,59.983684437765014,2024-11-16 10h43.40.768978 +0800,
38,0,38,f,0.4129393999992317,None,,,,,38,0,38,0,195.75786440000047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,195.75061330000062,195.75786440000047,197.74024650000047,197.30700760000036,200.25871560000087,f,0.4129393999992317,None,10,image2,1,image2,image1,"['low', 'low', 'high', 'high', 'low', 'high']",0.3,0.7,197.74024650000047,14,001,2024-11-16_10h43.33.115,实验程序1.0,2024.2.4,59.983684437765014,2024-11-16 10h43.40.768978 +0800,
39,0,39,j,0.4788642000003165,None,,,,,39,0,39,0,200.31043170000066,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200.30332420000013,200.31043170000066,202.34024320000026,201.8403659000005,204.57771570000023,j,0.4788642000003165,None,10,image2,0,image2,image1,"['low', 'high', 'high', 'low', 'high', 'high']",0.3,0.7,202.34024320000026,14,001,2024-11-16_10h43.33.115,实验程序1.0,2024.2.4,59.983684437765014,2024-11-16 10h43.40.768978 +0800,
40,0,40,j,0.42448960000001534,None,,,,,40,0,40,0,204.62942510000084,,,,,,,,,,,,,,,,,,,,,,,,,,,,,204.6222869000003,204.62942510000084,206.8569567000004,206.40691200000037,209.58480710000003,j,0.42448960000001534,None,0,image2,22,image1,image2,[],0.7,0.3,206.8569567000004,14,001,2024-11-16_10h43.33.115,实验程序1.0,2024.2.4,59.983684437765014,2024-11-16 10h43.40.768978 +0800,
41,0,41,f,0.30577119999998104,None,,,,,41,0,41,0,209.63933670000006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,209.6319506000009,209.63933670000006,211.30703490000087,210.97381960000075,213.39978090000022,f,0.30577119999998104,None,10,image1,21,image1,image2,['high'],0.7,0.3,211.30703490000087,14,001,2024-11-16_10h43.33.115,实验程序1.0,2024.2.4,59.983684437765014,2024-11-16 10h43.40.768978 +0800,
42,0,42,f,0.46591760000046634,None,,,,,42,0,42,0,213.45325480000065,,,,,,,,,,,,,,,,,,,,,,,,,,,,,213.44605730000058,213.45325480000065,215.85695000000032,215.37371920000078,217.56057000000055,f,0.46591760000046634,None,10,image1,20,image1,image2,"['high', 'high']",0.7,0.3,215.85695000000032,14,001,2024-11-16_10h43.33.115,实验程序1.0,2024.2.4,59.983684437765014,2024-11-16 10h43.40.768978 +0800,
43,0,43,f,0.3975522999999157,None,,,,,43,0,43,0,217.66862560000027,,,,,,,,,,,,,,,,,,,,,,,,,,,,,217.6613900000002,217.66862560000027,219.89032560000032,219.47362500000054,221.60506200000054,f,0.3975522999999157,None,10,image1,19,image1,image2,"['high', 'high', 'high']",0.7,0.3,219.89032560000032,14,001,2024-11-16_10h43.33.115,实验程序1.0,2024.2.4,59.983684437765014,2024-11-16 10h43.40.768978 +0800,
44,0,44,f,0.3882731999992757,None,,,,,44,0,44,0,221.65161250000074,,,,,,,,,,,,,,,,,,,,,,,,,,,,,221.6446304000001,221.65161250000074,223.32369870000002,222.90703340000073,226.2329516000009,f,0.3882731999992757,None,0,image1,18,image1,image2,"['high', 'high', 'high', 'high']",0.7,0.3,223.32369870000002,14,001,2024-11-16_10h43.33.115,实验程序1.0,2024.2.4,59.983684437765014,2024-11-16 10h43.40.768978 +0800,
45,0,45,j,0.36665090000042255,None,,,,,45,0,45,0,226.28646310000022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,226.27896800000053,226.28646310000022,227.60701560000052,227.22367170000052,229.95846940000047,j,0.36665090000042255,None,0,image2,17,image1,image2,"['high', 'high', 'high', 'high', 'low']",0.7,0.3,227.60701560000052,14,001,2024-11-16_10h43.33.115,实验程序1.0,2024.2.4,59.983684437765014,2024-11-16 10h43.40.768978 +0800,
46,0,46,j,0.4413068000003477,None,,,,,46,0,46,0,230.00912580000022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,230.00195520000034,230.00912580000022,232.05714850000004,231.5902661,234.7028831000007,j,0.4413068000003477,None,10,image1,16,image1,image2,"['high', 'high', 'high', 'high', 'low', 'high']",0.7,0.3,232.05714850000004,14,001,2024-11-16_10h43.33.115,实验程序1.0,2024.2.4,59.983684437765014,2024-11-16 10h43.40.768978 +0800,
47,0,47,f,0.448270699999739,None,,,,,47,0,47,0,234.80766420000054,,,,,,,,,,,,,,,,,,,,,,,,,,,,,234.80057920000036,234.80766420000054,236.45724620000055,235.99033000000054,238.167367,f,0.448270699999739,None,0,image1,15,image1,image2,"['high', 'high', 'high', 'low', 'high', 'high']",0.7,0.3,236.45724620000055,14,001,2024-11-16_10h43.33.115,实验程序1.0,2024.2.4,59.983684437765014,2024-11-16 10h43.40.768978 +0800,
48,0,48,f,0.3241008000004513,None,,,,,48,0,48,0,238.22100670000054,,,,,,,,,,,,,,,,,,,,,,,,,,,,,238.21359490000032,238.22100670000054,240.07354770000074,239.72352910000063,242.56198830000085,f,0.3241008000004513,None,0,image1,14,image1,image2,"['high', 'high', 'low', 'high', 'high', 'high']",0.7,0.3,240.07354770000074,14,001,2024-11-16_10h43.33.115,实验程序1.0,2024.2.4,59.983684437765014,2024-11-16 10h43.40.768978 +0800,
49,0,49,f,0.3381091999999626,None,,,,,49,0,49,0,242.60881410000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,242.60172450000027,242.60881410000002,244.50721310000063,244.14035130000048,247.07887160000064,f,0.3381091999999626,None,10,image2,13,image1,image2,"['high', 'low', 'high', 'high', 'high', 'low']",0.7,0.3,244.50721310000063,14,001,2024-11-16_10h43.33.115,实验程序1.0,2024.2.4,59.983684437765014,2024-11-16 10h43.40.768978 +0800,
50,0,50,j,0.5267966999999771,None,,,,,50,0,50,0,247.12973840000086,,,,,,,,,,,,,,,,,,,,,,,,,,,,,247.12272310000026,247.12973840000086,248.8070391000001,248.25705150000067,250.7027921000008,j,0.5267966999999771,None,0,image2,12,image1,image2,"['low', 'high', 'high', 'high', 'low', 'low']",0.7,0.3,248.8070391000001,14,001,2024-11-16_10h43.33.115,实验程序1.0,2024.2.4,59.983684437765014,2024-11-16 10h43.40.768978 +0800,
51,0,51,f,0.4700398999993922,None,,,,,51,0,51,0,250.75315670000055,,,,,,,,,,,,,,,,,,,,,,,,,,,,,250.74578810000003,250.75315670000055,252.17365980000068,251.67379360000086,253.8895848000002,f,0.4700398999993922,None,0,image1,11,image1,image2,"['high', 'high', 'high', 'low', 'low', 'high']",0.7,0.3,252.17365980000068,14,001,2024-11-16_10h43.33.115,实验程序1.0,2024.2.4,59.983684437765014,2024-11-16 10h43.40.768978 +0800,
