thisN,thisTrialN,thisRepN,key_resp.keys,key_resp.rt,key_resp.duration,trials_prac.thisRepN,trials_prac.thisTrialN,trials_prac.thisN,trials_prac.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,intro.started,intro1.started,key_resp_2.started,intro.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,intro_2.started,key_resp_4.started,key_resp_4.keys,key_resp_4.rt,key_resp_4.duration,prac_frame.started,prac_image2.stopped,prac_key_resp.started,prac_image1.stopped,prac_key_resp.stopped,trials_prac.prac_key_resp.keys,trials_prac.prac_key_resp.rt,trials_prac.prac_key_resp.duration,start.started,start_trail.started,key_resp_3.started,start.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.duration,trail.started,frame.started,image1.stopped,image2.stopped,key_resp.started,trail.stopped,trials.key_resp.keys,trials.key_resp.rt,trials.key_resp.duration,reward_result,selected_image,buffer_trail,high_prob_image,low_prob_image,choice_history,image1_prob,image2_prob,participant,session,date,expName,psychopyVersion,frameRate,expStart,
22,0,22,f,0.5682656000001316,None,,,,,22,0,22,0,136.5954160000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,136.5865600000002,136.5954160000001,137.91598,137.91598,137.3321969000001,139.59973830000013,f,0.5682656000001316,None,0,image1,4,image2,image1,"['low', 'low', 'low']",0.3,0.7,18,001,2024-11-15_20h10.27.445,实验程序1.0,2024.2.4,59.839605920269044,2024-11-15 20h10.44.057439 +0800,
23,0,23,j,0.8160119000001487,None,,,,,23,0,23,0,139.6508755000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,139.64145770000005,139.6508755000002,141.46553820000008,141.46553820000008,140.63276380000002,143.0921561,j,0.8160119000001487,None,0,image1,3,image2,image1,"['low', 'low', 'low', 'low']",0.3,0.7,18,001,2024-11-15_20h10.27.445,实验程序1.0,2024.2.4,59.839605920269044,2024-11-15 20h10.44.057439 +0800,
24,0,24,j,0.6983913000001394,None,,,,,24,0,24,0,143.1438925,,,,,,,,,,,,,,,,,,,,,,,,,,,,,143.13470540000003,143.1438925,145.0988487000002,145.0988487000002,144.38224600000012,147.70150910000007,j,0.6983913000001394,None,10,image1,2,image2,image1,"['low', 'low', 'low', 'low', 'low']",0.3,0.7,18,001,2024-11-15_20h10.27.445,实验程序1.0,2024.2.4,59.839605920269044,2024-11-15 20h10.44.057439 +0800,
25,0,25,j,0.42712490000008074,None,,,,,25,0,25,0,147.81029790000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,147.80149770000003,147.81029790000002,,149.03216770000017,148.58244680000007,151.63648690000014,j,0.42712490000008074,None,0,image1,1,image2,image1,"['low', 'low', 'low', 'low', 'low', 'low']",0.3,0.7,18,001,2024-11-15_20h10.27.445,实验程序1.0,2024.2.4,59.839605920269044,2024-11-15 20h10.44.057439 +0800,
26,0,26,j,0.44071899999994457,None,,,,,26,0,26,0,151.68712160000018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,151.6782505000001,151.68712160000018,153.68215280000004,153.68215280000004,153.21573980000016,156.5827382,j,0.44071899999994457,None,0,image1,0,image2,image1,"['low', 'low', 'low', 'low', 'low', 'low']",0.3,0.7,18,001,2024-11-15_20h10.27.445,实验程序1.0,2024.2.4,59.839605920269044,2024-11-15 20h10.44.057439 +0800,
27,0,27,j,0.5146812000000409,None,,,,,27,0,27,0,156.63338540000018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,156.6242099000001,156.63338540000018,,157.76559850000012,157.23205500000017,159.69979130000002,j,0.5146812000000409,None,10,image2,-1,image2,image1,"['low', 'low', 'low', 'low', 'low', 'high']",0.3,0.7,18,001,2024-11-15_20h10.27.445,实验程序1.0,2024.2.4,59.839605920269044,2024-11-15 20h10.44.057439 +0800,
28,0,28,j,0.4228642000000491,None,,,,,28,0,28,0,159.7510890000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,159.7423252000001,159.7510890000001,161.7320274000001,161.7320274000001,161.28279580000003,163.5471100000002,j,0.4228642000000491,None,0,image2,-2,image2,image1,"['low', 'low', 'low', 'low', 'high', 'high']",0.3,0.7,18,001,2024-11-15_20h10.27.445,实验程序1.0,2024.2.4,59.839605920269044,2024-11-15 20h10.44.057439 +0800,
29,0,29,j,0.8991257999998652,None,,,,,29,0,29,0,163.65820410000015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,163.6490543,163.65820410000015,165.26539070000013,165.26539070000013,164.34889750000002,168.22425250000015,j,0.8991257999998652,None,0,image1,-3,image2,image1,"['low', 'low', 'low', 'high', 'high', 'low']",0.3,0.7,18,001,2024-11-15_20h10.27.445,实验程序1.0,2024.2.4,59.839605920269044,2024-11-15 20h10.44.057439 +0800,
30,0,30,f,0.44306030000007013,None,,,,,30,0,30,0,168.27509120000013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,168.26604910000015,168.27509120000013,170.61564510000017,170.61564510000017,170.1489769000002,172.24178310000002,f,0.44306030000007013,None,10,image2,-4,image2,image1,"['low', 'low', 'high', 'high', 'low', 'high']",0.3,0.7,18,001,2024-11-15_20h10.27.445,实验程序1.0,2024.2.4,59.839605920269044,2024-11-15 20h10.44.057439 +0800,
31,0,31,f,0.4673754000000372,None,,,,,31,0,31,0,172.29355370000007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,172.28446940000003,172.29355370000007,174.44938220000017,174.44938220000017,173.96547600000008,176.14796050000018,f,0.4673754000000372,None,10,image2,-5,image2,image1,"['low', 'high', 'high', 'low', 'high', 'high']",0.3,0.7,18,001,2024-11-15_20h10.27.445,实验程序1.0,2024.2.4,59.839605920269044,2024-11-15 20h10.44.057439 +0800,
32,0,32,j,0.8272363000000951,None,,,,,32,0,32,0,176.19890490000012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,176.1894020000002,176.19890490000012,179.0320726,179.0320726,178.1820017,180.70300970000017,j,0.8272363000000951,None,0,image2,6,image1,image2,[],0.7,0.3,18,001,2024-11-15_20h10.27.445,实验程序1.0,2024.2.4,59.839605920269044,2024-11-15 20h10.44.057439 +0800,
33,0,33,j,0.6315208999999413,None,,,,,33,0,33,0,180.7534336000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,180.7445911000002,180.7534336000001,182.94894360000012,182.94894360000012,182.2988842000002,185.77100100000007,j,0.6315208999999413,None,10,image2,5,image1,image2,['low'],0.7,0.3,18,001,2024-11-15_20h10.27.445,实验程序1.0,2024.2.4,59.839605920269044,2024-11-15 20h10.44.057439 +0800,
34,0,34,f,0.4709886999999071,None,,,,,34,0,34,0,185.88043030000017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,185.8712676,185.88043030000017,187.38225510000007,187.38225510000007,186.8823245000001,188.9533457,f,0.4709886999999071,None,10,image2,4,image1,image2,"['low', 'low']",0.7,0.3,18,001,2024-11-15_20h10.27.445,实验程序1.0,2024.2.4,59.839605920269044,2024-11-15 20h10.44.057439 +0800,
35,0,35,j,0.6497890000000552,None,,,,,35,0,35,0,189.00441790000013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,188.9951546000002,189.00441790000013,191.66534920000004,191.66534920000004,190.99900270000012,194.4061227000002,j,0.6497890000000552,None,0,image2,3,image1,image2,"['low', 'low', 'low']",0.7,0.3,18,001,2024-11-15_20h10.27.445,实验程序1.0,2024.2.4,59.839605920269044,2024-11-15 20h10.44.057439 +0800,
36,0,36,j,0.5149529000000257,None,,,,,36,0,36,0,194.4581991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,194.4478528000002,194.4581991,196.73218410000004,196.73218410000004,196.19898250000006,199.50295400000005,j,0.5149529000000257,None,0,image1,2,image1,image2,"['low', 'low', 'low', 'high']",0.7,0.3,18,001,2024-11-15_20h10.27.445,实验程序1.0,2024.2.4,59.839605920269044,2024-11-15 20h10.44.057439 +0800,
37,0,37,None,,,,,,,37,0,37,0,199.55491730000017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,199.54637790000015,199.55491730000017,201.98260240000013,201.98260240000013,200.7489654000001,202.9849607000001,None,,,,,,,,,,,18,001,2024-11-15_20h10.27.445,实验程序1.0,2024.2.4,59.839605920269044,2024-11-15 20h10.44.057439 +0800,
38,0,38,j,0.32192090000012286,None,,,,,38,0,38,0,203.09720860000016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,203.08814670000015,203.09720860000016,204.34888590000014,204.34888590000014,203.9990428000001,205.84515090000014,j,0.32192090000012286,None,0,image1,1,image1,image2,"['low', 'low', 'low', 'high', 'high']",0.7,0.3,18,001,2024-11-15_20h10.27.445,实验程序1.0,2024.2.4,59.839605920269044,2024-11-15 20h10.44.057439 +0800,
39,0,39,f,0.5529226000001017,None,,,,,39,0,39,0,205.8955953000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,205.8868394000001,205.8955953000002,208.0152918000001,208.0152918000001,207.43190890000005,210.43641930000013,f,0.5529226000001017,None,10,image1,0,image1,image2,"['low', 'low', 'low', 'high', 'high', 'high']",0.7,0.3,18,001,2024-11-15_20h10.27.445,实验程序1.0,2024.2.4,59.839605920269044,2024-11-15 20h10.44.057439 +0800,
40,0,40,f,0.42694589999996424,None,,,,,40,0,40,0,210.48681380000016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,210.47789280000006,210.48681380000016,211.7985834000001,211.7985834000001,211.3493343,214.1831989000002,f,0.42694589999996424,None,10,image1,-1,image1,image2,"['low', 'low', 'high', 'high', 'high', 'high']",0.7,0.3,18,001,2024-11-15_20h10.27.445,实验程序1.0,2024.2.4,59.839605920269044,2024-11-15 20h10.44.057439 +0800,
41,0,41,j,0.6825297000000319,None,,,,,41,0,41,0,214.2349723000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,214.2261168,214.2349723000002,215.88195740000015,215.88195740000015,215.18259060000014,218.27926380000008,j,0.6825297000000319,None,10,image1,6,image2,image1,[],0.3,0.7,18,001,2024-11-15_20h10.27.445,实验程序1.0,2024.2.4,59.839605920269044,2024-11-15 20h10.44.057439 +0800,
42,0,42,f,0.4818606000001182,None,,,,,42,0,42,0,218.33021730000019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,218.32069880000017,218.33021730000019,,219.5319965000001,219.0320180000001,221.70542750000004,f,0.4818606000001182,None,10,image1,5,image2,image1,['low'],0.3,0.7,18,001,2024-11-15_20h10.27.445,实验程序1.0,2024.2.4,59.839605920269044,2024-11-15 20h10.44.057439 +0800,
43,0,43,j,0.4114263999999821,None,,,,,43,0,43,0,221.81561820000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,221.80607780000014,221.81561820000002,,222.7986374000002,222.3656059,225.1511733000002,j,0.4114263999999821,None,0,image1,4,image2,image1,"['low', 'low']",0.3,0.7,18,001,2024-11-15_20h10.27.445,实验程序1.0,2024.2.4,59.839605920269044,2024-11-15 20h10.44.057439 +0800,
44,0,44,f,0.4503801000000749,None,,,,,44,0,44,0,225.2021774000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,225.19339910000008,225.2021774000002,227.4486264000002,227.4486264000002,226.9819731,230.3809474000002,f,0.4503801000000749,None,0,image1,3,image2,image1,"['low', 'low', 'low']",0.3,0.7,18,001,2024-11-15_20h10.27.445,实验程序1.0,2024.2.4,59.839605920269044,2024-11-15 20h10.44.057439 +0800,
45,0,45,j,0.5147507000001497,None,,,,,45,0,45,0,230.43200690000003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,230.42270660000008,230.43200690000003,231.7488939000002,231.7488939000002,231.2155103,234.12681020000014,j,0.5147507000001497,None,10,image2,2,image2,image1,"['low', 'low', 'low', 'high']",0.3,0.7,18,001,2024-11-15_20h10.27.445,实验程序1.0,2024.2.4,59.839605920269044,2024-11-15 20h10.44.057439 +0800,
46,0,46,j,0.5073300999999901,None,,,,,46,0,46,0,234.1778445,,,,,,,,,,,,,,,,,,,,,,,,,,,,,234.1686476000002,234.1778445,236.08197250000012,236.08197250000012,235.5488008000002,238.15740210000013,j,0.5073300999999901,None,10,image2,1,image2,image1,"['low', 'low', 'low', 'high', 'high']",0.3,0.7,18,001,2024-11-15_20h10.27.445,实验程序1.0,2024.2.4,59.839605920269044,2024-11-15 20h10.44.057439 +0800,
47,0,47,f,0.589896299999964,None,,,,,47,0,47,0,238.26805290000016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,238.259098,238.26805290000016,239.9487670000001,239.9487670000001,239.33225140000013,241.50666150000006,f,0.589896299999964,None,10,image2,0,image2,image1,"['low', 'low', 'low', 'high', 'high', 'high']",0.3,0.7,18,001,2024-11-15_20h10.27.445,实验程序1.0,2024.2.4,59.839605920269044,2024-11-15 20h10.44.057439 +0800,
48,0,48,j,0.6545495000000301,None,,,,,48,0,48,0,241.55770170000005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,241.54894230000014,241.55770170000005,243.14892670000017,243.14892670000017,242.4660609,245.18274830000018,j,0.6545495000000301,None,10,image2,-1,image2,image1,"['low', 'low', 'high', 'high', 'high', 'high']",0.3,0.7,18,001,2024-11-15_20h10.27.445,实验程序1.0,2024.2.4,59.839605920269044,2024-11-15 20h10.44.057439 +0800,
49,0,49,f,0.7374115000000074,None,,,,,49,0,49,0,245.23347620000004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,245.2245444,245.23347620000004,246.78199560000007,246.78199560000007,246.0153498000002,249.6928203,f,0.7374115000000074,None,10,image2,7,image1,image2,[],0.7,0.3,18,001,2024-11-15_20h10.27.445,实验程序1.0,2024.2.4,59.839605920269044,2024-11-15 20h10.44.057439 +0800,
50,0,50,f,0.6026405000000068,None,,,,,50,0,50,0,249.7441342000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,249.7354252,249.7441342000002,251.61555190000013,251.61555190000013,250.9820539000002,253.3845434000002,f,0.6026405000000068,None,0,image2,6,image1,image2,['low'],0.7,0.3,18,001,2024-11-15_20h10.27.445,实验程序1.0,2024.2.4,59.839605920269044,2024-11-15 20h10.44.057439 +0800,
51,0,51,j,0.5921546000001854,None,,,,,51,0,51,0,253.4350578000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,253.4259969000002,253.4350578000001,255.44861090000018,255.44861090000018,254.8323494000001,257.52742750000016,j,0.5921546000001854,None,10,image2,5,image1,image2,"['low', 'low']",0.7,0.3,18,001,2024-11-15_20h10.27.445,实验程序1.0,2024.2.4,59.839605920269044,2024-11-15 20h10.44.057439 +0800,
52,0,52,None,,,,,,,52,0,52,0,257.6370918,,,,,,,,,,,,,,,,,,,,,,,,,,,,,257.62823730000014,257.6370918,260.7321772,260.7321772,259.49863330000017,261.7344206,None,,,,,,,,,,,18,001,2024-11-15_20h10.27.445,实验程序1.0,2024.2.4,59.839605920269044,2024-11-15 20h10.44.057439 +0800,
53,0,53,j,0.5485979999998563,None,,,,,53,0,53,0,261.78590010000016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,261.7769412,261.78590010000016,263.0988212000002,263.0988212000002,262.53206050000017,265.90127270000016,j,0.5485979999998563,None,10,image1,4,image1,image2,"['low', 'low', 'high']",0.7,0.3,18,001,2024-11-15_20h10.27.445,实验程序1.0,2024.2.4,59.839605920269044,2024-11-15 20h10.44.057439 +0800,
