thisN,thisTrialN,thisRepN,key_resp.keys,key_resp.rt,key_resp.duration,trials_prac.thisRepN,trials_prac.thisTrialN,trials_prac.thisN,trials_prac.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,intro.started,intro1.started,key_resp_2.started,intro.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,intro_2.started,key_resp_4.started,key_resp_4.keys,key_resp_4.rt,key_resp_4.duration,prac_frame.started,prac_image2.stopped,prac_key_resp.started,prac_image1.stopped,trials_prac.prac_key_resp.keys,trials_prac.prac_key_resp.rt,trials_prac.prac_key_resp.duration,prac_key_resp.stopped,start.started,start_trail.started,key_resp_3.started,start.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.duration,trail.started,frame.started,image2.stopped,key_resp.started,image1.stopped,trail.stopped,trials.key_resp.keys,trials.key_resp.rt,trials.key_resp.duration,reward_result,selected_image,buffer_trail,high_prob_image,low_prob_image,choice_history,image1_prob,image2_prob,participant,session,date,expName,psychopyVersion,frameRate,expStart,
8,0,8,j,0.44328719999975874,None,,,,,8,0,8,0,69.9020986000005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69.89502919999995,69.9020986000005,71.11912810000013,70.65239949999977,,73.2204585999998,j,0.44328719999975874,None,0,image2,-6,image1,image2,"['low', 'high', 'high', 'low', 'high', 'low']",0.7,0.3,7,001,2024-11-18_11h15.01.523,实验程序1.0,2024.2.4,60.030459455240404,2024-11-18 11h15.10.557646 +0800,
9,0,9,f,0.6885846000004676,None,,,,,9,0,9,0,73.27138720000039,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.2642649999998,73.27138720000039,75.86871289999999,75.15232530000048,75.86871289999999,77.83917110000039,f,0.6885846000004676,None,10,image1,-7,image1,image2,"['high', 'high', 'low', 'high', 'low', 'high']",0.7,0.3,7,001,2024-11-18_11h15.01.523,实验程序1.0,2024.2.4,60.030459455240404,2024-11-18 11h15.10.557646 +0800,
10,0,10,j,0.8676912000000812,None,,,,,10,0,10,0,77.89153650000026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77.88438490000044,77.89153650000026,79.36902780000037,78.4690472000002,79.36902780000037,82.2032779000001,j,0.8676912000000812,None,0,image1,-8,image1,image2,"['high', 'low', 'high', 'low', 'high', 'high']",0.7,0.3,7,001,2024-11-18_11h15.01.523,实验程序1.0,2024.2.4,60.030459455240404,2024-11-18 11h15.10.557646 +0800,
11,0,11,j,0.4321393000000171,None,,,,,11,0,11,0,82.25456029999987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82.24758960000054,82.25456029999987,84.5858304000003,84.13573509999969,84.5858304000003,86.91516020000017,j,0.4321393000000171,None,10,image1,-9,image1,image2,"['low', 'high', 'low', 'high', 'high', 'high']",0.7,0.3,7,001,2024-11-18_11h15.01.523,实验程序1.0,2024.2.4,60.030459455240404,2024-11-18 11h15.10.557646 +0800,
12,0,12,f,0.3620847000001959,None,,,,,12,0,12,0,87.01342999999997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87.00636099999974,87.01342999999997,89.10243830000036,88.71903759999987,89.10243830000036,91.3168297000002,f,0.3620847000001959,None,0,image1,13,image2,image1,[],0.3,0.7,7,001,2024-11-18_11h15.01.523,实验程序1.0,2024.2.4,60.030459455240404,2024-11-18 11h15.10.557646 +0800,
13,0,13,f,0.34727899999961664,None,,,,,13,0,13,0,91.36129669999991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91.35426439999992,91.36129669999991,92.81929769999988,92.45239779999974,92.81929769999988,95.45796410000003,f,0.34727899999961664,None,10,image1,12,image2,image1,['low'],0.3,0.7,7,001,2024-11-18_11h15.01.523,实验程序1.0,2024.2.4,60.030459455240404,2024-11-18 11h15.10.557646 +0800,
14,0,14,j,0.3795842999998058,None,,,,,14,0,14,0,95.50746069999968,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.50015390000044,95.50746069999968,96.86912190000021,96.46904520000044,96.86912190000021,99.75641160000032,j,0.3795842999998058,None,0,image1,11,image2,image1,"['low', 'low']",0.3,0.7,7,001,2024-11-18_11h15.01.523,实验程序1.0,2024.2.4,60.030459455240404,2024-11-18 11h15.10.557646 +0800,
15,0,15,j,0.3465987999998106,None,,,,,15,0,15,0,99.8010561000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.79386429999977,99.8010561000001,102.03581089999989,101.66920250000021,102.03581089999989,104.19629179999993,j,0.3465987999998106,None,10,image1,10,image2,image1,"['low', 'low', 'low']",0.3,0.7,7,001,2024-11-18_11h15.01.523,实验程序1.0,2024.2.4,60.030459455240404,2024-11-18 11h15.10.557646 +0800,
16,0,16,j,0.45286229999965144,None,,,,,16,0,16,0,104.29554740000003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104.28848339999968,104.29554740000003,105.70247810000001,105.21898789999977,105.70247810000001,107.41173170000002,j,0.45286229999965144,None,0,image1,9,image2,image1,"['low', 'low', 'low', 'low']",0.3,0.7,7,001,2024-11-18_11h15.01.523,实验程序1.0,2024.2.4,60.030459455240404,2024-11-18 11h15.10.557646 +0800,
17,0,17,f,0.6445268999996188,None,,,,,17,0,17,0,107.46230680000008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,107.45524470000055,107.46230680000008,108.91913110000041,108.25250020000021,108.91913110000041,111.14655310000035,f,0.6445268999996188,None,10,image1,8,image2,image1,"['low', 'low', 'low', 'low', 'low']",0.3,0.7,7,001,2024-11-18_11h15.01.523,实验程序1.0,2024.2.4,60.030459455240404,2024-11-18 11h15.10.557646 +0800,
18,0,18,f,0.3389200999999957,None,,,,,18,0,18,0,111.19125200000053,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111.18402650000007,111.19125200000053,112.65238779999981,112.2858226999997,112.65238779999981,115.20810220000021,f,0.3389200999999957,None,0,image1,7,image2,image1,"['low', 'low', 'low', 'low', 'low', 'low']",0.3,0.7,7,001,2024-11-18_11h15.01.523,实验程序1.0,2024.2.4,60.030459455240404,2024-11-18 11h15.10.557646 +0800,
19,0,19,f,0.3883353999999599,None,,,,,19,0,19,0,115.25684210000054,,,,,,,,,,,,,,,,,,,,,,,,,,,,,115.24958179999976,115.25684210000054,116.46914650000053,116.05248829999982,,119.10317560000021,f,0.3883353999999599,None,0,image1,6,image2,image1,"['low', 'low', 'low', 'low', 'low', 'low']",0.3,0.7,7,001,2024-11-18_11h15.01.523,实验程序1.0,2024.2.4,60.030459455240404,2024-11-18 11h15.10.557646 +0800,
20,0,20,j,0.33832449999954406,None,,,,,20,0,20,0,119.15366509999967,,,,,,,,,,,,,,,,,,,,,,,,,,,,,119.14621480000005,119.15366509999967,120.86900549999973,120.50272620000032,120.86900549999973,122.94574910000028,j,0.33832449999954406,None,10,image2,5,image2,image1,"['low', 'low', 'low', 'low', 'low', 'high']",0.3,0.7,7,001,2024-11-18_11h15.01.523,实验程序1.0,2024.2.4,60.030459455240404,2024-11-18 11h15.10.557646 +0800,
21,0,21,f,0.3804217000006247,None,,,,,21,0,21,0,123.04538270000012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,123.03837019999992,123.04538270000012,125.23582220000026,124.83583480000016,125.23582220000026,126.71270780000032,f,0.3804217000006247,None,10,image2,4,image2,image1,"['low', 'low', 'low', 'low', 'high', 'high']",0.3,0.7,7,001,2024-11-18_11h15.01.523,实验程序1.0,2024.2.4,60.030459455240404,2024-11-18 11h15.10.557646 +0800,
22,0,22,j,0.4296457000000373,None,,,,,22,0,22,0,126.75720679999995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,126.75020599999971,126.75720679999995,127.8858465000003,127.43571690000044,,130.28762050000023,j,0.4296457000000373,None,0,image2,3,image2,image1,"['low', 'low', 'low', 'high', 'high', 'high']",0.3,0.7,7,001,2024-11-18_11h15.01.523,实验程序1.0,2024.2.4,60.030459455240404,2024-11-18 11h15.10.557646 +0800,
23,0,23,j,0.5019412999999986,None,,,,,23,0,23,0,130.3412653000005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,130.33415520000017,130.3412653000005,132.73584930000015,132.2023807000005,132.73584930000015,134.34817010000006,j,0.5019412999999986,None,0,image2,2,image2,image1,"['low', 'low', 'high', 'high', 'high', 'high']",0.3,0.7,7,001,2024-11-18_11h15.01.523,实验程序1.0,2024.2.4,60.030459455240404,2024-11-18 11h15.10.557646 +0800,
24,0,24,f,0.5405502999992677,None,,,,,24,0,24,0,134.39257950000047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,134.3855822000005,134.39257950000047,136.20251069999995,135.63577220000025,136.20251069999995,138.53552889999992,f,0.5405502999992677,None,0,image1,1,image2,image1,"['low', 'high', 'high', 'high', 'high', 'low']",0.3,0.7,7,001,2024-11-18_11h15.01.523,实验程序1.0,2024.2.4,60.030459455240404,2024-11-18 11h15.10.557646 +0800,
25,0,25,f,0.35257329999967624,None,,,,,25,0,25,0,138.63736100000006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,138.62989449999986,138.63736100000006,140.50242460000027,140.11909819999983,140.50242460000027,142.7610606999997,f,0.35257329999967624,None,0,image2,3,image1,image2,[],0.7,0.3,7,001,2024-11-18_11h15.01.523,实验程序1.0,2024.2.4,60.030459455240404,2024-11-18 11h15.10.557646 +0800,
26,0,26,j,0.3566406999998435,None,,,,,26,0,26,0,142.80934330000036,,,,,,,,,,,,,,,,,,,,,,,,,,,,,142.8021260000005,142.80934330000036,144.61911239999972,144.2358475000001,144.61911239999972,146.42237550000027,j,0.3566406999998435,None,0,image2,2,image1,image2,['low'],0.7,0.3,7,001,2024-11-18_11h15.01.523,实验程序1.0,2024.2.4,60.030459455240404,2024-11-18 11h15.10.557646 +0800,
27,0,27,f,0.2757754999993267,None,,,,,27,0,27,0,146.4729637999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,146.46582820000003,146.4729637999999,148.76917700000013,148.46905570000035,148.76917700000013,150.46497050000016,f,0.2757754999993267,None,10,image1,1,image1,image2,"['low', 'high']",0.7,0.3,7,001,2024-11-18_11h15.01.523,实验程序1.0,2024.2.4,60.030459455240404,2024-11-18 11h15.10.557646 +0800,
28,0,28,f,0.3679210000000239,None,,,,,28,0,28,0,150.51749629999995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150.51012940000055,150.51749629999995,151.56920199999968,151.16923550000047,,154.0923487,f,0.3679210000000239,None,10,image1,0,image1,image2,"['low', 'high', 'high']",0.7,0.3,7,001,2024-11-18_11h15.01.523,实验程序1.0,2024.2.4,60.030459455240404,2024-11-18 11h15.10.557646 +0800,
29,0,29,j,0.48216259999935573,None,,,,,29,0,29,0,154.14236400000027,,,,,,,,,,,,,,,,,,,,,,,,,,,,,154.13520510000035,154.14236400000027,155.40248280000014,154.9023976999997,155.40248280000014,156.9628356000003,j,0.48216259999935573,None,0,image1,-1,image1,image2,"['low', 'high', 'high', 'high']",0.7,0.3,7,001,2024-11-18_11h15.01.523,实验程序1.0,2024.2.4,60.030459455240404,2024-11-18 11h15.10.557646 +0800,
30,0,30,f,0.42739759999949456,None,,,,,30,0,30,0,157.00793760000033,,,,,,,,,,,,,,,,,,,,,,,,,,,,,157.00072770000043,157.00793760000033,158.1192203999999,157.66916149999997,,160.83067759999994,f,0.42739759999949456,None,0,image1,-2,image1,image2,"['low', 'high', 'high', 'high', 'high']",0.7,0.3,7,001,2024-11-18_11h15.01.523,实验程序1.0,2024.2.4,60.030459455240404,2024-11-18 11h15.10.557646 +0800,
31,0,31,j,0.26267680000000837,None,,,,,31,0,31,0,160.88029740000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,160.8731889999999,160.88029740000002,162.26914229999966,161.98606579999978,162.26914229999966,164.59871449999991,j,0.26267680000000837,None,0,image2,-3,image1,image2,"['low', 'high', 'high', 'high', 'high', 'low']",0.7,0.3,7,001,2024-11-18_11h15.01.523,实验程序1.0,2024.2.4,60.030459455240404,2024-11-18 11h15.10.557646 +0800,
32,0,32,j,0.4085480000003372,None,,,,,32,0,32,0,164.64735180000025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,164.64034360000005,164.64735180000025,165.9858138999998,165.5525306999998,165.9858138999998,167.8535824999999,j,0.4085480000003372,None,0,image1,3,image2,image1,[],0.3,0.7,7,001,2024-11-18_11h15.01.523,实验程序1.0,2024.2.4,60.030459455240404,2024-11-18 11h15.10.557646 +0800,
33,0,33,j,0.5557099000006929,None,,,,,33,0,33,0,167.89772369999991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,167.89046750000034,167.89772369999991,169.23607210000046,168.65266640000027,169.23607210000046,171.84675059999972,j,0.5557099000006929,None,10,image1,2,image2,image1,['low'],0.3,0.7,7,001,2024-11-18_11h15.01.523,实验程序1.0,2024.2.4,60.030459455240404,2024-11-18 11h15.10.557646 +0800,
34,0,34,f,0.36530840000068565,None,,,,,34,0,34,0,171.94265189999987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,171.9355458,171.94265189999987,173.18584139999984,172.80237709999983,173.18584139999984,175.34926019999966,f,0.36530840000068565,None,10,image1,1,image2,image1,"['low', 'low']",0.3,0.7,7,001,2024-11-18_11h15.01.523,实验程序1.0,2024.2.4,60.030459455240404,2024-11-18 11h15.10.557646 +0800,
35,0,35,f,0.4956936999997197,None,,,,,35,0,35,0,175.40175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,175.39441820000047,175.40175,176.68581390000054,176.1692376000001,176.68581390000054,178.24337650000052,f,0.4956936999997197,None,10,image1,0,image2,image1,"['low', 'low', 'low']",0.3,0.7,7,001,2024-11-18_11h15.01.523,实验程序1.0,2024.2.4,60.030459455240404,2024-11-18 11h15.10.557646 +0800,
36,0,36,j,0.5652514000003066,None,,,,,36,0,36,0,178.29399139999987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,178.28672350000033,178.29399139999987,179.98578220000036,179.4024761999999,179.98578220000036,182.89127220000046,j,0.5652514000003066,None,10,image1,-1,image2,image1,"['low', 'low', 'low', 'low']",0.3,0.7,7,001,2024-11-18_11h15.01.523,实验程序1.0,2024.2.4,60.030459455240404,2024-11-18 11h15.10.557646 +0800,
37,0,37,j,0.4724802999999156,None,,,,,37,0,37,0,182.93561320000026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,182.9283089999999,182.93561320000026,184.4525209000003,183.95256010000048,184.4525209000003,186.38526939999974,j,0.4724802999999156,None,0,image1,-2,image2,image1,"['low', 'low', 'low', 'low', 'low']",0.3,0.7,7,001,2024-11-18_11h15.01.523,实验程序1.0,2024.2.4,60.030459455240404,2024-11-18 11h15.10.557646 +0800,
38,0,38,j,0.4077562000002217,None,,,,,38,0,38,0,186.4885003999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,186.4812155999998,186.4885003999998,187.60259479999968,187.16927680000026,,189.90435979999984,j,0.4077562000002217,None,0,image1,-3,image2,image1,"['low', 'low', 'low', 'low', 'low', 'low']",0.3,0.7,7,001,2024-11-18_11h15.01.523,实验程序1.0,2024.2.4,60.030459455240404,2024-11-18 11h15.10.557646 +0800,
39,0,39,f,0.5731516000005286,None,,,,,39,0,39,0,189.9578121000004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,189.9507378999997,189.9578121000004,191.43587370000023,190.83591090000027,191.43587370000023,193.50174570000036,f,0.5731516000005286,None,0,image1,-4,image2,image1,"['low', 'low', 'low', 'low', 'low', 'low']",0.3,0.7,7,001,2024-11-18_11h15.01.523,实验程序1.0,2024.2.4,60.030459455240404,2024-11-18 11h15.10.557646 +0800,
40,0,40,j,0.31113550000009127,None,,,,,40,0,40,0,193.5461618999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,193.53894000000037,193.5461618999998,195.90272379999988,195.56905220000044,195.90272379999988,198.21636810000018,j,0.31113550000009127,None,10,image2,-5,image2,image1,"['low', 'low', 'low', 'low', 'low', 'high']",0.3,0.7,7,001,2024-11-18_11h15.01.523,实验程序1.0,2024.2.4,60.030459455240404,2024-11-18 11h15.10.557646 +0800,
41,0,41,f,0.43487720000030095,None,,,,,41,0,41,0,198.2607127000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,198.25341970000045,198.2607127000001,199.33588150000014,198.8692191,,202.0593028000003,f,0.43487720000030095,None,10,image2,-6,image2,image1,"['low', 'low', 'low', 'low', 'high', 'high']",0.3,0.7,7,001,2024-11-18_11h15.01.523,实验程序1.0,2024.2.4,60.030459455240404,2024-11-18 11h15.10.557646 +0800,
42,0,42,f,0.34966679999979533,None,,,,,42,0,42,0,202.10893469999974,,,,,,,,,,,,,,,,,,,,,,,,,,,,,202.10192129999996,202.10893469999974,203.36909519999972,203.00247910000053,203.36909519999972,205.7123363999999,f,0.34966679999979533,None,10,image2,-7,image2,image1,"['low', 'low', 'low', 'high', 'high', 'high']",0.3,0.7,7,001,2024-11-18_11h15.01.523,实验程序1.0,2024.2.4,60.030459455240404,2024-11-18 11h15.10.557646 +0800,
43,0,43,j,0.4491363999995883,None,,,,,43,0,43,0,205.8176844999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,205.8102103000001,205.8176844999998,207.6025056999997,207.13580160000038,207.6025056999997,209.72562430000016,j,0.4491363999995883,None,10,image2,-8,image2,image1,"['low', 'low', 'high', 'high', 'high', 'high']",0.3,0.7,7,001,2024-11-18_11h15.01.523,实验程序1.0,2024.2.4,60.030459455240404,2024-11-18 11h15.10.557646 +0800,
44,0,44,f,0.49853949999942415,None,,,,,44,0,44,0,209.77711910000016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,209.7700794000002,209.77711910000016,211.01912489999995,210.5024973999998,211.01912489999995,212.90643890000047,f,0.49853949999942415,None,10,image2,4,image1,image2,[],0.7,0.3,7,001,2024-11-18_11h15.01.523,实验程序1.0,2024.2.4,60.030459455240404,2024-11-18 11h15.10.557646 +0800,
45,0,45,j,0.43429289999949106,None,,,,,45,0,45,0,212.9570130000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,212.9499211000002,212.9570130000002,213.9691855000001,213.50256439999976,,216.92932800000017,j,0.43429289999949106,None,10,image2,3,image1,image2,['low'],0.7,0.3,7,001,2024-11-18_11h15.01.523,实验程序1.0,2024.2.4,60.030459455240404,2024-11-18 11h15.10.557646 +0800,
46,0,46,f,0.31111020000025746,None,,,,,46,0,46,0,216.97954870000012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,216.97224749999987,216.97954870000012,218.9025462999998,218.56912629999988,218.9025462999998,221.14562320000005,f,0.31111020000025746,None,10,image2,2,image1,image2,"['low', 'low']",0.7,0.3,7,001,2024-11-18_11h15.01.523,实验程序1.0,2024.2.4,60.030459455240404,2024-11-18 11h15.10.557646 +0800,
47,0,47,f,0.5887608000002729,None,,,,,47,0,47,0,221.24929520000023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,221.2422736999997,221.24929520000023,222.86879529999987,222.25244269999985,222.86879529999987,224.85828820000006,f,0.5887608000002729,None,0,image2,1,image1,image2,"['low', 'low', 'low']",0.7,0.3,7,001,2024-11-18_11h15.01.523,实验程序1.0,2024.2.4,60.030459455240404,2024-11-18 11h15.10.557646 +0800,
48,0,48,j,0.5994064999995317,None,,,,,48,0,48,0,224.90966260000005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,224.90259200000037,224.90966260000005,227.38572840000052,226.76925670000037,227.38572840000052,229.78872190000038,j,0.5994064999995317,None,0,image2,0,image1,image2,"['low', 'low', 'low', 'low']",0.7,0.3,7,001,2024-11-18_11h15.01.523,实验程序1.0,2024.2.4,60.030459455240404,2024-11-18 11h15.10.557646 +0800,
49,0,49,f,0.6295042000001558,None,,,,,49,0,49,0,229.8336429000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,229.8262709999999,229.8336429000001,232.2859623000004,231.63579469999968,232.2859623000004,233.95027759999994,f,0.6295042000001558,None,10,image1,-1,image1,image2,"['low', 'low', 'low', 'low', 'high']",0.7,0.3,7,001,2024-11-18_11h15.01.523,实验程序1.0,2024.2.4,60.030459455240404,2024-11-18 11h15.10.557646 +0800,
50,0,50,f,0.3364016999994419,None,,,,,50,0,50,0,233.99461650000012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,233.98729970000022,233.99461650000012,235.7025623999998,235.3359128000002,235.7025623999998,238.1162059999997,f,0.3364016999994419,None,0,image1,-2,image1,image2,"['low', 'low', 'low', 'low', 'high', 'high']",0.7,0.3,7,001,2024-11-18_11h15.01.523,实验程序1.0,2024.2.4,60.030459455240404,2024-11-18 11h15.10.557646 +0800,
51,0,51,j,0.559911700000157,None,,,,,51,0,51,0,238.16081920000033,,,,,,,,,,,,,,,,,,,,,,,,,,,,,238.15365589999965,238.16081920000033,240.33601830000043,239.75255990000005,240.33601830000043,242.37337079999998,j,0.559911700000157,None,10,image1,-3,image1,image2,"['low', 'low', 'low', 'high', 'high', 'high']",0.7,0.3,7,001,2024-11-18_11h15.01.523,实验程序1.0,2024.2.4,60.030459455240404,2024-11-18 11h15.10.557646 +0800,
52,0,52,f,0.3092556000001423,None,,,,,52,0,52,0,242.4744510999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,242.46760189999986,242.4744510999999,244.76908679999997,244.4358689999999,244.76908679999997,247.55816800000048,f,0.3092556000001423,None,10,image1,-4,image1,image2,"['low', 'low', 'high', 'high', 'high', 'high']",0.7,0.3,7,001,2024-11-18_11h15.01.523,实验程序1.0,2024.2.4,60.030459455240404,2024-11-18 11h15.10.557646 +0800,
