thisN,thisTrialN,thisRepN,key_resp.keys,key_resp.rt,key_resp.duration,trials_prac.thisRepN,trials_prac.thisTrialN,trials_prac.thisN,trials_prac.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,intro.started,intro1.started,key_resp_2.started,intro.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,intro_2.started,key_resp_4.started,key_resp_4.keys,key_resp_4.rt,key_resp_4.duration,prac_frame.started,prac_image2.stopped,prac_key_resp.started,prac_image1.stopped,trials_prac.prac_key_resp.keys,trials_prac.prac_key_resp.rt,trials_prac.prac_key_resp.duration,start.started,start_trail.started,key_resp_3.started,start.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.duration,trail.started,frame.started,image2.stopped,key_resp.started,trail.stopped,trials.key_resp.keys,trials.key_resp.rt,trials.key_resp.duration,reward_result,selected_image,buffer_trail,high_prob_image,low_prob_image,choice_history,image1_prob,image2_prob,image1.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart,
55,0,55,f,0.6082920999906491,None,,,,,55,0,55,0,252.20651709999947,,,,,,,,,,,,,,,,,,,,,,,,,,,,252.19752940000035,252.20651709999947,254.62879520001297,253.99527790000138,257.2601142000058,f,0.6082920999906491,None,10,image1,-7,image1,image2,"['low', 'low', 'high', 'high', 'low', 'high']",0.7,0.3,254.62879520001297,95,001,2025-03-08_10h20.21.703,实验程序1.0,2024.2.4,59.86041747839583,2025-03-08 10h20.36.097843 +0800,
56,0,56,f,0.4512020999973174,None,,,,,56,0,56,0,257.3788879000058,,,,,,,,,,,,,,,,,,,,,,,,,,,,257.3697558000131,257.3788879000058,258.6112793000066,258.12844240000413,260.5016051999992,f,0.4512020999973174,None,10,image1,-8,image1,image2,"['low', 'high', 'high', 'low', 'high', 'high']",0.7,0.3,,95,001,2025-03-08_10h20.21.703,实验程序1.0,2024.2.4,59.86041747839583,2025-03-08 10h20.36.097843 +0800,
57,0,57,f,0.24361049999424722,None,,,,,57,0,57,0,260.5535966000025,,,,,,,,,,,,,,,,,,,,,,,,,,,,260.54456310000387,260.5535966000025,262.0112267000077,261.7445532000129,264.9396279000066,f,0.24361049999424722,None,0,image2,-9,image1,image2,"['high', 'high', 'low', 'high', 'high', 'low']",0.7,0.3,262.0112267000077,95,001,2025-03-08_10h20.21.703,实验程序1.0,2024.2.4,59.86041747839583,2025-03-08 10h20.36.097843 +0800,
58,0,58,j,0.7509273000032408,None,,,,,58,0,58,0,264.99181490000046,,,,,,,,,,,,,,,,,,,,,,,,,,,,264.9830776000017,264.99181490000046,267.41160740000487,266.6447637000092,269.8894660000078,j,0.7509273000032408,None,10,image1,-10,image1,image2,"['high', 'low', 'high', 'high', 'low', 'high']",0.7,0.3,267.41160740000487,95,001,2025-03-08_10h20.21.703,实验程序1.0,2024.2.4,59.86041747839583,2025-03-08 10h20.36.097843 +0800,
59,0,59,j,1.6626920999988215,None,,,,,59,0,59,0,269.94111080000584,,,,,,,,,,,,,,,,,,,,,,,,,,,,269.93140340001264,269.94111080000584,272.7445987000101,271.06179140000313,274.8032311999996,j,1.6626920999988215,None,10,image1,-11,image1,image2,"['low', 'high', 'high', 'low', 'high', 'high']",0.7,0.3,272.7445987000101,95,001,2025-03-08_10h20.21.703,实验程序1.0,2024.2.4,59.86041747839583,2025-03-08 10h20.36.097843 +0800,
60,0,60,j,0.3559038000094006,None,,,,,60,0,60,0,274.85609939999995,,,,,,,,,,,,,,,,,,,,,,,,,,,,274.84666429999925,274.85609939999995,277.128160200009,276.7447711999994,278.7621310000104,j,0.3559038000094006,None,10,image1,6,image2,image1,[],0.3,0.7,277.128160200009,95,001,2025-03-08_10h20.21.703,实验程序1.0,2024.2.4,59.86041747839583,2025-03-08 10h20.36.097843 +0800,
61,0,61,f,0.48460359999444336,None,,,,,61,0,61,0,278.87443000001076,,,,,,,,,,,,,,,,,,,,,,,,,,,,278.864742500009,278.87443000001076,281.41128420000314,280.89491329999873,283.6302490000089,f,0.48460359999444336,None,10,image1,5,image2,image1,['low'],0.3,0.7,281.41128420000314,95,001,2025-03-08_10h20.21.703,实验程序1.0,2024.2.4,59.86041747839583,2025-03-08 10h20.36.097843 +0800,
62,0,62,j,0.4702125000039814,None,,,,,62,0,62,0,283.6814321999991,,,,,,,,,,,,,,,,,,,,,,,,,,,,283.6726755999989,283.6814321999991,286.17844940000214,285.67793810000876,287.79890970001,j,0.4702125000039814,None,10,image1,4,image2,image1,"['low', 'low']",0.3,0.7,286.17844940000214,95,001,2025-03-08_10h20.21.703,实验程序1.0,2024.2.4,59.86041747839583,2025-03-08 10h20.36.097843 +0800,
63,0,63,j,0.43317689999821596,None,,,,,63,0,63,0,287.8519939000107,,,,,,,,,,,,,,,,,,,,,,,,,,,,287.8427292000124,287.8519939000107,289.66121010000643,289.2113004999992,292.379018800013,j,0.43317689999821596,None,0,image1,3,image2,image1,"['low', 'low', 'low']",0.3,0.7,289.66121010000643,95,001,2025-03-08_10h20.21.703,实验程序1.0,2024.2.4,59.86041747839583,2025-03-08 10h20.36.097843 +0800,
64,0,64,f,0.6949167999991914,None,,,,,64,0,64,0,292.43057580001187,,,,,,,,,,,,,,,,,,,,,,,,,,,,292.4210720000119,292.43057580001187,295.1779858000082,294.4612893000012,298.1314368000021,f,0.6949167999991914,None,10,image1,2,image2,image1,"['low', 'low', 'low', 'low']",0.3,0.7,295.1779858000082,95,001,2025-03-08_10h20.21.703,实验程序1.0,2024.2.4,59.86041747839583,2025-03-08 10h20.36.097843 +0800,
65,0,65,j,0.3655482000031043,None,,,,,65,0,65,0,298.2543325000006,,,,,,,,,,,,,,,,,,,,,,,,,,,,298.2448941000039,298.2543325000006,300.6612857,300.2780669000058,303.59678279999935,j,0.3655482000031043,None,0,image1,1,image2,image1,"['low', 'low', 'low', 'low', 'low']",0.3,0.7,300.6612857,95,001,2025-03-08_10h20.21.703,实验程序1.0,2024.2.4,59.86041747839583,2025-03-08 10h20.36.097843 +0800,
66,0,66,j,0.3239601999957813,None,,,,,66,0,66,0,303.64752790000057,,,,,,,,,,,,,,,,,,,,,,,,,,,,303.6385322999995,303.64752790000057,305.66127300000517,305.3119716000074,307.609560900004,j,0.3239601999957813,None,0,image1,0,image2,image1,"['low', 'low', 'low', 'low', 'low', 'low']",0.3,0.7,305.66127300000517,95,001,2025-03-08_10h20.21.703,实验程序1.0,2024.2.4,59.86041747839583,2025-03-08 10h20.36.097843 +0800,
67,0,67,f,0.5862697999982629,None,,,,,67,0,67,0,307.6646136000054,,,,,,,,,,,,,,,,,,,,,,,,,,,,307.6549293999997,307.6646136000054,308.96202230000927,308.3449158000003,310.77714489999926,f,0.5862697999982629,None,10,image2,-1,image2,image1,"['low', 'low', 'low', 'low', 'low', 'high']",0.3,0.7,308.96202230000927,95,001,2025-03-08_10h20.21.703,实验程序1.0,2024.2.4,59.86041747839583,2025-03-08 10h20.36.097843 +0800,
68,0,68,j,0.4164992000005441,None,,,,,68,0,68,0,310.8284529000084,,,,,,,,,,,,,,,,,,,,,,,,,,,,310.8190312000079,310.8284529000084,313.0456857000099,312.6116364000045,314.6721128000063,j,0.4164992000005441,None,0,image2,-2,image2,image1,"['low', 'low', 'low', 'low', 'high', 'high']",0.3,0.7,313.0456857000099,95,001,2025-03-08_10h20.21.703,实验程序1.0,2024.2.4,59.86041747839583,2025-03-08 10h20.36.097843 +0800,
69,0,69,f,0.4359063000010792,None,,,,,69,0,69,0,314.72283360001165,,,,,,,,,,,,,,,,,,,,,,,,,,,,314.7140003000095,314.72283360001165,316.5946238000033,316.12801580000087,319.28262540001015,f,0.4359063000010792,None,10,image2,-3,image2,image1,"['low', 'low', 'low', 'high', 'high', 'high']",0.3,0.7,316.5946238000033,95,001,2025-03-08_10h20.21.703,实验程序1.0,2024.2.4,59.86041747839583,2025-03-08 10h20.36.097843 +0800,
70,0,70,f,0.5885693999880459,None,,,,,70,0,70,0,319.3953707000037,,,,,,,,,,,,,,,,,,,,,,,,,,,,319.38672300000326,319.3953707000037,321.5285397000116,320.911497100009,323.7918408000114,f,0.5885693999880459,None,10,image2,-4,image2,image1,"['low', 'low', 'high', 'high', 'high', 'high']",0.3,0.7,321.5285397000116,95,001,2025-03-08_10h20.21.703,实验程序1.0,2024.2.4,59.86041747839583,2025-03-08 10h20.36.097843 +0800,
71,0,71,f,0.7626575000031153,None,,,,,71,0,71,0,323.843592300007,,,,,,,,,,,,,,,,,,,,,,,,,,,,323.83401500000036,323.843592300007,325.9114145000058,325.1285463000095,328.02189790000557,f,0.7626575000031153,None,0,image1,-5,image2,image1,"['low', 'high', 'high', 'high', 'high', 'low']",0.3,0.7,325.9114145000058,95,001,2025-03-08_10h20.21.703,实验程序1.0,2024.2.4,59.86041747839583,2025-03-08 10h20.36.097843 +0800,
72,0,72,j,0.5586045000090962,None,,,,,72,0,72,0,328.0743619999994,,,,,,,,,,,,,,,,,,,,,,,,,,,,328.0650114000018,328.0743619999994,329.4283951000107,328.84493220000877,331.29160660000343,j,0.5586045000090962,None,10,image1,-6,image2,image1,"['high', 'high', 'high', 'high', 'low', 'low']",0.3,0.7,329.4283951000107,95,001,2025-03-08_10h20.21.703,实验程序1.0,2024.2.4,59.86041747839583,2025-03-08 10h20.36.097843 +0800,
73,0,73,f,0.5787017999973614,None,,,,,73,0,73,0,331.34289700000954,,,,,,,,,,,,,,,,,,,,,,,,,,,,331.3334552000015,331.34289700000954,333.3455194999988,332.7451965000073,336.16618640000524,f,0.5787017999973614,None,0,image1,-7,image2,image1,"['high', 'high', 'high', 'low', 'low', 'low']",0.3,0.7,333.3455194999988,95,001,2025-03-08_10h20.21.703,实验程序1.0,2024.2.4,59.86041747839583,2025-03-08 10h20.36.097843 +0800,
74,0,74,j,0.3514091999968514,None,,,,,74,0,74,0,336.2813746000029,,,,,,,,,,,,,,,,,,,,,,,,,,,,336.27253620000556,336.2813746000029,337.84473640000215,337.4616112000076,340.50554199999897,j,0.3514091999968514,None,10,image2,-8,image2,image1,"['high', 'high', 'low', 'low', 'low', 'high']",0.3,0.7,337.84473640000215,95,001,2025-03-08_10h20.21.703,实验程序1.0,2024.2.4,59.86041747839583,2025-03-08 10h20.36.097843 +0800,
