thisN,thisTrialN,thisRepN,key_resp.keys,key_resp.rt,key_resp.duration,trials_prac.thisRepN,trials_prac.thisTrialN,trials_prac.thisN,trials_prac.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,intro.started,intro1.started,key_resp_2.started,intro.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,intro_2.started,key_resp_4.started,key_resp_4.keys,key_resp_4.rt,key_resp_4.duration,prac_frame.started,prac_image2.stopped,prac_key_resp.started,trials_prac.prac_key_resp.keys,trials_prac.prac_key_resp.rt,trials_prac.prac_key_resp.duration,start.started,start_trail.started,key_resp_3.started,start.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.duration,trail.started,frame.started,image2.stopped,key_resp.started,image1.stopped,trail.stopped,trials.key_resp.keys,trials.key_resp.rt,trials.key_resp.duration,reward_result,selected_image,buffer_trail,high_prob_image,low_prob_image,choice_history,image1_prob,image2_prob,participant,session,date,expName,psychopyVersion,frameRate,expStart,
6,0,6,f,0.3949808999996094,None,,,,,6,0,6,0,65.00478459999977,,,,,,,,,,,,,,,,,,,,,,,,,,,64.99971899999946,65.00478459999977,67.3177410999997,66.91142519999994,67.3177410999997,69.15144599999985,f,0.3949808999996094,None,0,image1,-5,image2,image1,"['high', 'high', 'high', 'low', 'low', 'low']",0.3,0.7,60,001,2024-11-17_11h02.31.028,实验程序1.0,2024.2.1post4,156.95950601647894,2024-11-17 11h02.44.216357 +0800,
7,0,7,f,0.3614363999995476,None,,,,,7,0,7,0,69.19211790000008,,,,,,,,,,,,,,,,,,,,,,,,,,,69.18638969999938,69.19211790000008,70.83849989999999,70.46901340000022,70.83849989999999,73.76558959999966,f,0.3614363999995476,None,0,image1,-6,image2,image1,"['high', 'high', 'low', 'low', 'low', 'low']",0.3,0.7,60,001,2024-11-17_11h02.31.028,实验程序1.0,2024.2.1post4,156.95950601647894,2024-11-17 11h02.44.216357 +0800,
8,0,8,j,0.3663280000000668,None,,,,,8,0,8,0,73.80426689999967,,,,,,,,,,,,,,,,,,,,,,,,,,,73.79890569999952,73.80426689999967,75.60814380000011,75.23284189999958,75.60814380000011,77.76512449999973,j,0.3663280000000668,None,10,image2,-7,image2,image1,"['high', 'low', 'low', 'low', 'low', 'high']",0.3,0.7,60,001,2024-11-17_11h02.31.028,实验程序1.0,2024.2.1post4,156.95950601647894,2024-11-17 11h02.44.216357 +0800,
9,0,9,j,0.3348910999993677,None,,,,,9,0,9,0,77.81066740000006,,,,,,,,,,,,,,,,,,,,,,,,,,,77.80578839999998,77.81066740000006,79.47006809999948,79.11746609999955,79.47006809999948,81.78238789999978,j,0.3348910999993677,None,10,image2,-8,image2,image1,"['low', 'low', 'low', 'low', 'high', 'high']",0.3,0.7,60,001,2024-11-17_11h02.31.028,实验程序1.0,2024.2.1post4,156.95950601647894,2024-11-17 11h02.44.216357 +0800,
10,0,10,j,0.32308370000009745,None,,,,,10,0,10,0,81.90114350000022,,,,,,,,,,,,,,,,,,,,,,,,,,,81.89577680000002,81.90114350000022,83.32927990000007,82.99598569999944,83.32927990000007,84.97049580000021,j,0.32308370000009745,None,10,image2,-9,image2,image1,"['low', 'low', 'low', 'high', 'high', 'high']",0.3,0.7,60,001,2024-11-17_11h02.31.028,实验程序1.0,2024.2.1post4,156.95950601647894,2024-11-17 11h02.44.216357 +0800,
11,0,11,j,0.8262682000004133,None,,,,,11,0,11,0,85.01246900000024,,,,,,,,,,,,,,,,,,,,,,,,,,,85.00724499999978,85.01246900000024,86.4445439000001,85.60840800000005,86.4445439000001,89.34955619999982,j,0.8262682000004133,None,0,image1,-10,image2,image1,"['low', 'low', 'high', 'high', 'high', 'low']",0.3,0.7,60,001,2024-11-17_11h02.31.028,实验程序1.0,2024.2.1post4,156.95950601647894,2024-11-17 11h02.44.216357 +0800,
12,0,12,f,0.38440970000010566,None,,,,,12,0,12,0,89.38863799999945,,,,,,,,,,,,,,,,,,,,,,,,,,,89.3839882000002,89.38863799999945,90.83842559999994,90.44449280000026,90.83842559999994,93.66833069999939,f,0.38440970000010566,None,10,image2,-11,image2,image1,"['low', 'high', 'high', 'high', 'low', 'high']",0.3,0.7,60,001,2024-11-17_11h02.31.028,实验程序1.0,2024.2.1post4,156.95950601647894,2024-11-17 11h02.44.216357 +0800,
13,0,13,f,0.3084790000002613,None,,,,,13,0,13,0,93.71912269999939,,,,,,,,,,,,,,,,,,,,,,,,,,,93.71224269999948,93.71912269999939,94.74775150000005,94.43284069999936,,97.03380079999988,f,0.3084790000002613,None,0,image2,5,image1,image2,[],0.7,0.3,60,001,2024-11-17_11h02.31.028,实验程序1.0,2024.2.1post4,156.95950601647894,2024-11-17 11h02.44.216357 +0800,
14,0,14,f,0.4465331999999762,None,,,,,14,0,14,0,97.07366279999951,,,,,,,,,,,,,,,,,,,,,,,,,,,97.06814699999995,97.07366279999951,98.05112839999947,97.59670329999972,,99.61061280000013,f,0.4465331999999762,None,0,image2,4,image1,image2,['low'],0.7,0.3,60,001,2024-11-17_11h02.31.028,实验程序1.0,2024.2.1post4,156.95950601647894,2024-11-17 11h02.44.216357 +0800,
15,0,15,j,1.0594765999994706,None,,,,,15,0,15,0,99.65221709999969,,,,,,,,,,,,,,,,,,,,,,,,,,,99.64659630000006,99.65221709999969,101.31142309999996,100.24167089999992,101.31142309999996,104.15542430000005,j,1.0594765999994706,None,10,image2,3,image1,image2,"['low', 'low']",0.7,0.3,60,001,2024-11-17_11h02.31.028,实验程序1.0,2024.2.1post4,156.95950601647894,2024-11-17 11h02.44.216357 +0800,
16,0,16,f,0.5255165999997189,None,,,,,16,0,16,0,104.19573570000011,,,,,,,,,,,,,,,,,,,,,,,,,,,104.1894242999997,104.19573570000011,105.88101989999996,105.3482855000002,105.88101989999996,107.99681429999964,f,0.5255165999997189,None,0,image2,2,image1,image2,"['low', 'low', 'low']",0.7,0.3,60,001,2024-11-17_11h02.31.028,实验程序1.0,2024.2.1post4,156.95950601647894,2024-11-17 11h02.44.216357 +0800,
17,0,17,j,0.4758802000005744,None,,,,,17,0,17,0,108.04438219999975,,,,,,,,,,,,,,,,,,,,,,,,,,,108.03941289999966,108.04438219999975,110.30510129999948,109.82025890000023,110.30510129999948,113.24618779999946,j,0.4758802000005744,None,10,image1,1,image1,image2,"['low', 'low', 'low', 'high']",0.7,0.3,60,001,2024-11-17_11h02.31.028,实验程序1.0,2024.2.1post4,156.95950601647894,2024-11-17 11h02.44.216357 +0800,
18,0,18,j,0.3409982000002856,None,,,,,18,0,18,0,113.28840659999969,,,,,,,,,,,,,,,,,,,,,,,,,,,113.28201279999939,113.28840659999969,114.84465050000017,114.49307729999964,114.84465050000017,116.57798989999992,j,0.3409982000002856,None,10,image1,0,image1,image2,"['low', 'low', 'low', 'high', 'high']",0.7,0.3,60,001,2024-11-17_11h02.31.028,实验程序1.0,2024.2.1post4,156.95950601647894,2024-11-17 11h02.44.216357 +0800,
19,0,19,f,0.44284070000048814,None,,,,,19,0,19,0,116.70501629999944,,,,,,,,,,,,,,,,,,,,,,,,,,,116.70158110000011,116.70501629999944,118.33562359999996,117.88709240000026,118.33562359999996,120.89826809999977,f,0.44284070000048814,None,10,image1,-1,image1,image2,"['low', 'low', 'low', 'high', 'high', 'high']",0.7,0.3,60,001,2024-11-17_11h02.31.028,实验程序1.0,2024.2.1post4,156.95950601647894,2024-11-17 11h02.44.216357 +0800,
20,0,20,f,0.993498499999987,None,,,,,20,0,20,0,120.94496230000004,,,,,,,,,,,,,,,,,,,,,,,,,,,120.93304850000004,120.94496230000004,123.44453040000008,122.44482009999956,123.44453040000008,126.09299610000016,f,0.993498499999987,None,10,image1,-2,image1,image2,"['low', 'low', 'high', 'high', 'high', 'high']",0.7,0.3,60,001,2024-11-17_11h02.31.028,实验程序1.0,2024.2.1post4,156.95950601647894,2024-11-17 11h02.44.216357 +0800,
21,0,21,f,0.44579410000005737,None,,,,,21,0,21,0,126.13167499999963,,,,,,,,,,,,,,,,,,,,,,,,,,,126.12617749999936,126.13167499999963,128.4751067999996,128.0207263000002,128.4751067999996,130.88792909999938,f,0.44579410000005737,None,0,image1,9,image2,image1,[],0.3,0.7,60,001,2024-11-17_11h02.31.028,实验程序1.0,2024.2.1post4,156.95950601647894,2024-11-17 11h02.44.216357 +0800,
22,0,22,j,0.5418886999996175,None,,,,,22,0,22,0,130.92569920000005,,,,,,,,,,,,,,,,,,,,,,,,,,,130.92036069999995,130.92569920000005,133.0265357999997,132.47501139999986,133.0265357999997,134.6562345000002,j,0.5418886999996175,None,0,image1,8,image2,image1,['low'],0.3,0.7,60,001,2024-11-17_11h02.31.028,实验程序1.0,2024.2.1post4,156.95950601647894,2024-11-17 11h02.44.216357 +0800,
23,0,23,f,0.6837870999997904,None,,,,,23,0,23,0,134.77764810000008,,,,,,,,,,,,,,,,,,,,,,,,,,,134.77290679999987,134.77764810000008,136.77184489999945,136.08132509999996,136.77184489999945,139.17642019999948,f,0.6837870999997904,None,10,image2,7,image2,image1,"['low', 'high']",0.3,0.7,60,001,2024-11-17_11h02.31.028,实验程序1.0,2024.2.1post4,156.95950601647894,2024-11-17 11h02.44.216357 +0800,
24,0,24,j,0.6394940000000133,None,,,,,24,0,24,0,139.22561959999985,,,,,,,,,,,,,,,,,,,,,,,,,,,139.2204087,139.22561959999985,140.68094629999996,140.03252799999973,140.68094629999996,142.3792996000002,j,0.6394940000000133,None,10,image2,6,image2,image1,"['low', 'high', 'high']",0.3,0.7,60,001,2024-11-17_11h02.31.028,实验程序1.0,2024.2.1post4,156.95950601647894,2024-11-17 11h02.44.216357 +0800,
25,0,25,j,0.5890331000000515,None,,,,,25,0,25,0,142.41945399999986,,,,,,,,,,,,,,,,,,,,,,,,,,,142.41553769999973,142.41945399999986,143.8930564000002,143.29392860000007,143.8930564000002,145.44037389999994,j,0.5890331000000515,None,0,image1,5,image2,image1,"['low', 'high', 'high', 'low']",0.3,0.7,60,001,2024-11-17_11h02.31.028,实验程序1.0,2024.2.1post4,156.95950601647894,2024-11-17 11h02.44.216357 +0800,
26,0,26,j,0.410507200000211,None,,,,,26,0,26,0,145.49424829999953,,,,,,,,,,,,,,,,,,,,,,,,,,,145.4885334999999,145.49424829999953,147.76619519999986,147.34773049999967,147.76619519999986,150.24573689999943,j,0.410507200000211,None,10,image2,4,image2,image1,"['low', 'high', 'high', 'low', 'high']",0.3,0.7,60,001,2024-11-17_11h02.31.028,实验程序1.0,2024.2.1post4,156.95950601647894,2024-11-17 11h02.44.216357 +0800,
27,0,27,f,0.49377109999932145,None,,,,,27,0,27,0,150.38299089999964,,,,,,,,,,,,,,,,,,,,,,,,,,,150.37680779999937,150.38299089999964,151.57796020000023,151.07486759999938,,154.24259269999948,f,0.49377109999932145,None,10,image2,3,image2,image1,"['low', 'high', 'high', 'low', 'high', 'high']",0.3,0.7,60,001,2024-11-17_11h02.31.028,实验程序1.0,2024.2.1post4,156.95950601647894,2024-11-17 11h02.44.216357 +0800,
28,0,28,j,0.39701629999945,None,,,,,28,0,28,0,154.27997460000006,,,,,,,,,,,,,,,,,,,,,,,,,,,154.27577629999996,154.27997460000006,155.87508179999986,155.4696140999995,155.87508179999986,157.4246665999999,j,0.39701629999945,None,0,image1,2,image2,image1,"['high', 'high', 'low', 'high', 'high', 'low']",0.3,0.7,60,001,2024-11-17_11h02.31.028,实验程序1.0,2024.2.1post4,156.95950601647894,2024-11-17 11h02.44.216357 +0800,
29,0,29,f,0.33235139999942476,None,,,,,29,0,29,0,157.46554949999972,,,,,,,,,,,,,,,,,,,,,,,,,,,157.4614907999994,157.46554949999972,158.95990530000017,158.62052739999945,158.95990530000017,160.5117879999998,f,0.33235139999942476,None,10,image2,1,image2,image1,"['high', 'low', 'high', 'high', 'low', 'high']",0.3,0.7,60,001,2024-11-17_11h02.31.028,实验程序1.0,2024.2.1post4,156.95950601647894,2024-11-17 11h02.44.216357 +0800,
30,0,30,j,0.3598765999995521,None,,,,,30,0,30,0,160.56377859999975,,,,,,,,,,,,,,,,,,,,,,,,,,,160.5585861999998,160.56377859999975,162.8507252999998,162.48110439999982,162.8507252999998,165.60473829999955,j,0.3598765999995521,None,10,image2,0,image2,image1,"['low', 'high', 'high', 'low', 'high', 'high']",0.3,0.7,60,001,2024-11-17_11h02.31.028,实验程序1.0,2024.2.1post4,156.95950601647894,2024-11-17 11h02.44.216357 +0800,
31,0,31,f,0.39193489999979647,None,,,,,31,0,31,0,165.6421793999998,,,,,,,,,,,,,,,,,,,,,,,,,,,165.63751219999995,165.6421793999998,167.3478987999997,166.9476281999996,167.3478987999997,169.15356659999998,f,0.39193489999979647,None,10,image2,5,image1,image2,[],0.7,0.3,60,001,2024-11-17_11h02.31.028,实验程序1.0,2024.2.1post4,156.95950601647894,2024-11-17 11h02.44.216357 +0800,
32,0,32,j,0.38092820000019856,None,,,,,32,0,32,0,169.2699805000002,,,,,,,,,,,,,,,,,,,,,,,,,,,169.26516720000018,169.2699805000002,171.61436270000013,171.22647729999971,171.61436270000013,173.14943229999972,j,0.38092820000019856,None,0,image2,4,image1,image2,['low'],0.7,0.3,60,001,2024-11-17_11h02.31.028,实验程序1.0,2024.2.1post4,156.95950601647894,2024-11-17 11h02.44.216357 +0800,
33,0,33,j,0.6659425000007104,None,,,,,33,0,33,0,173.19270749999941,,,,,,,,,,,,,,,,,,,,,,,,,,,173.18903729999965,173.19270749999941,175.59014560000014,174.91749379999965,175.59014560000014,177.34082219999982,j,0.6659425000007104,None,10,image1,3,image1,image2,"['low', 'high']",0.7,0.3,60,001,2024-11-17_11h02.31.028,实验程序1.0,2024.2.1post4,156.95950601647894,2024-11-17 11h02.44.216357 +0800,
34,0,34,f,0.4959523999996236,None,,,,,34,0,34,0,177.38892080000005,,,,,,,,,,,,,,,,,,,,,,,,,,,177.3836682000001,177.38892080000005,179.45683869999993,178.95390640000005,179.45683869999993,182.16318279999996,f,0.4959523999996236,None,10,image1,2,image1,image2,"['low', 'high', 'high']",0.7,0.3,60,001,2024-11-17_11h02.31.028,实验程序1.0,2024.2.1post4,156.95950601647894,2024-11-17 11h02.44.216357 +0800,
35,0,35,j,0.3074609999994209,None,,,,,35,0,35,0,182.20798379999997,,,,,,,,,,,,,,,,,,,,,,,,,,,182.20133220000025,182.20798379999997,183.6634057000001,183.34556479999992,183.6634057000001,185.50123399999939,j,0.3074609999994209,None,0,image1,1,image1,image2,"['low', 'high', 'high', 'high']",0.7,0.3,60,001,2024-11-17_11h02.31.028,实验程序1.0,2024.2.1post4,156.95950601647894,2024-11-17 11h02.44.216357 +0800,
36,0,36,j,0.4081332999994629,None,,,,,36,0,36,0,185.63009330000023,,,,,,,,,,,,,,,,,,,,,,,,,,,185.62532370000008,185.63009330000023,187.1416094999995,186.72377450000022,187.1416094999995,189.11096989999987,j,0.4081332999994629,None,10,image2,0,image1,image2,"['low', 'high', 'high', 'high', 'low']",0.7,0.3,60,001,2024-11-17_11h02.31.028,实验程序1.0,2024.2.1post4,156.95950601647894,2024-11-17 11h02.44.216357 +0800,
37,0,37,f,0.3013644000002387,None,,,,,37,0,37,0,189.15525919999982,,,,,,,,,,,,,,,,,,,,,,,,,,,189.14916429999994,189.15525919999982,191.07499000000007,190.76622080000016,191.07499000000007,193.1965479999999,f,0.3013644000002387,None,10,image2,-1,image1,image2,"['low', 'high', 'high', 'high', 'low', 'low']",0.7,0.3,60,001,2024-11-17_11h02.31.028,实验程序1.0,2024.2.1post4,156.95950601647894,2024-11-17 11h02.44.216357 +0800,
38,0,38,j,0.5882542999997895,None,,,,,38,0,38,0,193.24778109999988,,,,,,,,,,,,,,,,,,,,,,,,,,,193.2431749999996,193.24778109999988,195.73577490000025,195.14164939999955,195.73577490000025,198.18864789999952,j,0.5882542999997895,None,0,image2,-2,image1,image2,"['high', 'high', 'high', 'low', 'low', 'low']",0.7,0.3,60,001,2024-11-17_11h02.31.028,实验程序1.0,2024.2.1post4,156.95950601647894,2024-11-17 11h02.44.216357 +0800,
39,0,39,j,0.7721615999998903,None,,,,,39,0,39,0,198.22950450000008,,,,,,,,,,,,,,,,,,,,,,,,,,,198.22510199999942,198.22950450000008,199.56016869999985,198.78184710000005,199.56016869999985,201.6521077999996,j,0.7721615999998903,None,0,image2,-3,image1,image2,"['high', 'high', 'low', 'low', 'low', 'low']",0.7,0.3,60,001,2024-11-17_11h02.31.028,实验程序1.0,2024.2.1post4,156.95950601647894,2024-11-17 11h02.44.216357 +0800,
40,0,40,j,0.4294707999997627,None,,,,,40,0,40,0,201.7627537999997,,,,,,,,,,,,,,,,,,,,,,,,,,,201.75733619999937,201.7627537999997,203.74162439999964,203.3060558999996,203.74162439999964,206.04881159999968,j,0.4294707999997627,None,10,image1,-4,image1,image2,"['high', 'low', 'low', 'low', 'low', 'high']",0.7,0.3,60,001,2024-11-17_11h02.31.028,实验程序1.0,2024.2.1post4,156.95950601647894,2024-11-17 11h02.44.216357 +0800,
41,0,41,j,1.7821499000001495,None,,,,,41,0,41,0,206.09161440000025,,,,,,,,,,,,,,,,,,,,,,,,,,,206.08674969999993,206.09161440000025,209.72984469999938,207.94163690000005,209.72984469999938,212.6259874999996,j,1.7821499000001495,None,10,image1,-5,image1,image2,"['low', 'low', 'low', 'low', 'high', 'high']",0.7,0.3,60,001,2024-11-17_11h02.31.028,实验程序1.0,2024.2.1post4,156.95950601647894,2024-11-17 11h02.44.216357 +0800,
42,0,42,f,0.4722279999996317,None,,,,,42,0,42,0,212.66256919999978,,,,,,,,,,,,,,,,,,,,,,,,,,,212.65811889999986,212.66256919999978,213.89937999999984,213.4205081,213.89937999999984,215.59793029999946,f,0.4722279999996317,None,10,image2,-6,image1,image2,"['low', 'low', 'low', 'high', 'high', 'low']",0.7,0.3,60,001,2024-11-17_11h02.31.028,实验程序1.0,2024.2.1post4,156.95950601647894,2024-11-17 11h02.44.216357 +0800,
43,0,43,j,0.7131360000003042,None,,,,,43,0,43,0,215.65146409999943,,,,,,,,,,,,,,,,,,,,,,,,,,,215.64817669999957,215.65146409999943,218.2752800999997,217.55376949999936,218.2752800999997,219.89760810000007,j,0.7131360000003042,None,0,image2,-7,image1,image2,"['low', 'low', 'high', 'high', 'low', 'low']",0.7,0.3,60,001,2024-11-17_11h02.31.028,实验程序1.0,2024.2.1post4,156.95950601647894,2024-11-17 11h02.44.216357 +0800,
44,0,44,f,0.47112529999958497,None,,,,,44,0,44,0,219.94510679999985,,,,,,,,,,,,,,,,,,,,,,,,,,,219.9405981,219.94510679999985,221.18420379999952,220.70545479999964,221.18420379999952,223.4354027999998,f,0.47112529999958497,None,10,image1,-8,image1,image2,"['low', 'high', 'high', 'low', 'low', 'high']",0.7,0.3,60,001,2024-11-17_11h02.31.028,实验程序1.0,2024.2.1post4,156.95950601647894,2024-11-17 11h02.44.216357 +0800,
45,0,45,f,0.35826210000050196,None,,,,,45,0,45,0,223.5587647000002,,,,,,,,,,,,,,,,,,,,,,,,,,,223.55430859999979,223.5587647000002,225.46286079999936,225.09925569999996,225.46286079999936,228.36621279999963,f,0.35826210000050196,None,0,image1,-9,image1,image2,"['high', 'high', 'low', 'low', 'high', 'high']",0.7,0.3,60,001,2024-11-17_11h02.31.028,实验程序1.0,2024.2.1post4,156.95950601647894,2024-11-17 11h02.44.216357 +0800,
46,0,46,j,0.28939919999993435,None,,,,,46,0,46,0,228.4064741000002,,,,,,,,,,,,,,,,,,,,,,,,,,,228.40141089999997,228.4064741000002,230.02656549999938,229.72958010000002,230.02656549999938,232.05273450000004,j,0.28939919999993435,None,10,image2,-10,image1,image2,"['high', 'low', 'low', 'high', 'high', 'low']",0.7,0.3,60,001,2024-11-17_11h02.31.028,实验程序1.0,2024.2.1post4,156.95950601647894,2024-11-17 11h02.44.216357 +0800,
47,0,47,f,0.42410849999942,None,,,,,47,0,47,0,232.08817709999948,,,,,,,,,,,,,,,,,,,,,,,,,,,232.08419390000017,232.08817709999948,234.2458784999999,233.8151971999996,234.2458784999999,235.9661170999998,f,0.42410849999942,None,10,image2,-11,image1,image2,"['low', 'low', 'high', 'high', 'low', 'low']",0.7,0.3,60,001,2024-11-17_11h02.31.028,实验程序1.0,2024.2.1post4,156.95950601647894,2024-11-17 11h02.44.216357 +0800,
48,0,48,j,1.0640339999999924,None,,,,,48,0,48,0,236.01403029999983,,,,,,,,,,,,,,,,,,,,,,,,,,,236.0097208999996,236.01403029999983,237.9539275999996,236.88115459999972,237.9539275999996,239.54989149999983,j,1.0640339999999924,None,0,image2,-12,image1,image2,"['low', 'high', 'high', 'low', 'low', 'low']",0.7,0.3,60,001,2024-11-17_11h02.31.028,实验程序1.0,2024.2.1post4,156.95950601647894,2024-11-17 11h02.44.216357 +0800,
49,0,49,j,0.5456228000002739,None,,,,,49,0,49,0,239.6829004000001,,,,,,,,,,,,,,,,,,,,,,,,,,,239.6669334999997,239.6829004000001,241.20227559999967,240.65094709999994,241.20227559999967,243.45852240000022,j,0.5456228000002739,None,10,image1,-13,image1,image2,"['high', 'high', 'low', 'low', 'low', 'high']",0.7,0.3,60,001,2024-11-17_11h02.31.028,实验程序1.0,2024.2.1post4,156.95950601647894,2024-11-17 11h02.44.216357 +0800,
50,0,50,j,0.8590633000003436,None,,,,,50,0,50,0,243.4954590999996,,,,,,,,,,,,,,,,,,,,,,,,,,,243.49021709999943,243.4954590999996,245.5780195999996,244.71153129999948,245.5780195999996,247.43198539999958,j,0.8590633000003436,None,10,image2,-14,image1,image2,"['high', 'low', 'low', 'low', 'high', 'low']",0.7,0.3,60,001,2024-11-17_11h02.31.028,实验程序1.0,2024.2.1post4,156.95950601647894,2024-11-17 11h02.44.216357 +0800,
51,0,51,j,0.532342499999686,None,,,,,51,0,51,0,247.46806169999945,,,,,,,,,,,,,,,,,,,,,,,,,,,247.46416820000013,247.46806169999945,249.3054216999999,248.76637649999975,249.3054216999999,251.88798450000013,j,0.532342499999686,None,0,image2,-15,image1,image2,"['low', 'low', 'low', 'high', 'low', 'low']",0.7,0.3,60,001,2024-11-17_11h02.31.028,实验程序1.0,2024.2.1post4,156.95950601647894,2024-11-17 11h02.44.216357 +0800,
52,0,52,f,0.5001412999999957,None,,,,,52,0,52,0,251.92592830000012,,,,,,,,,,,,,,,,,,,,,,,,,,,251.92026149999947,251.92592830000012,254.1482662999997,253.63960380000026,254.1482662999997,255.95416639999985,f,0.5001412999999957,None,0,image2,-16,image1,image2,"['low', 'low', 'high', 'low', 'low', 'low']",0.7,0.3,60,001,2024-11-17_11h02.31.028,实验程序1.0,2024.2.1post4,156.95950601647894,2024-11-17 11h02.44.216357 +0800,
