thisN,thisTrialN,thisRepN,key_resp.keys,key_resp.rt,key_resp.duration,trials_prac.thisRepN,trials_prac.thisTrialN,trials_prac.thisN,trials_prac.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,intro.started,intro1.started,key_resp_2.started,intro.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,intro_2.started,key_resp_4.started,key_resp_4.keys,key_resp_4.rt,key_resp_4.duration,prac_frame.started,prac_image2.stopped,prac_key_resp.started,prac_image1.stopped,trials_prac.prac_key_resp.keys,prac_key_resp.stopped,trials_prac.prac_key_resp.rt,trials_prac.prac_key_resp.duration,start.started,start_trail.started,key_resp_3.started,start.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.duration,trail.started,frame.started,image2.stopped,key_resp.started,image1.stopped,trail.stopped,trials.key_resp.keys,trials.key_resp.rt,trials.key_resp.duration,reward_result,selected_image,buffer_trail,high_prob_image,low_prob_image,choice_history,image1_prob,image2_prob,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,,,,,,,,,,,0.0033384999999270804,0.008106699999871125,0.008106699999871125,2.5371253999999226,space,2.50467679999997,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83,001,2025-03-02_10h32.52.166,实验程序1.0,2024.2.4,60.00531647102728,2025-03-02 10h33.18.121155 +0800,
,,,,,,,,,,,,,,,,,,,,,,,2.5495381999999154,2.5495381999999154,space,3.274255499999981,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83,001,2025-03-02_10h32.52.166,实验程序1.0,2024.2.4,60.00531647102728,2025-03-02 10h33.18.121155 +0800,
9,0,9,,,,9,0,9,0,,,,,28.057580400000006,,,,,,,,,,,,,,28.057580400000006,29.077804199999946,28.594371499999852,10.411154200000055,f,10.411154200000055,0.46199939999996786,None,30.54672460000006,30.55607789999999,30.55607789999999,33.39583749999997,space,2.8360998000000563,None,,,,,,,,,,,,,,,,,,83,001,2025-03-02_10h32.52.166,实验程序1.0,2024.2.4,60.00531647102728,2025-03-02 10h33.18.121155 +0800,
0,0,0,None,,,,,,,0,0,0,0,33.445546899999954,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.435274100000015,33.445546899999954,35.719748999999865,34.486400499999945,35.719748999999865,36.721250199999986,None,,,,,,,,,,,83,001,2025-03-02_10h32.52.166,实验程序1.0,2024.2.4,60.00531647102728,2025-03-02 10h33.18.121155 +0800,
0,0,0,f,0.2078407999999854,None,,,,,0,0,0,0,36.77486350000004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.76766789999988,36.77486350000004,37.96486179999988,37.720056800000066,,39.49812459999998,f,0.2078407999999854,None,0,image1,5,image2,image1,['low'],0.3,0.7,83,001,2025-03-02_10h32.52.166,实验程序1.0,2024.2.4,60.00531647102728,2025-03-02 10h33.18.121155 +0800,
1,0,1,j,0.5054061000000729,None,,,,,1,0,1,0,39.552927199999885,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.54428230000008,39.552927199999885,42.0916428999999,41.55820610000001,42.0916428999999,44.47353699999985,j,0.5054061000000729,None,10,image2,4,image2,image1,"['low', 'high']",0.3,0.7,83,001,2025-03-02_10h32.52.166,实验程序1.0,2024.2.4,60.00531647102728,2025-03-02 10h33.18.121155 +0800,
2,0,2,f,0.3320724000000155,None,,,,,2,0,2,0,44.52781570000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.519371399999955,44.52781570000002,45.858330799999976,45.50823379999997,45.858330799999976,47.7182992999999,f,0.3320724000000155,None,0,image2,3,image2,image1,"['low', 'high', 'high']",0.3,0.7,83,001,2025-03-02_10h32.52.166,实验程序1.0,2024.2.4,60.00531647102728,2025-03-02 10h33.18.121155 +0800,
3,0,3,f,0.43174260000000686,None,,,,,3,0,3,0,47.820673199999874,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.812428100000034,47.820673199999874,50.25846230000002,49.80830650000007,50.25846230000002,52.712022299999944,f,0.43174260000000686,None,10,image2,2,image2,image1,"['low', 'high', 'high', 'high']",0.3,0.7,83,001,2025-03-02_10h32.52.166,实验程序1.0,2024.2.4,60.00531647102728,2025-03-02 10h33.18.121155 +0800,
4,0,4,j,0.39872120000018185,None,,,,,4,0,4,0,52.76747380000006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.758925899999895,52.76747380000006,55.041680699999915,54.62513650000005,55.041680699999915,57.658900599999924,j,0.39872120000018185,None,10,image1,1,image2,image1,"['low', 'high', 'high', 'high', 'low']",0.3,0.7,83,001,2025-03-02_10h32.52.166,实验程序1.0,2024.2.4,60.00531647102728,2025-03-02 10h33.18.121155 +0800,
5,0,5,j,0.5726603000000523,None,,,,,5,0,5,0,57.7083740999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.69950779999999,57.7083740999999,59.0750000999999,58.47509930000001,59.0750000999999,61.97100309999996,j,0.5726603000000523,None,0,image2,0,image2,image1,"['low', 'high', 'high', 'high', 'low', 'high']",0.3,0.7,83,001,2025-03-02_10h32.52.166,实验程序1.0,2024.2.4,60.00531647102728,2025-03-02 10h33.18.121155 +0800,
6,0,6,f,0.7080928000000313,None,,,,,6,0,6,0,62.02704010000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.018303999999944,62.02704010000002,64.42501429999993,63.69152329999997,64.42501429999993,66.39377919999993,f,0.7080928000000313,None,10,image1,-1,image2,image1,"['high', 'high', 'high', 'low', 'high', 'low']",0.3,0.7,83,001,2025-03-02_10h32.52.166,实验程序1.0,2024.2.4,60.00531647102728,2025-03-02 10h33.18.121155 +0800,
7,0,7,j,0.34625800000003437,None,,,,,7,0,7,0,66.48920759999987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66.48088400000006,66.48920759999987,68.09159,67.72499670000002,68.09159,69.93066859999999,j,0.34625800000003437,None,10,image2,-2,image2,image1,"['high', 'high', 'low', 'high', 'low', 'high']",0.3,0.7,83,001,2025-03-02_10h32.52.166,实验程序1.0,2024.2.4,60.00531647102728,2025-03-02 10h33.18.121155 +0800,
8,0,8,j,0.5323693999998795,None,,,,,8,0,8,0,69.98531860000003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69.97709650000002,69.98531860000003,72.04156910000006,71.49173849999988,72.04156910000006,73.94134540000005,j,0.5323693999998795,None,10,image2,-3,image2,image1,"['high', 'low', 'high', 'low', 'high', 'high']",0.3,0.7,83,001,2025-03-02_10h32.52.166,实验程序1.0,2024.2.4,60.00531647102728,2025-03-02 10h33.18.121155 +0800,
9,0,9,f,0.5595114999998714,None,,,,,9,0,9,0,73.98994300000004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.98137240000005,73.98994300000004,75.40829540000004,74.82515319999993,75.40829540000004,77.60834,f,0.5595114999998714,None,10,image1,-4,image2,image1,"['low', 'high', 'low', 'high', 'high', 'low']",0.3,0.7,83,001,2025-03-02_10h32.52.166,实验程序1.0,2024.2.4,60.00531647102728,2025-03-02 10h33.18.121155 +0800,
10,0,10,j,0.27784169999995356,None,,,,,10,0,10,0,77.65656939999985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77.64786359999994,77.65656939999985,79.77512950000005,79.4749617,79.77512950000005,82.62950389999992,j,0.27784169999995356,None,0,image1,-5,image2,image1,"['high', 'low', 'high', 'high', 'low', 'low']",0.3,0.7,83,001,2025-03-02_10h32.52.166,实验程序1.0,2024.2.4,60.00531647102728,2025-03-02 10h33.18.121155 +0800,
11,0,11,j,0.34891160000006494,None,,,,,11,0,11,0,82.6834217999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82.67501820000007,82.6834217999999,85.02496619999988,84.65830110000002,85.02496619999988,87.33064360000003,j,0.34891160000006494,None,10,image2,-6,image2,image1,"['low', 'high', 'high', 'low', 'low', 'high']",0.3,0.7,83,001,2025-03-02_10h32.52.166,实验程序1.0,2024.2.4,60.00531647102728,2025-03-02 10h33.18.121155 +0800,
12,0,12,j,0.9398255999999492,None,,,,,12,0,12,0,87.43137049999996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87.42255909999994,87.43137049999996,89.4756253999999,88.50846780000006,89.4756253999999,92.24888820000001,j,0.9398255999999492,None,0,image1,-7,image2,image1,"['high', 'high', 'low', 'low', 'high', 'low']",0.3,0.7,83,001,2025-03-02_10h32.52.166,实验程序1.0,2024.2.4,60.00531647102728,2025-03-02 10h33.18.121155 +0800,
13,0,13,f,0.6144102000000657,None,,,,,13,0,13,0,92.29544639999995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92.28698540000005,92.29544639999995,94.49190309999994,93.85847289999992,94.49190309999994,96.93875120000007,f,0.6144102000000657,None,10,image2,-8,image2,image1,"['high', 'low', 'low', 'high', 'low', 'high']",0.3,0.7,83,001,2025-03-02_10h32.52.166,实验程序1.0,2024.2.4,60.00531647102728,2025-03-02 10h33.18.121155 +0800,
14,0,14,f,0.5395657999999912,None,,,,,14,0,14,0,96.99256949999995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96.9840486999999,96.99256949999995,98.87544419999995,98.30837099999985,98.87544419999995,100.55182639999998,f,0.5395657999999912,None,10,image2,-9,image2,image1,"['low', 'low', 'high', 'low', 'high', 'high']",0.3,0.7,83,001,2025-03-02_10h32.52.166,实验程序1.0,2024.2.4,60.00531647102728,2025-03-02 10h33.18.121155 +0800,
15,0,15,j,0.4809553000000051,None,,,,,15,0,15,0,100.60569839999994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.5971199999999,100.60569839999994,102.29185910000001,101.79179679999993,102.29185910000001,105.15044639999996,j,0.4809553000000051,None,0,image2,-10,image2,image1,"['low', 'high', 'low', 'high', 'high', 'high']",0.3,0.7,83,001,2025-03-02_10h32.52.166,实验程序1.0,2024.2.4,60.00531647102728,2025-03-02 10h33.18.121155 +0800,
16,0,16,f,0.44601280000006227,None,,,,,16,0,16,0,105.25332660000004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105.24509020000005,105.25332660000004,106.72492439999996,106.25846619999993,106.72492439999996,109.01598309999986,f,0.44601280000006227,None,0,image2,6,image1,image2,[],0.7,0.3,83,001,2025-03-02_10h32.52.166,实验程序1.0,2024.2.4,60.00531647102728,2025-03-02 10h33.18.121155 +0800,
17,0,17,j,0.42351239999993595,None,,,,,17,0,17,0,109.0699267,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109.06155739999986,109.0699267,110.8585258999999,110.408367,110.8585258999999,112.90036889999988,j,0.42351239999993595,None,0,image2,5,image1,image2,['low'],0.7,0.3,83,001,2025-03-02_10h32.52.166,实验程序1.0,2024.2.4,60.00531647102728,2025-03-02 10h33.18.121155 +0800,
18,0,18,j,0.6814948000001095,None,,,,,18,0,18,0,112.9570804,,,,,,,,,,,,,,,,,,,,,,,,,,,,,112.94868829999996,112.9570804,114.85823400000004,114.15826130000005,114.85823400000004,117.3497448999999,j,0.6814948000001095,None,10,image1,4,image1,image2,"['low', 'high']",0.7,0.3,83,001,2025-03-02_10h32.52.166,实验程序1.0,2024.2.4,60.00531647102728,2025-03-02 10h33.18.121155 +0800,
19,0,19,f,0.5311291000000438,None,,,,,19,0,19,0,117.40732559999992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,117.3985697999999,117.40732559999992,119.25833239999997,118.7084175,119.25833239999997,121.31248449999998,f,0.5311291000000438,None,0,image2,3,image1,image2,"['low', 'high', 'low']",0.7,0.3,83,001,2025-03-02_10h32.52.166,实验程序1.0,2024.2.4,60.00531647102728,2025-03-02 10h33.18.121155 +0800,
20,0,20,j,0.8814904999999271,None,,,,,20,0,20,0,121.36632029999987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,121.35805789999995,121.36632029999987,123.85823529999993,122.9582378,123.85823529999993,125.60954349999997,j,0.8814904999999271,None,0,image2,2,image1,image2,"['low', 'high', 'low', 'low']",0.7,0.3,83,001,2025-03-02_10h32.52.166,实验程序1.0,2024.2.4,60.00531647102728,2025-03-02 10h33.18.121155 +0800,
21,0,21,j,0.3588700999998764,None,,,,,21,0,21,0,125.70673740000007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,125.69813539999996,125.70673740000007,127.80825579999987,127.42499819999989,127.80825579999987,129.34718069999985,j,0.3588700999998764,None,10,image1,1,image1,image2,"['low', 'high', 'low', 'low', 'high']",0.7,0.3,83,001,2025-03-02_10h32.52.166,实验程序1.0,2024.2.4,60.00531647102728,2025-03-02 10h33.18.121155 +0800,
22,0,22,j,1.0435879999999997,None,,,,,22,0,22,0,129.4006348999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,129.39223199999992,129.4006348999999,131.57502999999997,130.50845559999993,131.57502999999997,133.5790846,j,1.0435879999999997,None,0,image2,0,image1,image2,"['low', 'high', 'low', 'low', 'high', 'low']",0.7,0.3,83,001,2025-03-02_10h32.52.166,实验程序1.0,2024.2.4,60.00531647102728,2025-03-02 10h33.18.121155 +0800,
23,0,23,j,0.3515270000000328,None,,,,,23,0,23,0,133.63154859999986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,133.6230567,133.63154859999986,135.97495909999998,135.59167150000007,135.97495909999998,138.02075530000002,j,0.3515270000000328,None,0,image1,-1,image1,image2,"['high', 'low', 'low', 'high', 'low', 'high']",0.7,0.3,83,001,2025-03-02_10h32.52.166,实验程序1.0,2024.2.4,60.00531647102728,2025-03-02 10h33.18.121155 +0800,
24,0,24,j,0.5448592999998709,None,,,,,24,0,24,0,138.07781679999994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,138.06958869999994,138.07781679999994,140.1583842,139.59161130000007,140.1583842,143.08104430000003,j,0.5448592999998709,None,10,image1,-2,image1,image2,"['low', 'low', 'high', 'low', 'high', 'high']",0.7,0.3,83,001,2025-03-02_10h32.52.166,实验程序1.0,2024.2.4,60.00531647102728,2025-03-02 10h33.18.121155 +0800,
25,0,25,f,0.5181270000000495,None,,,,,25,0,25,0,143.18140560000006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,143.17319859999998,143.18140560000006,144.99158199999988,144.44183769999995,144.99158199999988,147.37404549999997,f,0.5181270000000495,None,10,image1,-3,image1,image2,"['low', 'high', 'low', 'high', 'high', 'high']",0.7,0.3,83,001,2025-03-02_10h32.52.166,实验程序1.0,2024.2.4,60.00531647102728,2025-03-02 10h33.18.121155 +0800,
26,0,26,j,0.5085025000000769,None,,,,,26,0,26,0,147.4265163,,,,,,,,,,,,,,,,,,,,,,,,,,,,,147.41795679999996,147.4265163,149.82509460000006,149.29170440000007,149.82509460000006,151.84521339999992,j,0.5085025000000769,None,10,image2,-4,image1,image2,"['high', 'low', 'high', 'high', 'high', 'low']",0.7,0.3,83,001,2025-03-02_10h32.52.166,实验程序1.0,2024.2.4,60.00531647102728,2025-03-02 10h33.18.121155 +0800,
27,0,27,f,0.4741621999999097,None,,,,,27,0,27,0,151.9010272999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,151.89258130000007,151.9010272999999,153.4583318,152.95831410000005,153.4583318,156.23466000000008,f,0.4741621999999097,None,10,image1,-5,image1,image2,"['low', 'high', 'high', 'high', 'low', 'high']",0.7,0.3,83,001,2025-03-02_10h32.52.166,实验程序1.0,2024.2.4,60.00531647102728,2025-03-02 10h33.18.121155 +0800,
28,0,28,j,0.36310150000008434,None,,,,,28,0,28,0,156.29180610000003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,156.28328199999987,156.29180610000003,158.10847209999997,157.72508089999997,158.10847209999997,160.74985939999988,j,0.36310150000008434,None,10,image2,-6,image1,image2,"['high', 'high', 'high', 'low', 'high', 'low']",0.7,0.3,83,001,2025-03-02_10h32.52.166,实验程序1.0,2024.2.4,60.00531647102728,2025-03-02 10h33.18.121155 +0800,
29,0,29,f,0.47920799999997143,None,,,,,29,0,29,0,160.80751639999994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,160.79902879999986,160.80751639999994,162.50838679999993,162.00840560000006,162.50838679999993,165.47912629999996,f,0.47920799999997143,None,0,image2,-7,image1,image2,"['high', 'high', 'low', 'high', 'low', 'low']",0.7,0.3,83,001,2025-03-02_10h32.52.166,实验程序1.0,2024.2.4,60.00531647102728,2025-03-02 10h33.18.121155 +0800,
30,0,30,j,0.6147045000000162,None,,,,,30,0,30,0,165.5804349,,,,,,,,,,,,,,,,,,,,,,,,,,,,,165.57176589999995,165.5804349,167.85824079999998,167.22501850000003,167.85824079999998,170.58789609999985,j,0.6147045000000162,None,10,image1,-8,image1,image2,"['high', 'low', 'high', 'low', 'low', 'high']",0.7,0.3,83,001,2025-03-02_10h32.52.166,实验程序1.0,2024.2.4,60.00531647102728,2025-03-02 10h33.18.121155 +0800,
31,0,31,None,,,,,,,31,0,31,0,170.6428876,,,,,,,,,,,,,,,,,,,,,,,,,,,,,170.63445439999987,170.6428876,173.4250666999999,172.1916816999999,173.4250666999999,174.42656669999997,None,,,,,,,,,,,83,001,2025-03-02_10h32.52.166,实验程序1.0,2024.2.4,60.00531647102728,2025-03-02 10h33.18.121155 +0800,
32,0,32,j,0.3415270000000419,None,,,,,32,0,32,0,174.48131160000003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.47297279999998,174.48131160000003,175.82514809999998,175.45838759999992,175.82514809999998,178.70869719999996,j,0.3415270000000419,None,10,image2,-9,image1,image2,"['low', 'high', 'low', 'low', 'high', 'low']",0.7,0.3,83,001,2025-03-02_10h32.52.166,实验程序1.0,2024.2.4,60.00531647102728,2025-03-02 10h33.18.121155 +0800,
33,0,33,f,1.0237268999999287,None,,,,,33,0,33,0,178.7564691,,,,,,,,,,,,,,,,,,,,,,,,,,,,,178.74805530000003,178.7564691,180.45853429999988,179.4084430999999,180.45853429999988,183.18826880000006,f,1.0237268999999287,None,10,image2,-10,image1,image2,"['high', 'low', 'low', 'high', 'low', 'low']",0.7,0.3,83,001,2025-03-02_10h32.52.166,实验程序1.0,2024.2.4,60.00531647102728,2025-03-02 10h33.18.121155 +0800,
34,0,34,j,0.6012835999999879,None,,,,,34,0,34,0,183.29049250000003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,183.28202220000003,183.29049250000003,185.0083861999999,184.3750539,185.0083861999999,186.93570219999992,j,0.6012835999999879,None,0,image2,-11,image1,image2,"['low', 'low', 'high', 'low', 'low', 'low']",0.7,0.3,83,001,2025-03-02_10h32.52.166,实验程序1.0,2024.2.4,60.00531647102728,2025-03-02 10h33.18.121155 +0800,
35,0,35,f,0.849862499999972,None,,,,,35,0,35,0,186.9894397999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,186.98078809999993,186.9894397999999,189.6250571999999,188.7582574999999,189.6250571999999,192.41415419999998,f,0.849862499999972,None,10,image1,-12,image1,image2,"['low', 'high', 'low', 'low', 'low', 'high']",0.7,0.3,83,001,2025-03-02_10h32.52.166,实验程序1.0,2024.2.4,60.00531647102728,2025-03-02 10h33.18.121155 +0800,
36,0,36,j,1.1177216000000953,None,,,,,36,0,36,0,192.46261920000006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,192.45381909999992,192.46261920000006,194.1918266,193.04162659999997,194.1918266,196.42513710000003,j,1.1177216000000953,None,10,image1,-13,image1,image2,"['high', 'low', 'low', 'low', 'high', 'high']",0.7,0.3,83,001,2025-03-02_10h32.52.166,实验程序1.0,2024.2.4,60.00531647102728,2025-03-02 10h33.18.121155 +0800,
37,0,37,f,0.36669370000004164,None,,,,,37,0,37,0,196.4730373,,,,,,,,,,,,,,,,,,,,,,,,,,,,,196.4647018999999,196.4730373,197.40826590000006,197.02507109999988,,198.94530209999994,f,0.36669370000004164,None,0,image1,-14,image1,image2,"['low', 'low', 'low', 'high', 'high', 'high']",0.7,0.3,83,001,2025-03-02_10h32.52.166,实验程序1.0,2024.2.4,60.00531647102728,2025-03-02 10h33.18.121155 +0800,
38,0,38,j,0.35602740000013,None,,,,,38,0,38,0,199.00050009999995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,198.99187469999993,199.00050009999995,200.07516110000006,199.69174729999986,,202.37895439999988,j,0.35602740000013,None,0,image1,-15,image1,image2,"['low', 'low', 'high', 'high', 'high', 'high']",0.7,0.3,83,001,2025-03-02_10h32.52.166,实验程序1.0,2024.2.4,60.00531647102728,2025-03-02 10h33.18.121155 +0800,
39,0,39,f,0.7329035999998723,None,,,,,39,0,39,0,202.48068109999986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,202.47231229999988,202.48068109999986,204.8084156,204.0585670999999,204.8084156,207.4199951999999,f,0.7329035999998723,None,10,image2,-16,image1,image2,"['low', 'high', 'high', 'high', 'high', 'low']",0.7,0.3,83,001,2025-03-02_10h32.52.166,实验程序1.0,2024.2.4,60.00531647102728,2025-03-02 10h33.18.121155 +0800,
40,0,40,j,0.5399035999998887,None,,,,,40,0,40,0,207.47389329999987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,207.4650004,207.47389329999987,208.85826120000002,208.29178039999988,208.85826120000002,211.75751960000002,j,0.5399035999998887,None,0,image2,-17,image1,image2,"['high', 'high', 'high', 'high', 'low', 'low']",0.7,0.3,83,001,2025-03-02_10h32.52.166,实验程序1.0,2024.2.4,60.00531647102728,2025-03-02 10h33.18.121155 +0800,
41,0,41,f,0.569731499999989,None,,,,,41,0,41,0,211.8132596999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,211.80490540000005,211.8132596999999,213.14168240000004,212.54189730000007,213.14168240000004,216.02954610000006,f,0.569731499999989,None,10,image1,-18,image1,image2,"['high', 'high', 'high', 'low', 'low', 'high']",0.7,0.3,83,001,2025-03-02_10h32.52.166,实验程序1.0,2024.2.4,60.00531647102728,2025-03-02 10h33.18.121155 +0800,
42,0,42,f,0.5185566000000108,None,,,,,42,0,42,0,216.08524080000007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,216.07664599999998,216.08524080000007,218.59181710000007,218.0417006,218.59181710000007,221.01828339999997,f,0.5185566000000108,None,0,image2,-19,image1,image2,"['high', 'high', 'low', 'low', 'high', 'low']",0.7,0.3,83,001,2025-03-02_10h32.52.166,实验程序1.0,2024.2.4,60.00531647102728,2025-03-02 10h33.18.121155 +0800,
43,0,43,j,0.5267716000000746,None,,,,,43,0,43,0,221.12359939999988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,221.11490890000005,221.12359939999988,222.7583657,222.2083035999999,222.7583657,225.0333349,j,0.5267716000000746,None,10,image1,-20,image1,image2,"['high', 'low', 'low', 'high', 'low', 'high']",0.7,0.3,83,001,2025-03-02_10h32.52.166,实验程序1.0,2024.2.4,60.00531647102728,2025-03-02 10h33.18.121155 +0800,
44,0,44,f,0.9481054000000313,None,,,,,44,0,44,0,225.08713220000004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,225.07872279999992,225.08713220000004,227.0749487999999,226.10836919999997,227.0749487999999,228.63494220000007,f,0.9481054000000313,None,10,image1,-21,image1,image2,"['low', 'low', 'high', 'low', 'high', 'high']",0.7,0.3,83,001,2025-03-02_10h32.52.166,实验程序1.0,2024.2.4,60.00531647102728,2025-03-02 10h33.18.121155 +0800,
45,0,45,j,0.4495441999999912,None,,,,,45,0,45,0,228.6917128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,228.68286949999992,228.6917128,229.82512129999986,229.35840839999992,,232.2010949999999,j,0.4495441999999912,None,0,image1,-22,image1,image2,"['low', 'high', 'low', 'high', 'high', 'high']",0.7,0.3,83,001,2025-03-02_10h32.52.166,实验程序1.0,2024.2.4,60.00531647102728,2025-03-02 10h33.18.121155 +0800,
46,0,46,j,0.4632775000000038,None,,,,,46,0,46,0,232.25682860000006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,232.2483906,232.25682860000006,234.50854389999995,234.02497549999998,234.50854389999995,236.77478960000008,j,0.4632775000000038,None,10,image1,5,image2,image1,[],0.3,0.7,83,001,2025-03-02_10h32.52.166,实验程序1.0,2024.2.4,60.00531647102728,2025-03-02 10h33.18.121155 +0800,
47,0,47,f,0.6509150999997928,None,,,,,47,0,47,0,236.8720406,,,,,,,,,,,,,,,,,,,,,,,,,,,,,236.8637409999999,236.8720406,238.39180080000006,237.70854940000004,238.39180080000006,240.61220890000004,f,0.6509150999997928,None,0,image1,4,image2,image1,['low'],0.3,0.7,83,001,2025-03-02_10h32.52.166,实验程序1.0,2024.2.4,60.00531647102728,2025-03-02 10h33.18.121155 +0800,
48,0,48,j,0.42364629999997305,None,,,,,48,0,48,0,240.6689242,,,,,,,,,,,,,,,,,,,,,,,,,,,,,240.6605207,240.6689242,241.65853879999986,241.20852579999996,,243.27121209999996,j,0.42364629999997305,None,10,image1,3,image2,image1,"['low', 'low']",0.3,0.7,83,001,2025-03-02_10h32.52.166,实验程序1.0,2024.2.4,60.00531647102728,2025-03-02 10h33.18.121155 +0800,
49,0,49,j,0.4289698000000044,None,,,,,49,0,49,0,243.325873,,,,,,,,,,,,,,,,,,,,,,,,,,,,,243.31726490000005,243.325873,245.7250858,245.27493989999994,245.7250858,248.0550100999999,j,0.4289698000000044,None,0,image2,2,image2,image1,"['low', 'low', 'high']",0.3,0.7,83,001,2025-03-02_10h32.52.166,实验程序1.0,2024.2.4,60.00531647102728,2025-03-02 10h33.18.121155 +0800,
50,0,50,j,0.3940287000000353,None,,,,,50,0,50,0,248.10900909999987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,248.10055190000003,248.10900909999987,249.54178009999987,249.12497600000006,249.54178009999987,251.13728089999995,j,0.3940287000000353,None,0,image1,1,image2,image1,"['low', 'low', 'high', 'low']",0.3,0.7,83,001,2025-03-02_10h32.52.166,实验程序1.0,2024.2.4,60.00531647102728,2025-03-02 10h33.18.121155 +0800,
51,0,51,f,0.6481713999999101,None,,,,,51,0,51,0,251.19253709999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,251.18400930000007,251.19253709999998,253.44175870000004,252.7749314,253.44175870000004,255.72885339999993,f,0.6481713999999101,None,10,image2,0,image2,image1,"['low', 'low', 'high', 'low', 'high']",0.3,0.7,83,001,2025-03-02_10h32.52.166,实验程序1.0,2024.2.4,60.00531647102728,2025-03-02 10h33.18.121155 +0800,
52,0,52,j,1.1347921999999926,None,,,,,52,0,52,0,255.83383129999993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,255.82546589999993,255.83383129999993,258.00833680000005,256.84175779999987,258.00833680000005,260.1196141999999,j,1.1347921999999926,None,0,image1,-1,image2,image1,"['low', 'low', 'high', 'low', 'high', 'low']",0.3,0.7,83,001,2025-03-02_10h32.52.166,实验程序1.0,2024.2.4,60.00531647102728,2025-03-02 10h33.18.121155 +0800,
53,0,53,f,0.41747830000008435,None,,,,,53,0,53,0,260.17540039999994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,260.1666849999999,260.17540039999994,261.2084998999999,260.75850620000006,,264.1267599,f,0.41747830000008435,None,0,image2,-2,image2,image1,"['low', 'high', 'low', 'high', 'low', 'high']",0.3,0.7,83,001,2025-03-02_10h32.52.166,实验程序1.0,2024.2.4,60.00531647102728,2025-03-02 10h33.18.121155 +0800,
54,0,54,j,0.4367236000000503,None,,,,,54,0,54,0,264.1807824,,,,,,,,,,,,,,,,,,,,,,,,,,,,,264.17214020000006,264.1807824,265.9417206999999,265.4750776000001,265.9417206999999,268.7576382,j,0.4367236000000503,None,10,image2,-3,image2,image1,"['high', 'low', 'high', 'low', 'high', 'high']",0.3,0.7,83,001,2025-03-02_10h32.52.166,实验程序1.0,2024.2.4,60.00531647102728,2025-03-02 10h33.18.121155 +0800,
